W,x,Q2,g1/F1,dg1/F1(stat),dg1/F1(sys)
1.15,0.1382,0.0707,0.1331,0.1432,0.0897
1.17,0.1267,0.0707,-0.2745,0.1048,0.0544
1.19,0.1168,0.0707,-0.3133,0.0783,0.038
1.21,0.1083,0.0707,-0.4328,0.0617,0.0371
1.23,0.1007,0.0707,-0.3652,0.0615,0.0399
1.25,0.0941,0.0707,-0.2068,0.0652,0.0372
1.27,0.0882,0.0707,-0.122,0.0777,0.0432
1.29,0.0829,0.0707,-0.1135,0.0884,0.0501
1.31,0.0781,0.0707,-0.1227,0.0974,0.0541
1.33,0.0738,0.0707,-0.0634,0.0982,0.0534
1.35,0.0699,0.0707,-0.014,0.1009,0.0506
1.37,0.0663,0.0707,0.0258,0.1037,0.0474
1.39,0.0631,0.0707,-0.2184,0.0996,0.052
1.41,0.0601,0.0707,0.1555,0.0928,0.0516
1.43,0.0573,0.0707,-0.1448,0.0863,0.0376
1.45,0.0547,0.0707,-0.0151,0.0789,0.0355
1.47,0.0524,0.0707,-0.1377,0.0704,0.0357
1.49,0.0502,0.0707,0.0092,0.0613,0.0341
1.51,0.0481,0.0707,-0.0143,0.0598,0.0316
1.53,0.0462,0.0707,0.0383,0.063,0.0299
1.55,0.0444,0.0707,0.0784,0.0665,0.0277
1.57,0.0428,0.0707,0.0005,0.0741,0.0238
1.59,0.0412,0.0707,-0.1105,0.0732,0.0214
1.61,0.0397,0.0707,-0.1736,0.076,0.0234
1.63,0.0383,0.0707,-0.0022,0.072,0.0165
1.65,0.037,0.0707,-0.0927,0.0787,0.0186
1.11,0.1941,0.0844,-0.0174,0.3619,0.1806
1.13,0.176,0.0844,0.1184,0.1978,0.1326
1.15,0.1607,0.0844,-0.2479,0.1255,0.0804
1.17,0.1477,0.0844,-0.2986,0.0866,0.051
1.19,0.1364,0.0844,-0.2079,0.0632,0.0337
1.21,0.1266,0.0844,-0.3077,0.0538,0.0299
1.23,0.1179,0.0844,-0.2396,0.0546,0.031
1.25,0.1103,0.0844,-0.2517,0.0586,0.0352
1.27,0.1035,0.0844,-0.1353,0.0681,0.0402
1.29,0.0974,0.0844,-0.2113,0.078,0.0481
1.31,0.0919,0.0844,-0.1107,0.0877,0.051
1.33,0.0869,0.0844,-0.0929,0.0946,0.0511
1.35,0.0823,0.0844,-0.0981,0.0962,0.048
1.37,0.0782,0.0844,-0.0092,0.0933,0.043
1.39,0.0744,0.0844,-0.02,0.0892,0.0373
1.41,0.0709,0.0844,0.0372,0.0864,0.0363
1.43,0.0676,0.0844,-0.0999,0.0811,0.031
1.45,0.0647,0.0844,-0.0371,0.0766,0.0298
1.47,0.0619,0.0844,-0.2046,0.0666,0.0301
1.49,0.0593,0.0844,-0.1047,0.058,0.0277
1.51,0.0569,0.0844,-0.0982,0.0553,0.0256
1.53,0.0547,0.0844,-0.0298,0.0596,0.0241
1.55,0.0526,0.0844,0.0621,0.0671,0.0229
1.57,0.0506,0.0844,0.1287,0.0706,0.0211
1.59,0.0488,0.0844,-0.0296,0.0724,0.0178
1.61,0.047,0.0844,0.0883,0.0732,0.0182
1.63,0.0454,0.0844,-0.0171,0.0728,0.016
1.65,0.0438,0.0844,0.0145,0.0706,0.0169
1.11,0.2238,0.101,-0.0241,0.2951,0.1731
1.13,0.2036,0.101,-0.0509,0.1667,0.1166
1.15,0.1864,0.101,-0.1274,0.107,0.0751
1.17,0.1717,0.101,-0.1096,0.0796,0.0459
1.19,0.159,0.101,-0.2921,0.0594,0.0308
1.21,0.1478,0.101,-0.1788,0.0513,0.025
1.23,0.1379,0.101,-0.27,0.0489,0.0295
1.25,0.1292,0.101,-0.2155,0.0535,0.0319
1.27,0.1214,0.101,-0.2305,0.0614,0.0382
1.29,0.1143,0.101,-0.1169,0.0673,0.0438
1.31,0.108,0.101,-0.0588,0.0787,0.0479
1.33,0.1022,0.101,0.0527,0.0822,0.0515
1.35,0.097,0.101,-0.0575,0.0871,0.0451
1.37,0.0921,0.101,-0.2401,0.0855,0.0516
1.39,0.0877,0.101,0.0548,0.0866,0.0399
1.41,0.0837,0.101,0.0508,0.0829,0.0345
1.43,0.0799,0.101,-0.0165,0.0769,0.0272
1.45,0.0764,0.101,0.1141,0.0705,0.0299
1.47,0.0732,0.101,-0.0271,0.0663,0.0239
1.49,0.0702,0.101,0.1872,0.0612,0.0233
1.51,0.0674,0.101,0.1146,0.0573,0.0208
1.53,0.0647,0.101,-0.0571,0.0585,0.0193
1.55,0.0623,0.101,0.0522,0.0627,0.0187
1.57,0.06,0.101,0.1383,0.0661,0.0184
1.59,0.0578,0.101,-0.0287,0.0695,0.017
1.61,0.0558,0.101,0.0569,0.0724,0.0173
1.63,0.0538,0.101,0.1168,0.0664,0.0179
1.11,0.2551,0.12,-0.1616,0.2662,0.1784
1.13,0.2329,0.12,0.207,0.1572,0.1352
1.15,0.214,0.12,-0.1434,0.1018,0.0692
1.17,0.1976,0.12,-0.2294,0.0763,0.0424
1.19,0.1834,0.12,-0.2322,0.0576,0.0279
1.21,0.1708,0.12,-0.2375,0.0496,0.0234
1.23,0.1597,0.12,-0.1735,0.0478,0.0244
1.25,0.1499,0.12,-0.2618,0.0512,0.0308
1.27,0.141,0.12,-0.1151,0.0621,0.0352
1.29,0.133,0.12,-0.1843,0.071,0.0422
1.31,0.1257,0.12,-0.1174,0.0807,0.0456
1.33,0.1191,0.12,0.1063,0.0837,0.052
1.35,0.1131,0.12,0.0906,0.0864,0.0497
1.37,0.1076,0.12,0.1548,0.0856,0.0527
1.39,0.1025,0.12,0.1245,0.0858,0.0445
1.41,0.0979,0.12,0.0026,0.0815,0.0291
1.43,0.0935,0.12,-0.0607,0.0769,0.0238
1.45,0.0895,0.12,-0.0806,0.0729,0.0213
1.47,0.0858,0.12,0.0473,0.0646,0.0198
1.49,0.0823,0.12,0.1868,0.0605,0.0182
1.51,0.079,0.12,0.0434,0.0568,0.0157
1.53,0.076,0.12,0.0144,0.06,0.0154
1.55,0.0731,0.12,0.0532,0.0642,0.0162
1.57,0.0705,0.12,0.0182,0.0688,0.0167
1.59,0.0679,0.12,-0.0526,0.0673,0.0176
1.61,0.0656,0.12,0.1109,0.0674,0.0192
1.63,0.0633,0.12,-0.0231,0.0627,0.0172
1.11,0.2913,0.144,-0.3712,0.237,0.2313
1.13,0.2671,0.144,0.0028,0.1422,0.1074
1.15,0.2462,0.144,0.0625,0.096,0.0728
1.17,0.2281,0.144,-0.1843,0.0741,0.0384
1.19,0.2123,0.144,-0.2242,0.0575,0.0253
1.21,0.1982,0.144,-0.2865,0.0486,0.022
1.23,0.1858,0.144,-0.2067,0.0464,0.0237
1.25,0.1746,0.144,-0.1616,0.0506,0.0274
1.27,0.1645,0.144,-0.1154,0.0572,0.0327
1.29,0.1554,0.144,-0.1546,0.0684,0.0392
1.31,0.1472,0.144,-0.0336,0.0762,0.0428
1.33,0.1396,0.144,-0.0405,0.0837,0.0436
1.35,0.1327,0.144,0.0456,0.0832,0.044
1.37,0.1264,0.144,0.0545,0.0871,0.0401
1.39,0.1206,0.144,0.0955,0.0896,0.0387
1.41,0.1152,0.144,0.0917,0.0793,0.0338
1.43,0.1102,0.144,-0.0049,0.0756,0.0241
1.45,0.1055,0.144,0.0573,0.0684,0.0221
1.47,0.1012,0.144,-0.0488,0.0647,0.0172
1.49,0.0971,0.144,-0.0072,0.0575,0.0149
1.51,0.0934,0.144,0.0612,0.0541,0.0139
1.53,0.0898,0.144,0.0152,0.0546,0.0144
1.55,0.0865,0.144,0.1011,0.0573,0.0164
1.57,0.0834,0.144,0.1411,0.0576,0.0176
1.59,0.0804,0.144,0.064,0.0622,0.0186
1.61,0.0777,0.144,0.0544,0.0587,0.0188
1.11,0.328,0.171,-0.1262,0.2279,0.1619
1.13,0.302,0.171,-0.132,0.1321,0.1018
1.15,0.2795,0.171,-0.1955,0.0909,0.0613
1.17,0.2598,0.171,-0.1724,0.0676,0.0362
1.19,0.2424,0.171,-0.1278,0.0502,0.0239
1.21,0.227,0.171,-0.3245,0.0436,0.0221
1.23,0.2132,0.171,-0.1892,0.0416,0.0221
1.25,0.2008,0.171,-0.1682,0.0477,0.0259
1.27,0.1895,0.171,-0.0311,0.0543,0.0314
1.29,0.1794,0.171,-0.2163,0.0619,0.0383
1.31,0.1701,0.171,-0.1041,0.0679,0.0408
1.33,0.1616,0.171,-0.076,0.0728,0.0415
1.35,0.1538,0.171,0.1309,0.0751,0.0462
1.37,0.1466,0.171,0.0596,0.0709,0.0382
1.39,0.14,0.171,0.0082,0.0647,0.0316
1.41,0.1339,0.171,0.0304,0.0613,0.029
1.43,0.1282,0.171,0.1597,0.0599,0.032
1.45,0.1229,0.171,0.0512,0.0528,0.0226
1.47,0.1179,0.171,0.0643,0.0462,0.0185
1.49,0.1133,0.171,0.0734,0.0386,0.0157
1.51,0.109,0.171,0.1048,0.0359,0.0149
1.53,0.1049,0.171,0.179,0.0344,0.0186
1.55,0.1011,0.171,0.0937,0.0343,0.0186
1.57,0.0975,0.171,0.1073,0.0359,0.0199
1.59,0.0941,0.171,0.0955,0.0368,0.0208
1.61,0.0909,0.171,0.1188,0.0358,0.0217
1.11,0.3691,0.205,0.0745,0.1798,0.1607
1.13,0.3416,0.205,-0.0456,0.102,0.0974
1.15,0.3174,0.205,-0.1168,0.0666,0.0589
1.17,0.2962,0.205,-0.2342,0.0461,0.0353
1.19,0.2773,0.205,-0.2689,0.0343,0.0239
1.21,0.2604,0.205,-0.2487,0.0278,0.0205
1.23,0.2452,0.205,-0.2736,0.0276,0.0243
1.25,0.2314,0.205,-0.1841,0.0298,0.0254
1.27,0.219,0.205,-0.099,0.0332,0.0299
1.29,0.2076,0.205,-0.0931,0.0373,0.0357
1.31,0.1972,0.205,-0.1072,0.0415,0.0392
1.33,0.1877,0.205,-0.0395,0.0445,0.0399
1.35,0.1789,0.205,-0.0257,0.0441,0.0375
1.37,0.1708,0.205,0.062,0.0419,0.0362
1.39,0.1633,0.205,0.0695,0.0397,0.0334
1.41,0.1563,0.205,0.0629,0.0384,0.0308
1.43,0.1498,0.205,0.1189,0.0364,0.0301
1.45,0.1438,0.205,0.0806,0.0325,0.0255
1.47,0.1381,0.205,0.0819,0.0287,0.0218
1.49,0.1328,0.205,0.1463,0.0254,0.0191
1.51,0.1279,0.205,0.1481,0.0236,0.0182
1.53,0.1232,0.205,0.1364,0.0234,0.0208
1.55,0.1188,0.205,0.1528,0.0248,0.0227
1.57,0.1146,0.205,0.1156,0.0264,0.0229
1.59,0.1107,0.205,0.0885,0.0271,0.0229
1.11,0.4105,0.244,0.1098,0.1403,0.1662
1.13,0.3817,0.244,-0.1469,0.0791,0.0926
1.15,0.3563,0.244,-0.0655,0.0547,0.0594
1.17,0.3337,0.244,-0.1707,0.0386,0.0333
1.19,0.3135,0.244,-0.1963,0.0268,0.0228
1.21,0.2953,0.244,-0.2668,0.0227,0.0204
1.23,0.2788,0.244,-0.2629,0.0211,0.0242
1.25,0.2638,0.244,-0.2045,0.0226,0.0257
1.27,0.2502,0.244,-0.1353,0.025,0.0293
1.29,0.2377,0.244,-0.0659,0.03,0.0345
1.31,0.2263,0.244,-0.0913,0.0325,0.0377
1.33,0.2157,0.244,0.0062,0.0331,0.0382
1.35,0.2059,0.244,0.0392,0.0363,0.0366
1.37,0.1969,0.244,-0.012,0.0365,0.0332
1.39,0.1885,0.244,0.1383,0.0359,0.0342
1.41,0.1807,0.244,0.0674,0.0338,0.0324
1.43,0.1734,0.244,0.1258,0.0312,0.0323
1.45,0.1666,0.244,0.1515,0.0284,0.0301
1.47,0.1602,0.244,0.1314,0.0259,0.0266
1.49,0.1542,0.244,0.189,0.0235,0.0237
1.51,0.1486,0.244,0.1943,0.0219,0.0224
1.53,0.1433,0.244,0.1996,0.0221,0.0261
1.55,0.1383,0.244,0.178,0.0227,0.0276
1.57,0.1335,0.244,0.1671,0.0251,0.0272
1.59,0.1291,0.244,0.1097,0.026,0.0268
1.13,0.4249,0.292,-0.0958,0.0732,0.0899
1.15,0.3985,0.292,-0.059,0.0456,0.0596
1.17,0.3748,0.292,-0.1577,0.0327,0.0317
1.19,0.3533,0.292,-0.203,0.0254,0.0223
1.21,0.334,0.292,-0.2532,0.0199,0.0205
1.23,0.3163,0.292,-0.2254,0.0196,0.0234
1.25,0.3002,0.292,-0.1911,0.0215,0.0257
1.27,0.2854,0.292,-0.132,0.0248,0.029
1.29,0.2718,0.292,-0.092,0.03,0.0338
1.31,0.2592,0.292,-0.0738,0.0332,0.0367
1.33,0.2476,0.292,0.0048,0.0365,0.0369
1.35,0.2369,0.292,0.0192,0.0366,0.0351
1.37,0.2269,0.292,0.0496,0.0353,0.0339
1.39,0.2175,0.292,0.0364,0.0347,0.0346
1.41,0.2088,0.292,0.1476,0.0328,0.0364
1.43,0.2007,0.292,0.1566,0.0315,0.0372
1.45,0.193,0.292,0.1109,0.0279,0.0359
1.47,0.1858,0.292,0.1751,0.0269,0.0327
1.49,0.1791,0.292,0.1886,0.0219,0.0289
1.51,0.1727,0.292,0.2322,0.0205,0.027
1.53,0.1667,0.292,0.2058,0.0204,0.0303
1.55,0.1611,0.292,0.2349,0.0214,0.0335
1.57,0.1557,0.292,0.1917,0.0222,0.0317
1.59,0.1506,0.292,0.1502,0.0237,0.0294
1.11,0.4983,0.348,0.0988,0.1256,0.1571
1.13,0.4683,0.348,0.0812,0.0704,0.1066
1.15,0.4412,0.348,-0.0114,0.0437,0.06
1.17,0.4167,0.348,-0.192,0.0312,0.0301
1.19,0.3944,0.348,-0.2576,0.0228,0.0217
1.21,0.374,0.348,-0.1778,0.0195,0.0186
1.23,0.3554,0.348,-0.2031,0.0188,0.02
1.25,0.3383,0.348,-0.1889,0.02,0.0236
1.27,0.3225,0.348,-0.1335,0.0223,0.0275
1.29,0.3079,0.348,-0.0769,0.0261,0.0321
1.31,0.2943,0.348,-0.0033,0.0282,0.0349
1.33,0.2817,0.348,0.0404,0.0301,0.0355
1.35,0.27,0.348,0.0756,0.0324,0.0352
1.37,0.2591,0.348,0.1183,0.0331,0.0357
1.39,0.2489,0.348,0.0772,0.0325,0.0378
1.41,0.2393,0.348,0.0959,0.0325,0.0405
1.43,0.2303,0.348,0.1543,0.0311,0.0421
1.45,0.2218,0.348,0.1442,0.0285,0.0409
1.47,0.2139,0.348,0.2047,0.0252,0.0375
1.49,0.2064,0.348,0.2671,0.0218,0.0331
1.51,0.1993,0.348,0.2041,0.0194,0.0306
1.53,0.1926,0.348,0.2436,0.0194,0.0331
1.55,0.1862,0.348,0.2433,0.0203,0.0364
1.57,0.1802,0.348,0.1776,0.0231,0.0364
1.59,0.1745,0.348,0.1877,0.0244,0.0334
1.11,0.5428,0.416,0.1399,0.1285,0.1596
1.13,0.5128,0.416,0.0096,0.0741,0.0846
1.15,0.4855,0.416,-0.0525,0.0474,0.0517
1.17,0.4606,0.416,-0.1276,0.0301,0.0302
1.19,0.4377,0.416,-0.1843,0.0224,0.0222
1.21,0.4167,0.416,-0.2169,0.0179,0.0212
1.23,0.3973,0.416,-0.1803,0.0174,0.0197
1.25,0.3793,0.416,-0.1686,0.0188,0.0228
1.27,0.3626,0.416,-0.1108,0.0228,0.0269
1.29,0.3471,0.416,-0.059,0.0257,0.0313
1.31,0.3327,0.416,-0.0274,0.029,0.0342
1.33,0.3192,0.416,0.0191,0.0288,0.0355
1.35,0.3066,0.416,0.0975,0.0298,0.0367
1.37,0.2948,0.416,0.123,0.0282,0.0383
1.39,0.2837,0.416,0.1329,0.0283,0.041
1.41,0.2733,0.416,0.1227,0.0285,0.0441
1.43,0.2634,0.416,0.2018,0.0285,0.0459
1.45,0.2542,0.416,0.1626,0.027,0.0449
1.47,0.2454,0.416,0.2395,0.0247,0.0415
1.49,0.2371,0.416,0.2767,0.023,0.0369
1.51,0.2293,0.416,0.3018,0.0214,0.0343
1.53,0.2218,0.416,0.33,0.0224,0.0332
1.55,0.2148,0.416,0.2548,0.0248,0.0373
1.57,0.2081,0.416,0.2721,0.0268,0.0397
1.59,0.2017,0.416,0.2017,0.0296,0.0427
1.11,0.586,0.496,0.0239,0.1148,0.1275
1.13,0.5566,0.496,-0.0302,0.0653,0.0777
1.15,0.5295,0.496,-0.0758,0.0397,0.0485
1.17,0.5045,0.496,-0.154,0.027,0.0297
1.19,0.4814,0.496,-0.1911,0.0202,0.0234
1.21,0.46,0.496,-0.1634,0.0161,0.0215
1.23,0.44,0.496,-0.1892,0.0159,0.0215
1.25,0.4215,0.496,-0.1038,0.0172,0.0223
1.27,0.4042,0.496,-0.1022,0.0204,0.0268
1.29,0.388,0.496,-0.0767,0.0236,0.0312
1.31,0.3728,0.496,0.0055,0.0257,0.0348
1.33,0.3586,0.496,-0.0099,0.0288,0.0367
1.35,0.3452,0.496,0.1439,0.0316,0.0394
1.37,0.3326,0.496,0.0872,0.0325,0.0416
1.39,0.3207,0.496,0.1914,0.0335,0.0592
1.41,0.3095,0.496,0.2003,0.0336,0.0471
1.43,0.2989,0.496,0.1647,0.0347,0.0479
1.45,0.2889,0.496,0.2498,0.0324,0.0464
1.47,0.2794,0.496,0.2957,0.03,0.0429
1.49,0.2704,0.496,0.3116,0.0258,0.0406
1.51,0.2618,0.496,0.334,0.0246,0.042
1.53,0.2537,0.496,0.3328,0.0244,0.0368
1.55,0.2459,0.496,0.3106,0.0285,0.0387
1.57,0.2386,0.496,0.2826,0.0326,0.039
1.11,0.6282,0.592,-0.3547,0.1148,0.2277
1.13,0.5997,0.592,-0.0846,0.066,0.0768
1.15,0.5732,0.592,-0.085,0.0441,0.0479
1.17,0.5486,0.592,-0.1002,0.0299,0.0303
1.19,0.5256,0.592,-0.1814,0.0226,0.0245
1.21,0.5041,0.592,-0.1946,0.0183,0.026
1.23,0.484,0.592,-0.1415,0.0178,0.0214
1.25,0.4651,0.592,-0.138,0.0202,0.0238
1.27,0.4474,0.592,-0.0731,0.0228,0.0274
1.29,0.4307,0.592,-0.0795,0.027,0.0321
1.31,0.415,0.592,0.0418,0.0317,0.0369
1.33,0.4002,0.592,0.0315,0.0368,0.0393
1.35,0.3862,0.592,0.1884,0.0372,0.0426
1.37,0.373,0.592,0.1494,0.0366,0.0444
1.39,0.3605,0.592,0.1748,0.0343,0.0467
1.41,0.3486,0.592,0.1861,0.0362,0.0486
1.43,0.3373,0.592,0.2087,0.0369,0.049
1.45,0.3266,0.592,0.2851,0.0382,0.0475
1.47,0.3164,0.592,0.321,0.0376,0.0445
1.49,0.3067,0.592,0.3212,0.0388,0.0442
1.51,0.2974,0.592,0.3193,0.0444,0.0468
1.53,0.2886,0.592,0.24,0.0662,0.0383
