Q2,X,W,Theta,Eb,nu,G1.mes,G1.mes.err,G2.mes,G2.mes.err,G1F1.mes,G1F1.mes.err,G2F1.mes,G2F1.mes.err,sigma_LT.mes,sigma_LT.mes.err,sigma_TT.mes,sigma_TT.mes.err,Experiment
NaN,0.0434,1.9152,NaN,4.209,1.553,-0.1905,0.1213,-0.2722,1.0382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.043,1.9202,NaN,4.209,1.563,0.0177,0.1215,-0.6318,1.0545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0426,1.9252,NaN,4.209,1.573,-0.1673,0.1221,-0.0133,1.0701,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0421,1.9303,NaN,4.209,1.5831,0.0467,0.1217,0.7621,1.0755,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0417,1.9352,NaN,4.209,1.593,-0.1112,0.1229,-0.9808,1.0976,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0413,1.9401,NaN,4.209,1.6029,-0.2966,0.1266,1.4492,1.1292,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0408,1.9455,NaN,4.209,1.6137,-0.1778,0.0744,0.2696,0.6399,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0405,1.9501,NaN,4.209,1.623,-0.1837,0.0695,0.4365,0.5975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0401,1.9544,NaN,4.209,1.6318,-0.1703,0.0992,0.1864,0.8995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0397,1.9599,NaN,4.209,1.643,-0.2763,0.1167,-0.1985,1.0745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0393,1.9648,NaN,4.209,1.653,-0.4009,0.1202,0.2728,1.1017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0389,1.9697,NaN,4.209,1.663,-0.2312,0.1164,0.4291,1.0889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0385,1.9746,NaN,4.209,1.673,-0.072,0.1177,2.0094,1.1245,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0381,1.9794,NaN,4.209,1.683,-0.1731,0.1181,1.8511,1.1322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0377,1.9843,NaN,4.209,1.693,-0.0039,0.1185,0.4229,1.1478,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0374,1.9891,NaN,4.209,1.703,-0.197,0.1183,-0.3654,1.156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.037,1.994,NaN,4.209,1.713,-0.2347,0.1193,-1.5035,1.1662,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0366,1.9988,NaN,4.209,1.7229,-0.2007,0.1202,-1.2053,1.1907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0363,2.0036,NaN,4.209,1.733,-0.3474,0.1221,0.9124,1.2054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0359,2.0084,NaN,4.209,1.743,-0.0655,0.1201,-1.9055,1.2203,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0356,2.0132,NaN,4.209,1.753,-0.3098,0.1219,0.7377,1.2265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0352,2.0179,NaN,4.209,1.763,-0.2797,0.1248,2.0154,1.2715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0349,2.0227,NaN,4.209,1.773,-0.3412,0.1239,-1.0995,1.2685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0346,2.0275,NaN,4.209,1.7831,-0.1462,0.1256,-0.7713,1.3104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0342,2.0322,NaN,4.209,1.793,-0.3419,0.1288,0.7696,1.3346,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0339,2.0369,NaN,4.209,1.8029,-0.2298,0.1306,0.5027,1.3711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0336,2.0413,NaN,4.209,1.8123,-0.2252,0.0854,0.1745,0.8704,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0332,2.0464,NaN,4.209,1.8231,-0.3055,0.139,-2.4723,1.568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0329,2.0511,NaN,4.209,1.833,-0.2725,0.1374,1.4661,1.5461,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0326,2.0557,NaN,4.209,1.843,-0.045,0.1349,0.8085,1.5459,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0323,2.0604,NaN,4.209,1.853,-0.0444,0.1348,0.9092,1.5609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.032,2.065,NaN,4.209,1.8629,-0.2432,0.138,1.0332,1.5881,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0317,2.0697,NaN,4.209,1.873,-0.3523,0.1393,-1.1439,1.6284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0314,2.0744,NaN,4.209,1.883,-0.1868,0.1373,-0.5358,1.6138,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0311,2.079,NaN,4.209,1.893,0.0062,0.1379,-1.2223,1.6415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0308,2.0837,NaN,4.209,1.9031,0.0337,0.1379,1.3736,1.6643,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0305,2.0882,NaN,4.209,1.9129,-0.2094,0.1395,0.13,1.6736,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0302,2.0928,NaN,4.209,1.923,0.0275,0.1406,1.7734,1.7167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0299,2.0974,NaN,4.209,1.933,-0.1472,0.1406,0.4936,1.7274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0296,2.102,NaN,4.209,1.943,-0.0782,0.1407,-0.2706,1.7461,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0293,2.1066,NaN,4.209,1.953,-0.2157,0.1422,-0.5455,1.7693,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0291,2.1112,NaN,4.209,1.963,-0.0176,0.1437,-0.0802,1.8137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0288,2.1157,NaN,4.209,1.973,0.092,0.1475,-3.3841,1.8803,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0285,2.1208,NaN,4.209,1.9842,-0.1806,0.1023,0.3457,1.2257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0282,2.1248,NaN,4.209,1.993,-0.1918,0.0899,0.5813,1.0512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.028,2.1293,NaN,4.209,2.003,-0.1927,0.0905,0.5828,1.0665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0277,2.1338,NaN,4.209,2.013,-0.1936,0.0911,0.584,1.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0274,2.1383,NaN,4.209,2.023,-0.1946,0.0917,0.585,1.0978,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0272,2.1428,NaN,4.209,2.033,-0.1955,0.0923,0.5857,1.1138,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0269,2.1473,NaN,4.209,2.043,-0.1964,0.0929,0.5861,1.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0267,2.1518,NaN,4.209,2.053,-0.1974,0.0935,0.5863,1.1464,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0264,2.1562,NaN,4.209,2.063,-0.1984,0.0941,0.5861,1.1629,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0262,2.1607,NaN,4.209,2.073,-0.1994,0.0947,0.5857,1.1797,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0259,2.1651,NaN,4.209,2.083,-0.2003,0.0953,0.5849,1.1968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0257,2.1696,NaN,4.209,2.093,-0.2014,0.0959,0.584,1.214,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0254,2.174,NaN,4.209,2.103,-0.2026,0.0965,0.5831,1.2314,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0252,2.1784,NaN,4.209,2.113,-0.2038,0.0971,0.5821,1.2491,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.025,2.1829,NaN,4.209,2.123,-0.2049,0.0977,0.5807,1.2669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0247,2.1873,NaN,4.209,2.133,-0.2059,0.0983,0.579,1.285,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0245,2.1916,NaN,4.209,2.143,-0.2071,0.0989,0.5771,1.3034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0243,2.196,NaN,4.209,2.153,-0.2082,0.0996,0.5749,1.322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.024,2.2004,NaN,4.209,2.163,0.0939,0.1841,3.6434,2.4304,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0238,2.2048,NaN,4.209,2.173,-0.4131,0.1823,0.8341,2.3983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0236,2.2091,NaN,4.209,2.183,-0.1765,0.1817,-1.5274,2.4299,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0233,2.2135,NaN,4.209,2.193,-0.3902,0.1848,-2.6453,2.4783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0231,2.2178,NaN,4.209,2.2029,-0.326,0.1855,-2.5877,2.5018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0229,2.2222,NaN,4.209,2.213,0.059,0.1833,3.5059,2.5118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0227,2.2265,NaN,4.209,2.2229,-0.493,0.1908,1.0861,2.5991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0225,2.2308,NaN,4.209,2.233,-0.4968,0.1902,1.395,2.6209,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0223,2.2351,NaN,4.209,2.243,-0.2128,0.1886,0.619,2.6407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.022,2.2394,NaN,4.209,2.2531,0.1186,0.1864,0.1113,2.6386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0218,2.2437,NaN,4.209,2.263,-0.0127,0.1896,2.6115,2.6997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0216,2.248,NaN,4.209,2.273,-0.6202,0.194,-1.5134,2.7467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0214,2.2523,NaN,4.209,2.283,-0.0692,0.1933,-2.0248,2.7948,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0212,2.2564,NaN,4.209,2.2928,-0.4111,0.1992,3.405,2.8866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.021,2.2608,NaN,4.209,2.303,-0.2257,0.1091,0.4854,1.6316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0208,2.265,NaN,4.209,2.313,-0.2269,0.1097,0.4746,1.6545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0206,2.2693,NaN,4.209,2.323,-0.2281,0.1104,0.4632,1.6777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0204,2.2735,NaN,4.209,2.333,-0.2294,0.1111,0.451,1.7011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0202,2.2778,NaN,4.209,2.343,-0.2305,0.1117,0.4378,1.7249,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.02,2.282,NaN,4.209,2.353,-0.2318,0.1124,0.4239,1.749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0198,2.2862,NaN,4.209,2.363,-0.233,0.113,0.4092,1.7735,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0197,2.2904,NaN,4.209,2.373,-0.2342,0.1137,0.3935,1.7983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0195,2.2946,NaN,4.209,2.383,-0.2354,0.1144,0.3769,1.8234,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0193,2.2988,NaN,4.209,2.393,-0.2367,0.115,0.3592,1.8489,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0191,2.303,NaN,4.209,2.403,-0.2379,0.1157,0.3405,1.8747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0189,2.3071,NaN,4.209,2.413,-0.2391,0.1164,0.3208,1.9009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0187,2.3113,NaN,4.209,2.423,-0.2403,0.1171,0.2999,1.9274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0185,2.3155,NaN,4.209,2.433,-0.2416,0.1177,0.2781,1.9543,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0184,2.3191,NaN,4.209,2.4418,-0.214,0.1402,0.6067,2.3376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0182,2.3237,NaN,4.209,2.453,-0.132,0.2461,4.0592,3.6389,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.018,2.3279,NaN,4.209,2.463,-0.2132,0.2473,3.2643,3.6853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0178,2.332,NaN,4.209,2.4729,0.0835,0.2481,7.8296,3.752,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0177,2.3361,NaN,4.209,2.483,-0.5726,0.2515,-3.5079,3.7871,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0175,2.3402,NaN,4.209,2.493,0.0635,0.251,1.416,3.8305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0173,2.3444,NaN,4.209,2.503,-0.4051,0.2539,4.5555,3.9003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0171,2.3485,NaN,4.209,2.513,-0.5013,0.2596,-3.0134,4.0035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.017,2.3526,NaN,4.209,2.523,-0.5668,0.2608,1.2705,4.0388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0168,2.3567,NaN,4.209,2.5331,0.1565,0.2587,2.3093,4.0722,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0166,2.3607,NaN,4.209,2.543,-0.5804,0.2631,-0.4214,4.1579,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0165,2.3648,NaN,4.209,2.553,-0.1028,0.2638,2.9108,4.2224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0163,2.3694,NaN,4.209,2.5643,-0.2338,0.2012,0.384,3.5916,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0161,2.3729,NaN,4.209,2.573,-0.259,0.1275,-0.1745,2.373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.016,2.377,NaN,4.209,2.583,-0.2604,0.1282,-0.219,2.4062,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0158,2.381,NaN,4.209,2.593,-0.2616,0.1289,-0.2655,2.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0157,2.385,NaN,4.209,2.603,-0.2628,0.1296,-0.314,2.4741,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0155,2.3891,NaN,4.209,2.613,-0.2641,0.1303,-0.3645,2.5088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0154,2.3931,NaN,4.209,2.623,-0.2654,0.1311,-0.4171,2.5441,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0152,2.3971,NaN,4.209,2.633,-0.2667,0.1318,-0.472,2.5798,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.015,2.4011,NaN,4.209,2.643,-0.268,0.1325,-0.5291,2.6162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0149,2.4051,NaN,4.209,2.653,-0.2692,0.1333,-0.5886,2.653,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0147,2.4091,NaN,4.209,2.663,-0.2705,0.134,-0.6505,2.6904,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0146,2.4131,NaN,4.209,2.673,-0.2718,0.1347,-0.715,2.7284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0144,2.4171,NaN,4.209,2.683,-0.273,0.1355,-0.7821,2.767,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0143,2.4204,NaN,4.209,2.6913,-0.3097,0.1649,-0.463,3.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0141,2.425,NaN,4.209,2.703,-0.3971,0.3577,5.2579,9.2462,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.014,2.429,NaN,4.209,2.713,-0.8859,0.3574,-3.7288,9.2797,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0139,2.433,NaN,4.209,2.723,-0.0385,0.356,7.3845,9.4481,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0137,2.4369,NaN,4.209,2.733,-0.3883,0.3548,7.5919,9.4244,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0136,2.4409,NaN,4.209,2.7429,0.0051,0.3573,-1.3126,9.593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0134,2.4448,NaN,4.209,2.7531,0.0785,0.3589,-3.8154,9.7193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0133,2.4487,NaN,4.209,2.7629,-0.2519,0.3608,6.9634,9.9263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0132,2.4527,NaN,4.209,2.773,0.6968,0.3565,-2.4767,9.7734,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.013,2.4566,NaN,4.209,2.783,0.7672,0.374,9.2806,10.3547,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0129,2.4605,NaN,4.209,2.7929,-0.3047,0.3779,-5.1274,10.5882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0127,2.4644,NaN,4.209,2.803,-0.2884,0.1445,-1.8272,3.2796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0126,2.4683,NaN,4.209,2.813,-0.2897,0.1453,-1.9378,3.3269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0125,2.4722,NaN,4.209,2.823,-0.291,0.1461,-2.0525,3.3749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0123,2.4761,NaN,4.209,2.833,-0.2922,0.1469,-2.1716,3.4239,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0122,2.48,NaN,4.209,2.843,-0.2935,0.1477,-2.2952,3.4736,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0121,2.4838,NaN,4.209,2.853,-0.2948,0.1484,-2.4235,3.5242,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0119,2.4877,NaN,4.209,2.863,-0.2962,0.1492,-2.5565,3.5755,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0118,2.4916,NaN,4.209,2.873,-0.2974,0.15,-2.6946,3.6278,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0117,2.4954,NaN,4.209,2.883,-0.2987,0.1508,-2.8379,3.681,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0116,2.4993,NaN,4.209,2.893,-0.3,0.1516,-2.9864,3.735,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0114,2.5031,NaN,4.209,2.903,-0.3013,0.1524,-3.1405,3.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0113,2.5071,NaN,4.209,2.9133,0.4509,0.4524,-8.8251,8.9428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0112,2.5108,NaN,4.209,2.923,0.2658,0.456,-1.7012,8.8754,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0111,2.5146,NaN,4.209,2.9329,-0.2278,0.4543,-2.9905,8.9357,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0109,2.5185,NaN,4.209,2.943,-0.155,0.4596,0.0981,9.1006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0108,2.5223,NaN,4.209,2.9531,-1.9702,0.4628,-13.802,9.0592,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0107,2.5261,NaN,4.209,2.963,-0.5959,0.4594,-5.2781,9.2673,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0106,2.5299,NaN,4.209,2.9729,-1.2457,0.4674,0.082,9.4325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0104,2.5337,NaN,4.209,2.983,-0.7782,0.4585,-18.689,9.4747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0103,2.5375,NaN,4.209,2.9929,-0.3846,0.4787,4.9975,9.9349,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0102,2.5407,NaN,4.209,3.0014,-0.1452,0.2218,-6.4945,5.873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0101,2.545,NaN,4.209,3.0129,0.6735,0.4768,-4.6932,8.5044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.01,2.5488,NaN,4.209,3.023,-1.352,0.4936,-15.308,8.8657,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0098,2.5526,NaN,4.209,3.033,0.4862,0.4875,-3.0545,8.8894,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0097,2.5564,NaN,4.209,3.043,-0.5148,0.4788,-9.5261,8.8084,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0096,2.5601,NaN,4.209,3.053,-0.4341,0.4894,9.8642,9.1149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0095,2.5639,NaN,4.209,3.063,-0.8238,0.4916,-12.852,9.2378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0094,2.5677,NaN,4.209,3.073,-0.6222,0.4973,-0.0376,9.4125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0093,2.572,NaN,4.209,3.0845,-0.378,0.2317,-6.6037,6.607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0092,2.5745,NaN,4.209,3.0914,-0.3113,0.2094,-6.7654,6.2384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0091,2.5789,NaN,4.209,3.103,0.1294,0.7498,8.2177,14.4754,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0089,2.5826,NaN,4.209,3.1131,0.0198,0.76,-24.551,14.9873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0088,2.5863,NaN,4.209,3.123,-1.1611,0.7593,-33.683,17.3967,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0087,2.5901,NaN,4.209,3.1331,0.0046,0.7476,-19.626,14.9381,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0086,2.5937,NaN,4.209,3.143,-1.2321,0.7584,4.1048,15.2218,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0085,2.5974,NaN,4.209,3.153,0.4931,0.7696,-20.087,15.6841,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.492,1.0673,NaN,3.319,0.2715,0.001,0.0107,0.018,0.0075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.4321,1.0982,NaN,3.319,0.3057,-0.0121,0.0108,0.0322,0.0087,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.3948,1.1212,NaN,3.319,0.3317,-0.0172,0.016,0.0395,0.0124,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.3828,1.1293,NaN,3.319,0.341,-0.0329,0.0146,0.0534,0.0123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.3707,1.1379,NaN,3.319,0.351,-0.0485,0.0155,0.0388,0.0133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.3593,1.1464,NaN,3.319,0.3609,-0.0117,0.0161,0.075,0.0146,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
