Q2,X,W,Theta,Eb,nu,G1.mes,G1.mes.err,G2.mes,G2.mes.err,G1F1.mes,G1F1.mes.err,G2F1.mes,G2F1.mes.err,sigma_LT.mes,sigma_LT.mes.err,sigma_TT.mes,sigma_TT.mes.err,Experiment
NaN,0.1564,1.1514,NaN,2.845,0.2813,-0.1309,0.0368,0.1174,0.0391,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.1507,1.1594,NaN,2.845,0.291,-0.1241,0.0365,0.1408,0.0403,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.1451,1.1675,NaN,2.845,0.3009,-0.2324,0.0403,0.1277,0.044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.1399,1.1757,NaN,2.845,0.311,-0.1255,0.0411,0.1694,0.0488,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.135,1.1838,NaN,2.845,0.3209,-0.2497,0.0445,0.1639,0.0524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.1304,1.1918,NaN,2.845,0.331,-0.2693,0.0471,0.2655,0.0582,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.126,1.1999,NaN,2.845,0.341,-0.3365,0.0506,0.2392,0.0625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.122,1.2078,NaN,2.845,0.351,-0.2391,0.0508,0.3038,0.0679,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.1181,1.2156,NaN,2.845,0.361,-0.2338,0.0526,0.4407,0.0746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.1144,1.2235,NaN,2.845,0.3711,-0.2786,0.0532,0.2328,0.0742,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.111,1.2313,NaN,2.845,0.3811,-0.3033,0.0547,0.4923,0.0813,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.1077,1.239,NaN,2.845,0.391,-0.2291,0.0543,0.5322,0.0852,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.1046,1.2467,NaN,2.845,0.401,-0.2818,0.055,0.3503,0.0964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.1017,1.2543,NaN,2.845,0.411,-0.2579,0.0553,0.5926,0.0915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0988,1.2619,NaN,2.845,0.421,-0.1497,0.054,0.1846,0.0889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0961,1.2694,NaN,2.845,0.431,-0.135,0.0549,0.3582,0.0939,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0936,1.2769,NaN,2.845,0.441,-0.109,0.0556,0.4152,0.0984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0912,1.2841,NaN,2.845,0.4507,-0.2189,0.0522,0.2562,0.1047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0888,1.2918,NaN,2.845,0.461,-0.1353,0.0488,0.2777,0.1339,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0865,1.2992,NaN,2.845,0.4711,-0.1955,0.0519,0.3947,0.1385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0844,1.3065,NaN,2.845,0.481,-0.0672,0.051,0.1129,0.1366,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0823,1.3137,NaN,2.845,0.491,-0.1954,0.0693,0.4541,0.1406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0803,1.321,NaN,2.845,0.5011,-0.0962,0.051,0.0768,0.1425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0784,1.3282,NaN,2.845,0.511,-0.1052,0.051,0.1704,0.1458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0766,1.3353,NaN,2.845,0.521,-0.0525,0.0511,0.4302,0.1518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0748,1.3425,NaN,2.845,0.531,0.0646,0.0509,-0.1632,0.1525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0731,1.3496,NaN,2.845,0.541,-0.0527,0.0518,0.5365,0.1613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0715,1.3566,NaN,2.845,0.551,-0.0662,0.052,0.0699,0.1628,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0699,1.3637,NaN,2.845,0.561,-0.1017,0.0523,0.1311,0.1662,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0684,1.3706,NaN,2.845,0.571,-0.0378,0.0526,-0.0489,0.172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0669,1.3776,NaN,2.845,0.581,0.0232,0.0528,0.1899,0.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0655,1.3845,NaN,2.845,0.591,0.0612,0.0541,-0.1854,0.1833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0641,1.3913,NaN,2.845,0.601,-0.1096,0.0552,-0.2689,0.1907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0628,1.3982,NaN,2.845,0.611,-0.1492,0.0569,0.0739,0.1968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0615,1.405,NaN,2.845,0.621,-0.0512,0.0573,-0.0395,0.2056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0603,1.4114,NaN,2.845,0.6305,-0.1439,0.0618,-0.1517,0.2338,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.059,1.4185,NaN,2.845,0.641,-0.1741,0.0759,-0.0489,0.2893,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0579,1.4252,NaN,2.845,0.651,-0.076,0.0754,0.4171,0.2872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0567,1.4319,NaN,2.845,0.661,-0.1208,0.076,0.1492,0.2936,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0556,1.4386,NaN,2.845,0.671,0.0612,0.077,0.0099,0.3042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0545,1.4452,NaN,2.845,0.681,0.0242,0.0781,-0.3896,0.3156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0535,1.4518,NaN,2.845,0.691,-0.1276,0.0796,0.4499,0.3256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0525,1.4583,NaN,2.845,0.701,0.0039,0.0799,-0.2859,0.3335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0515,1.4649,NaN,2.845,0.711,-0.07,0.0805,0.7804,0.3427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0506,1.4714,NaN,2.845,0.721,-0.0825,0.0814,0.1085,0.3494,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0496,1.4779,NaN,2.845,0.7311,-0.0374,0.0815,0.6208,0.3579,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0487,1.4843,NaN,2.845,0.741,-0.0637,0.0845,0.156,0.3764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0479,1.4908,NaN,2.845,0.7511,-0.2025,0.0859,0.847,0.3844,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.047,1.497,NaN,2.845,0.761,-0.0013,0.0864,-0.1418,0.3961,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0462,1.5035,NaN,2.845,0.771,-0.1209,0.088,-0.0876,0.4096,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0454,1.5098,NaN,2.845,0.781,-0.0533,0.0892,0.1086,0.4233,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0446,1.516,NaN,2.845,0.7909,0.0146,0.0897,0.043,0.453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0438,1.5224,NaN,2.845,0.8011,0.0,0.0856,0.4546,0.4546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0431,1.5286,NaN,2.845,0.811,-0.2964,0.0835,0.5496,0.4417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0423,1.5349,NaN,2.845,0.821,0.0373,0.0815,0.3774,0.447,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0416,1.541,NaN,2.845,0.831,-0.1214,0.0819,-0.0707,0.4545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0409,1.5472,NaN,2.845,0.841,-0.0893,0.0834,0.0753,0.4692,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0402,1.5535,NaN,2.845,0.8511,-0.0563,0.0841,0.5014,0.4834,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0396,1.5595,NaN,2.845,0.861,-0.056,0.0848,-0.3043,0.4936,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0389,1.5657,NaN,2.845,0.871,-0.1943,0.0864,-0.6043,0.5073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0383,1.5717,NaN,2.845,0.881,0.1402,0.0856,0.6007,0.5117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0377,1.5778,NaN,2.845,0.8909,-0.1166,0.0857,0.1366,0.5193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.037,1.5838,NaN,2.845,0.901,-0.1182,0.0868,0.5603,0.534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0364,1.5898,NaN,2.845,0.911,-0.0484,0.0873,0.9482,0.5478,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0359,1.5958,NaN,2.845,0.9209,-0.2073,0.0897,0.858,0.5642,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0353,1.6018,NaN,2.845,0.9311,-0.1653,0.0902,-0.3032,0.577,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0347,1.6075,NaN,2.845,0.9407,-0.1863,0.1014,0.1412,0.6534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0342,1.614,NaN,2.845,0.9516,-0.0456,0.1048,-1.5435,0.8341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0337,1.6196,NaN,2.845,0.961,0.0881,0.0976,1.9031,0.7899,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0331,1.6254,NaN,2.845,0.971,-0.319,0.1003,1.0209,0.8061,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0326,1.6313,NaN,2.845,0.981,-0.0315,0.0993,1.7706,0.8258,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0321,1.6372,NaN,2.845,0.991,-0.1532,0.0996,-0.5613,0.8305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0316,1.643,NaN,2.845,1.001,-0.1888,0.1006,-1.1047,0.8459,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0311,1.6488,NaN,2.845,1.011,-0.0847,0.0996,0.1204,0.8524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0307,1.6545,NaN,2.845,1.021,-0.0378,0.1017,0.0893,0.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0302,1.6603,NaN,2.845,1.031,-0.068,0.1026,0.4432,0.9024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0297,1.666,NaN,2.845,1.041,-0.1233,0.1034,-1.0762,0.9242,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0293,1.6718,NaN,2.845,1.051,-0.1886,0.1032,-2.9207,0.9428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0289,1.6774,NaN,2.845,1.061,-0.0498,0.1055,-1.5054,0.9698,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0284,1.6831,NaN,2.845,1.071,-0.053,0.1071,-0.6089,0.9953,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.028,1.6888,NaN,2.845,1.0811,0.0306,0.1193,0.3214,0.9965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0276,1.6945,NaN,2.845,1.091,-0.1074,0.1296,0.0718,1.0123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0272,1.7001,NaN,2.845,1.101,-0.1092,0.1311,0.0677,1.0369,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0268,1.7057,NaN,2.845,1.111,-0.111,0.1326,0.0634,1.0619,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0264,1.7113,NaN,2.845,1.121,-0.1128,0.134,0.0588,1.0874,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.026,1.7168,NaN,2.845,1.131,-0.1147,0.1355,0.0539,1.1133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0256,1.7224,NaN,2.845,1.141,-0.1165,0.137,0.0488,1.1397,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0253,1.7279,NaN,2.845,1.151,-0.1184,0.1385,0.0434,1.1667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0249,1.7334,NaN,2.845,1.161,-0.1203,0.1401,0.0377,1.1941,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0245,1.7389,NaN,2.845,1.171,-0.1222,0.1416,0.0317,1.222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0242,1.7444,NaN,2.845,1.181,-0.1241,0.1431,0.0255,1.2504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0238,1.7499,NaN,2.845,1.191,-0.126,0.1446,0.019,1.2794,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0235,1.7553,NaN,2.845,1.201,-0.128,0.1462,0.0121,1.3089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0232,1.7607,NaN,2.845,1.211,-0.13,0.1477,0.005,1.3389,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0228,1.766,NaN,2.845,1.2207,-0.1857,0.1501,1.4338,1.4576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0225,1.7716,NaN,2.845,1.231,0.0513,0.1409,0.2157,1.4509,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0222,1.7769,NaN,2.845,1.241,0.0495,0.1398,-0.6337,1.4587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0219,1.7823,NaN,2.845,1.251,-0.3887,0.1409,-0.0712,1.4665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0216,1.7877,NaN,2.845,1.2611,0.0076,0.1404,0.6099,1.4942,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0213,1.793,NaN,2.845,1.271,-0.0674,0.1409,0.0051,1.524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.021,1.7983,NaN,2.845,1.2811,-0.107,0.1394,2.0725,1.5208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0207,1.8036,NaN,2.845,1.291,-0.2293,0.1398,0.9378,1.537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0204,1.8089,NaN,2.845,1.301,-0.3567,0.1413,-1.9032,1.5684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0201,1.8141,NaN,2.845,1.311,-0.0793,0.1395,2.8657,1.5889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0198,1.8194,NaN,2.845,1.321,-0.1548,0.1439,0.7358,1.6443,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0195,1.8245,NaN,2.845,1.3307,-0.1962,0.1541,-0.1977,1.7848,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0193,1.8298,NaN,2.845,1.341,-0.1568,0.1685,-0.1193,1.784,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.019,1.8351,NaN,2.845,1.351,-0.1589,0.1701,-0.1316,1.8229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0187,1.8402,NaN,2.845,1.361,-0.1611,0.1718,-0.1444,1.8624,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0185,1.8454,NaN,2.845,1.371,-0.1632,0.1735,-0.1576,1.9027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0182,1.8506,NaN,2.845,1.381,-0.1654,0.1751,-0.1713,1.9438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0179,1.8557,NaN,2.845,1.391,-0.1676,0.1768,-0.1854,1.9856,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0177,1.8609,NaN,2.845,1.401,-0.1698,0.1785,-0.2001,2.0282,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0174,1.866,NaN,2.845,1.411,-0.172,0.1802,-0.2152,2.0716,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0172,1.8711,NaN,2.845,1.421,-0.1743,0.1819,-0.2309,2.1159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.017,1.8762,NaN,2.845,1.431,-0.1765,0.1836,-0.2471,2.1609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0167,1.8813,NaN,2.845,1.441,-0.1788,0.1853,-0.2638,2.207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0165,1.8862,NaN,2.845,1.4508,-0.0014,0.1965,0.2105,2.3669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0163,1.8914,NaN,2.845,1.461,-0.3268,0.189,5.122,2.2829,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.016,1.8964,NaN,2.845,1.471,-0.173,0.187,0.0991,2.2772,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0158,1.9015,NaN,2.845,1.481,-0.1135,0.1892,-1.1202,2.3248,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0156,1.9065,NaN,2.845,1.491,-0.2224,0.1889,-0.2175,2.3425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0154,1.9115,NaN,2.845,1.5011,-0.1909,0.1881,-3.3266,2.3789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0152,1.9165,NaN,2.845,1.511,-0.4823,0.1873,-2.0198,2.3633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0149,1.9214,NaN,2.845,1.521,-0.287,0.1902,1.7199,2.4397,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0147,1.9264,NaN,2.845,1.531,-0.0902,0.1901,-2.6835,2.4801,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0145,1.9314,NaN,2.845,1.5411,-0.4422,0.1939,1.676,2.5385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0143,1.9363,NaN,2.845,1.551,-0.1842,0.2055,1.3878,2.7808,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0141,1.9412,NaN,2.845,1.561,-0.2067,0.2066,-0.5126,2.8322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0139,1.9461,NaN,2.845,1.571,-0.2091,0.2084,-0.5378,2.8912,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0137,1.951,NaN,2.845,1.581,-0.2115,0.2103,-0.5638,2.9513,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0135,1.9559,NaN,2.845,1.591,-0.2139,0.2121,-0.5906,3.0126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0133,1.9608,NaN,2.845,1.601,-0.2163,0.214,-0.6182,3.0751,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0131,1.9656,NaN,2.845,1.611,-0.2187,0.2159,-0.6467,3.139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.013,1.9705,NaN,2.845,1.621,-0.2212,0.2177,-0.676,3.2041,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0128,1.9753,NaN,2.845,1.631,-0.2236,0.2196,-0.7062,3.2705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0126,1.9801,NaN,2.845,1.641,-0.2261,0.2215,-0.7373,3.3382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0124,1.9851,NaN,2.845,1.6512,-0.2243,0.2735,-1.0943,3.6008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0122,1.9898,NaN,2.845,1.661,-0.07,0.265,-9.6105,3.5715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0121,1.9946,NaN,2.845,1.6711,-0.2225,0.2629,-0.1368,3.5376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0119,1.9993,NaN,2.845,1.6809,0.2709,0.2631,2.4238,3.5809,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0117,2.0041,NaN,2.845,1.691,-0.466,0.3291,2.2685,3.6153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0115,2.0089,NaN,2.845,1.701,-0.3362,0.2617,2.1793,3.6583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0114,2.0136,NaN,2.845,1.7109,-0.3443,0.2637,-0.4878,3.7246,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0112,2.0183,NaN,2.845,1.721,-0.4028,0.2667,-1.601,3.812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.011,2.023,NaN,2.845,1.7309,-0.2117,0.2424,-3.8177,3.9932,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0109,2.0278,NaN,2.845,1.7411,-0.4694,0.2604,3.6914,3.0822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0107,2.0325,NaN,2.845,1.751,-0.0207,0.2553,-1.7376,3.0656,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0106,2.0372,NaN,2.845,1.761,0.0029,0.2579,0.5481,3.1359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0104,2.0419,NaN,2.845,1.771,-0.1998,0.2551,-4.8665,3.1412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0103,2.0465,NaN,2.845,1.781,-0.4566,0.2616,-3.9606,3.2068,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0101,2.0512,NaN,2.845,1.791,-0.5042,0.258,-1.1796,3.2454,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.01,2.0558,NaN,2.845,1.801,0.035,0.2565,4.8691,3.2946,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0098,2.0601,NaN,2.845,1.8103,-0.8903,0.2623,-2.1662,3.7636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0097,2.0651,NaN,2.845,1.8211,-0.236,0.2641,-7.0598,4.7566,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0095,2.0697,NaN,2.845,1.8311,0.2074,0.3346,-6.5126,4.5694,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0094,2.0743,NaN,2.845,1.841,0.1697,0.3386,-3.5244,4.6689,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0092,2.0789,NaN,2.845,1.851,-0.314,0.3415,-2.1548,4.7741,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0091,2.0835,NaN,2.845,1.8611,-0.254,0.3396,0.1827,4.8047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0089,2.088,NaN,2.845,1.871,0.488,0.3412,-6.0871,4.8994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0088,2.0926,NaN,2.845,1.881,-0.5876,0.3412,-3.6151,4.9299,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.0087,2.0963,NaN,2.845,1.889,-0.5576,0.4358,4.7934,6.3849,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.3355,1.0515,NaN,2.234,0.1806,0.0201,0.0215,0.0374,0.0129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.3163,1.0606,NaN,2.234,0.1906,-0.0192,0.0218,0.0278,0.0137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.2991,1.0697,NaN,2.234,0.2006,-0.0159,0.0225,0.0229,0.0148,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.2835,1.0786,NaN,2.234,0.2106,-0.0725,0.0233,0.037,0.0161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
NaN,0.2711,1.0864,NaN,2.234,0.2193,-0.0069,0.029,0.0322,0.021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,E97110
