W,x,Q2,g1,dg1(stat),dg1(sys)
1.235,0.7611,2.05,0.0768,0.0696,0.0154
1.245,0.7541,2.05,-0.0429,0.0688,0.0134
1.255,0.7473,2.05,0.0688,0.0679,0.0139
1.265,0.7405,2.05,-0.0798,0.0671,0.0171
1.275,0.7337,2.05,-0.0292,0.066,0.0086
1.285,0.7271,2.05,-0.0016,0.0666,0.0078
1.295,0.7205,2.05,-0.0727,0.0657,0.0161
1.305,0.714,2.05,-0.0468,0.0648,0.0182
1.315,0.7075,2.05,0.0861,0.0647,0.0136
1.325,0.7011,2.05,0.2003,0.0662,0.0214
1.335,0.6948,2.05,-0.0221,0.0658,0.011
1.345,0.6885,2.05,0.0556,0.0666,0.0199
1.355,0.6824,2.05,0.0422,0.0667,0.0104
1.365,0.6762,2.05,0.0141,0.0686,0.0161
1.375,0.6702,2.05,0.0341,0.0704,0.0115
1.385,0.6642,2.05,0.0261,0.0715,0.0154
1.395,0.6583,2.05,0.0295,0.073,0.0198
1.405,0.6524,2.05,0.0321,0.0751,0.0196
1.415,0.6466,2.05,0.0115,0.0769,0.0097
1.425,0.6408,2.05,-0.0254,0.079,0.0104
1.435,0.6352,2.05,0.1083,0.0802,0.0235
1.445,0.6295,2.05,0.0973,0.0805,0.0156
1.455,0.624,2.05,-0.0343,0.0824,0.0125
1.465,0.6185,2.05,0.0761,0.0856,0.0121
1.475,0.6131,2.05,-0.0209,0.0905,0.023
1.485,0.6077,2.05,-0.0338,0.0948,0.013
1.495,0.6024,2.05,0.0385,0.097,0.0165
1.505,0.5971,2.05,0.137,0.0932,0.037
1.515,0.5919,2.05,0.1031,0.0903,0.0243
1.525,0.5867,2.05,0.1369,0.0884,0.0154
1.535,0.5816,2.05,0.1487,0.0867,0.0253
1.545,0.5766,2.05,0.0366,0.0867,0.0121
1.555,0.5716,2.05,0.0675,0.0849,0.0257
1.565,0.5667,2.05,0.2097,0.0847,0.0284
1.575,0.5618,2.05,-0.0769,0.0862,0.0142
1.585,0.557,2.05,0.0348,0.0852,0.0213
1.595,0.5522,2.05,0.163,0.0854,0.0216
1.605,0.5475,2.05,0.0075,0.0852,0.02
1.615,0.5428,2.05,0.2039,0.0853,0.0222
1.625,0.5382,2.05,0.1599,0.087,0.0189
1.635,0.5336,2.05,0.013,0.0872,0.0296
1.645,0.5291,2.05,0.1206,0.0882,0.0242
1.655,0.5247,2.05,-0.0096,0.0905,0.0119
1.665,0.5202,2.05,0.0958,0.0917,0.0135
1.675,0.5159,2.05,0.098,0.0962,0.0148
1.685,0.5115,2.05,0.1677,0.0999,0.031
1.695,0.5073,2.05,0.1674,0.1022,0.0236
1.705,0.503,2.05,0.1934,0.1021,0.0329
1.715,0.4988,2.05,-0.0117,0.1007,0.0306
1.725,0.4947,2.05,0.1635,0.0996,0.0212
1.735,0.4906,2.05,0.2204,0.1008,0.031
1.745,0.4866,2.05,0.4053,0.0989,0.0434
1.755,0.4825,2.05,0.114,0.0996,0.0171
1.765,0.4786,2.05,0.1515,0.1002,0.026
1.775,0.4747,2.05,0.2098,0.1004,0.0258
1.785,0.4708,2.05,0.0526,0.1008,0.0219
1.795,0.4669,2.05,-0.0528,0.1011,0.0261
1.805,0.4631,2.05,0.1159,0.102,0.0151
1.815,0.4594,2.05,0.3603,0.1035,0.0413
1.825,0.4557,2.05,0.1277,0.1042,0.0302
1.835,0.452,2.05,0.1584,0.1036,0.0189
1.845,0.4484,2.05,0.3131,0.1036,0.033
1.855,0.4448,2.05,0.3038,0.1038,0.0353
1.865,0.4412,2.05,0.1824,0.1033,0.0261
1.875,0.4377,2.05,0.2376,0.1031,0.0279
1.885,0.4342,2.05,0.2762,0.1021,0.0299
1.895,0.4307,2.05,0.1097,0.1018,0.0249
1.905,0.4273,2.05,0.2262,0.1035,0.0294
1.915,0.4239,2.05,-0.111,0.1033,0.0364
1.925,0.4206,2.05,0.018,0.1045,0.0154
1.935,0.4173,2.05,0.2069,0.1047,0.0237
1.945,0.414,2.05,-0.0405,0.1068,0.0157
1.955,0.4108,2.05,0.1451,0.1073,0.0258
1.965,0.4076,2.05,-0.0169,0.1098,0.023
1.975,0.4044,2.05,0.0488,0.1109,0.0167
1.985,0.4013,2.05,-0.0576,0.1126,0.0177
1.995,0.3982,2.05,0.0048,0.1137,0.0231
2.005,0.3951,2.05,0.1893,0.1131,0.0325
2.015,0.3921,2.05,0.2034,0.113,0.0462
2.025,0.3891,2.05,0.1338,0.1153,0.0213
2.035,0.3861,2.05,0.1008,0.1166,0.0267
2.045,0.3832,2.05,-0.0554,0.1175,0.027
2.055,0.3802,2.05,0.0868,0.116,0.0225
2.065,0.3774,2.05,0.2225,0.1171,0.0388
2.075,0.3745,2.05,0.0582,0.1185,0.0216
2.085,0.3717,2.05,0.0455,0.1184,0.0239
2.095,0.3689,2.05,0.1365,0.1205,0.0365
2.105,0.3661,2.05,0.206,0.1197,0.0294
2.115,0.3634,2.05,0.0042,0.1203,0.0225
2.125,0.3607,2.05,0.2791,0.1205,0.0361
2.135,0.358,2.05,0.0915,0.1206,0.019
2.145,0.3553,2.05,0.212,0.1208,0.0244
2.155,0.3527,2.05,0.0526,0.1198,0.0202
2.165,0.3501,2.05,0.0949,0.1192,0.0266
2.175,0.3475,2.05,0.0353,0.1198,0.0339
2.185,0.345,2.05,-0.0449,0.1203,0.0191
2.195,0.3424,2.05,0.0898,0.1219,0.0223
2.205,0.3399,2.05,0.3386,0.1228,0.0417
2.215,0.3375,2.05,0.1547,0.124,0.0197
2.225,0.335,2.05,0.1105,0.125,0.0357
2.235,0.3326,2.05,0.1118,0.1253,0.0315
2.245,0.3302,2.05,0.0629,0.1254,0.0513
2.255,0.3278,2.05,0.0625,0.1248,0.0284
2.265,0.3255,2.05,0.2141,0.1247,0.0258
2.275,0.3231,2.05,0.1335,0.123,0.0371
2.285,0.3208,2.05,0.1688,0.1225,0.0404
2.295,0.3186,2.05,0.0071,0.1237,0.0258
2.305,0.3163,2.05,0.4133,0.124,0.0516
2.315,0.3141,2.05,0.2079,0.1245,0.0481
2.325,0.3118,2.05,0.1166,0.125,0.0327
2.335,0.3096,2.05,0.2722,0.1257,0.0388
2.345,0.3075,2.05,0.2026,0.1263,0.0263
2.355,0.3053,2.05,-0.0093,0.1264,0.0258
2.365,0.3032,2.05,0.2346,0.1284,0.0332
2.375,0.3011,2.05,0.3245,0.1272,0.0509
2.385,0.299,2.05,0.1287,0.1273,0.0414
2.395,0.2969,2.05,0.2517,0.1266,0.0331
2.405,0.2949,2.05,0.0082,0.1266,0.0271
2.415,0.2928,2.05,0.0002,0.127,0.0225
2.425,0.2908,2.05,0.0408,0.1283,0.0264
2.435,0.2888,2.05,0.259,0.1274,0.0295
2.445,0.2869,2.05,-0.0845,0.1291,0.0293
2.455,0.2849,2.05,0.0153,0.129,0.0199
2.465,0.283,2.05,0.1739,0.1303,0.0283
2.475,0.2811,2.05,0.0198,0.1303,0.0386
2.485,0.2792,2.05,-0.0246,0.13,0.0324
2.495,0.2773,2.05,0.082,0.129,0.0343
2.505,0.2754,2.05,0.0929,0.1288,0.0327
2.515,0.2736,2.05,0.3434,0.1291,0.0385
2.525,0.2717,2.05,0.2537,0.1295,0.0323
2.535,0.2699,2.05,0.0572,0.1292,0.0307
2.545,0.2681,2.05,-0.07,0.1301,0.0347
2.555,0.2664,2.05,0.2855,0.1298,0.0382
2.565,0.2646,2.05,0.1923,0.13,0.0361
2.575,0.2629,2.05,0.0775,0.1303,0.0285
2.585,0.2611,2.05,0.0369,0.1301,0.0305
2.595,0.2594,2.05,0.0308,0.1301,0.0281
1.085,0.892,2.44,0.0194,0.0248,0.0132
1.095,0.8849,2.44,0.0024,0.0243,0.0074
1.105,0.8779,2.44,-0.0361,0.0258,0.005
1.115,0.871,2.44,-0.0683,0.0281,0.0099
1.125,0.8641,2.44,0.0839,0.0307,0.0154
1.135,0.8572,2.44,-0.0384,0.0322,0.0055
1.145,0.8504,2.44,0.0475,0.0364,0.0066
1.155,0.8436,2.44,0.0343,0.04,0.0059
1.165,0.8369,2.44,-0.0368,0.0436,0.0073
1.175,0.8302,2.44,0.0211,0.0467,0.015
1.185,0.8236,2.44,0.028,0.0498,0.0067
1.195,0.8171,2.44,-0.0243,0.0514,0.0103
1.205,0.8105,2.44,0.024,0.0532,0.0105
1.215,0.8041,2.44,-0.0886,0.0531,0.0088
1.225,0.7977,2.44,-0.002,0.0538,0.0067
1.235,0.7913,2.44,-0.1264,0.0531,0.0175
1.245,0.785,2.44,-0.0078,0.053,0.0042
1.255,0.7787,2.44,0.0244,0.0516,0.015
1.265,0.7725,2.44,-0.0749,0.0518,0.0111
1.275,0.7664,2.44,-0.0158,0.0522,0.017
1.285,0.7602,2.44,-0.0805,0.0526,0.0153
1.295,0.7542,2.44,0.0037,0.0529,0.006
1.305,0.7482,2.44,0.0211,0.0522,0.0119
1.315,0.7422,2.44,0.0305,0.0523,0.0082
1.325,0.7363,2.44,0.0351,0.0534,0.0115
1.335,0.7304,2.44,-0.011,0.0517,0.0058
1.345,0.7246,2.44,0.0119,0.0516,0.0095
1.355,0.7189,2.44,0.0846,0.0518,0.0152
1.365,0.7131,2.44,0.1488,0.0533,0.0296
1.375,0.7075,2.44,0.051,0.0555,0.006
1.385,0.7019,2.44,0.0494,0.0561,0.0122
1.395,0.6963,2.44,0.0016,0.058,0.0116
1.405,0.6908,2.44,0.0425,0.0592,0.0101
1.415,0.6853,2.44,0.0018,0.0615,0.0082
1.425,0.6799,2.44,-0.03,0.0629,0.0143
1.435,0.6745,2.44,0.1,0.063,0.0159
1.445,0.6692,2.44,0.0162,0.0645,0.0159
1.455,0.6639,2.44,0.0732,0.0669,0.0137
1.465,0.6587,2.44,0.1369,0.0698,0.0207
1.475,0.6535,2.44,0.0284,0.0737,0.0352
1.485,0.6483,2.44,0.0636,0.0777,0.0126
1.495,0.6432,2.44,0.1924,0.0799,0.0461
1.505,0.6382,2.44,0.192,0.079,0.0271
1.515,0.6332,2.44,0.0437,0.0755,0.0134
1.525,0.6282,2.44,0.2071,0.0723,0.0196
1.535,0.6233,2.44,0.2278,0.0717,0.0275
1.545,0.6185,2.44,0.095,0.0719,0.0178
1.555,0.6136,2.44,0.0903,0.0705,0.0162
1.565,0.6089,2.44,-0.0136,0.0713,0.01
1.575,0.6041,2.44,-0.0318,0.0713,0.016
1.585,0.5994,2.44,0.0486,0.0704,0.0121
1.595,0.5948,2.44,0.0814,0.0709,0.0135
1.605,0.5902,2.44,0.0111,0.0713,0.013
1.615,0.5856,2.44,0.0704,0.0708,0.0163
1.625,0.5811,2.44,0.1044,0.0721,0.0189
1.635,0.5766,2.44,-0.011,0.0738,0.0134
1.645,0.5722,2.44,0.0861,0.075,0.0208
1.655,0.5678,2.44,0.07,0.0776,0.011
1.665,0.5634,2.44,0.1389,0.0784,0.018
1.675,0.5591,2.44,0.2545,0.0814,0.0289
1.685,0.5549,2.44,0.1138,0.0841,0.0255
1.695,0.5506,2.44,0.1018,0.0865,0.0148
1.705,0.5464,2.44,0.1718,0.0859,0.0328
1.715,0.5423,2.44,0.0118,0.0849,0.0184
1.725,0.5382,2.44,0.176,0.0834,0.0297
1.735,0.5341,2.44,0.1991,0.0834,0.0237
1.745,0.5301,2.44,0.0319,0.083,0.0147
1.755,0.5261,2.44,0.0204,0.0822,0.0142
1.765,0.5221,2.44,0.1636,0.0824,0.0252
1.775,0.5182,2.44,0.143,0.082,0.0156
1.785,0.5143,2.44,0.1902,0.0835,0.0253
1.795,0.5104,2.44,0.1292,0.0838,0.0241
1.805,0.5066,2.44,0.059,0.0856,0.0262
1.815,0.5028,2.44,0.1125,0.0864,0.0143
1.825,0.4991,2.44,0.2391,0.0871,0.0222
1.835,0.4954,2.44,0.0977,0.0873,0.0237
1.845,0.4917,2.44,0.1096,0.088,0.0179
1.855,0.4881,2.44,0.138,0.0872,0.0188
1.865,0.4845,2.44,0.1142,0.0876,0.0171
1.875,0.4809,2.44,0.2167,0.0877,0.0284
1.885,0.4774,2.44,0.0455,0.0886,0.0176
1.895,0.4738,2.44,0.0222,0.0889,0.0215
1.905,0.4704,2.44,0.1707,0.0888,0.0231
1.915,0.4669,2.44,0.0764,0.0899,0.027
1.925,0.4635,2.44,0.0769,0.0908,0.0169
1.935,0.4602,2.44,-0.0505,0.0917,0.0311
1.945,0.4568,2.44,0.1702,0.092,0.0255
1.955,0.4535,2.44,0.15,0.0925,0.0242
1.965,0.4502,2.44,0.1999,0.0945,0.02
1.975,0.447,2.44,0.1566,0.0942,0.0195
1.985,0.4438,2.44,0.024,0.0952,0.0159
1.995,0.4406,2.44,0.2795,0.0949,0.033
2.005,0.4374,2.44,0.1935,0.096,0.0205
2.015,0.4343,2.44,0.1133,0.0953,0.0229
2.025,0.4312,2.44,0.0938,0.0965,0.0287
2.035,0.4281,2.44,0.1313,0.0962,0.0333
2.045,0.4251,2.44,0.0792,0.097,0.0173
2.055,0.422,2.44,0.1223,0.097,0.0299
2.065,0.4191,2.44,0.0296,0.0989,0.0206
2.075,0.4161,2.44,0.1357,0.0992,0.0215
2.085,0.4132,2.44,0.0782,0.1002,0.0283
2.095,0.4103,2.44,0.0387,0.1019,0.0211
2.105,0.4074,2.44,0.1169,0.1021,0.0268
2.115,0.4045,2.44,0.133,0.102,0.0248
2.125,0.4017,2.44,-0.0351,0.1033,0.0179
2.135,0.3989,2.44,0.2642,0.1033,0.0319
2.145,0.3961,2.44,0.1712,0.1031,0.0197
2.155,0.3934,2.44,0.0505,0.1029,0.0139
2.165,0.3907,2.44,0.1275,0.103,0.0223
2.175,0.388,2.44,0.1209,0.1037,0.022
2.185,0.3853,2.44,0.0035,0.1045,0.0269
2.195,0.3827,2.44,0.0596,0.1065,0.0231
2.205,0.38,2.44,0.0475,0.1078,0.032
2.215,0.3774,2.44,0.1986,0.1082,0.0305
2.225,0.3749,2.44,0.3009,0.1093,0.0409
2.235,0.3723,2.44,0.1143,0.109,0.0231
2.245,0.3698,2.44,0.0557,0.1078,0.0207
2.255,0.3673,2.44,-0.0601,0.107,0.0257
2.265,0.3648,2.44,0.0351,0.1062,0.0258
2.275,0.3623,2.44,0.1312,0.1053,0.0194
2.285,0.3599,2.44,0.158,0.1034,0.0257
2.295,0.3575,2.44,0.2402,0.1044,0.0297
2.305,0.3551,2.44,0.2287,0.1053,0.0371
2.315,0.3527,2.44,0.1117,0.1054,0.0251
2.325,0.3504,2.44,0.0216,0.1044,0.0247
2.335,0.348,2.44,0.1954,0.1065,0.028
2.345,0.3457,2.44,0.2238,0.1067,0.0352
2.355,0.3435,2.44,0.1758,0.1073,0.0202
2.365,0.3412,2.44,0.0246,0.1074,0.0202
2.375,0.3389,2.44,0.244,0.1071,0.029
2.385,0.3367,2.44,-0.0571,0.1064,0.0223
2.395,0.3345,2.44,0.2213,0.1065,0.0332
2.405,0.3323,2.44,0.2485,0.1052,0.0315
2.415,0.3302,2.44,0.0599,0.1061,0.0216
2.425,0.328,2.44,0.0917,0.1061,0.028
2.435,0.3259,2.44,0.0807,0.1063,0.0202
2.445,0.3238,2.44,-0.0196,0.1058,0.0197
2.455,0.3217,2.44,-0.0727,0.1068,0.0196
2.465,0.3196,2.44,0.2763,0.107,0.0417
2.475,0.3175,2.44,0.0855,0.1076,0.0184
2.485,0.3155,2.44,0.2249,0.1078,0.0287
2.495,0.3135,2.44,0.2161,0.1086,0.0266
2.505,0.3115,2.44,0.1202,0.1083,0.0349
2.515,0.3095,2.44,0.1344,0.1085,0.0217
2.525,0.3075,2.44,0.0734,0.1235,0.0339
2.535,0.3056,2.44,0.1628,0.1245,0.0671
2.545,0.3037,2.44,0.3186,0.1109,0.047
2.555,0.3017,2.44,0.2488,0.1113,0.0544
1.085,0.9081,2.92,-0.0071,0.0211,0.005
1.095,0.902,2.92,-0.0016,0.0198,0.003
1.105,0.8959,2.92,-0.013,0.0209,0.0046
1.115,0.8898,2.92,-0.0198,0.0225,0.0072
1.125,0.8838,2.92,0.0152,0.0243,0.0055
1.135,0.8778,2.92,-0.0702,0.0255,0.0097
1.145,0.8718,2.92,-0.0376,0.0307,0.0073
1.155,0.8659,2.92,-0.0474,0.0336,0.0096
1.165,0.86,2.92,0.0762,0.0366,0.0206
1.175,0.8541,2.92,-0.0137,0.0384,0.0055
1.185,0.8482,2.92,-0.087,0.0405,0.0195
1.195,0.8424,2.92,0.0085,0.0413,0.0062
1.205,0.8366,2.92,-0.0044,0.0429,0.0071
1.215,0.8308,2.92,0.0196,0.0411,0.0171
1.225,0.8251,2.92,-0.0757,0.0406,0.0176
1.235,0.8194,2.92,0.0118,0.0414,0.0115
1.245,0.8138,2.92,0.0221,0.0414,0.0067
1.255,0.8081,2.92,0.0486,0.0406,0.0097
1.265,0.8025,2.92,-0.0574,0.042,0.0099
1.275,0.797,2.92,-0.0028,0.0423,0.0052
1.285,0.7914,2.92,0.0235,0.0434,0.0072
1.295,0.7859,2.92,0.0556,0.0429,0.0094
1.305,0.7805,2.92,-0.0376,0.0427,0.0063
1.315,0.775,2.92,0.0086,0.0425,0.0111
1.325,0.7697,2.92,-0.0294,0.0435,0.0121
1.335,0.7643,2.92,0.0312,0.0432,0.0082
1.345,0.759,2.92,-0.046,0.0437,0.0055
1.355,0.7537,2.92,0.1036,0.0436,0.0107
1.365,0.7484,2.92,0.0171,0.0447,0.0134
1.375,0.7432,2.92,-0.0512,0.0466,0.0102
1.385,0.738,2.92,0.0944,0.0465,0.0146
1.395,0.7329,2.92,0.0181,0.047,0.0099
1.405,0.7278,2.92,0.062,0.048,0.0196
1.415,0.7227,2.92,0.0233,0.0484,0.0131
1.425,0.7176,2.92,0.0053,0.049,0.0061
1.435,0.7126,2.92,0.0549,0.0503,0.0121
1.445,0.7077,2.92,0.0591,0.0499,0.0139
1.455,0.7027,2.92,-0.0697,0.0523,0.0123
1.465,0.6978,2.92,0.1089,0.054,0.0147
1.475,0.6929,2.92,-0.0062,0.0576,0.0165
1.485,0.6881,2.92,0.026,0.0611,0.0075
1.495,0.6833,2.92,0.0144,0.0611,0.0151
1.505,0.6785,2.92,-0.0408,0.0619,0.0122
1.515,0.6738,2.92,0.0098,0.0603,0.0058
1.525,0.6691,2.92,0.0991,0.057,0.0161
1.535,0.6645,2.92,0.1003,0.0571,0.0133
1.545,0.6598,2.92,-0.0216,0.0581,0.0113
1.555,0.6553,2.92,0.0553,0.0585,0.0121
1.565,0.6507,2.92,0.1399,0.0585,0.0202
1.575,0.6462,2.92,0.0784,0.0586,0.0156
1.585,0.6417,2.92,0.1188,0.0579,0.0168
1.595,0.6372,2.92,-0.0969,0.0589,0.0152
1.605,0.6328,2.92,-0.0019,0.0595,0.0076
1.615,0.6284,2.92,0.0403,0.0579,0.0075
1.625,0.6241,2.92,0.0173,0.0591,0.0098
1.635,0.6198,2.92,0.0534,0.0604,0.0108
1.645,0.6155,2.92,0.0979,0.0619,0.0163
1.655,0.6112,2.92,0.0887,0.0634,0.0215
1.665,0.607,2.92,-0.0029,0.0646,0.0147
1.675,0.6028,2.92,0.1227,0.066,0.023
1.685,0.5987,2.92,0.108,0.0687,0.017
1.695,0.5945,2.92,0.0283,0.07,0.027
1.705,0.5905,2.92,0.0241,0.0702,0.0134
1.715,0.5864,2.92,0.0731,0.0692,0.0112
1.725,0.5824,2.92,0.0239,0.0692,0.0123
1.735,0.5784,2.92,0.1179,0.0699,0.0202
1.745,0.5744,2.92,-0.0441,0.0702,0.0116
1.755,0.5705,2.92,0.1609,0.07,0.0188
1.765,0.5666,2.92,0.1453,0.0707,0.0214
1.775,0.5627,2.92,0.1662,0.0717,0.0256
1.785,0.5589,2.92,0.1014,0.0718,0.0157
1.795,0.5551,2.92,-0.0144,0.0715,0.0212
1.805,0.5513,2.92,0.0759,0.0729,0.0114
1.815,0.5476,2.92,-0.0775,0.0739,0.0187
1.825,0.5439,2.92,0.005,0.074,0.0201
1.835,0.5402,2.92,0.0484,0.0748,0.0162
1.845,0.5365,2.92,0.136,0.0748,0.0187
1.855,0.5329,2.92,0.1682,0.0746,0.0245
1.865,0.5293,2.92,0.0576,0.0744,0.0186
1.875,0.5258,2.92,-0.0025,0.0746,0.0185
1.885,0.5222,2.92,0.0152,0.0746,0.018
1.895,0.5187,2.92,-0.0516,0.0756,0.0249
1.905,0.5152,2.92,0.134,0.0763,0.0206
1.915,0.5118,2.92,0.0979,0.076,0.0178
1.925,0.5084,2.92,0.0728,0.0775,0.0174
1.935,0.505,2.92,0.0347,0.0782,0.0212
1.945,0.5016,2.92,-0.0167,0.079,0.0141
1.955,0.4983,2.92,-0.0221,0.0783,0.0145
1.965,0.495,2.92,0.0966,0.0783,0.0156
1.975,0.4917,2.92,0.0979,0.0786,0.0145
1.985,0.4884,2.92,0.1013,0.0799,0.0173
1.995,0.4852,2.92,-0.0498,0.0787,0.0126
2.005,0.482,2.92,0.1677,0.0795,0.0229
2.015,0.4788,2.92,0.0803,0.0783,0.0189
2.025,0.4757,2.92,0.1841,0.0786,0.0285
2.035,0.4725,2.92,0.0711,0.0785,0.0117
2.045,0.4694,2.92,0.0853,0.0787,0.0168
2.055,0.4664,2.92,-0.0623,0.0785,0.0195
2.065,0.4633,2.92,0.148,0.079,0.0247
2.075,0.4603,2.92,0.0317,0.0799,0.0128
2.085,0.4573,2.92,0.1548,0.0813,0.023
2.095,0.4543,2.92,0.1138,0.0819,0.0224
2.105,0.4514,2.92,0.1789,0.0833,0.0219
2.115,0.4484,2.92,0.1568,0.0838,0.0197
2.125,0.4455,2.92,0.1369,0.082,0.0329
2.135,0.4427,2.92,0.0834,0.0819,0.0149
2.145,0.4398,2.92,0.0095,0.0818,0.0213
2.155,0.437,2.92,0.0813,0.0814,0.0198
2.165,0.4342,2.92,0.0975,0.0821,0.0195
2.175,0.4314,2.92,-0.0004,0.0837,0.0118
2.185,0.4286,2.92,0.0576,0.0841,0.0195
2.195,0.4259,2.92,0.1969,0.0854,0.048
2.205,0.4232,2.92,0.1922,0.0864,0.0225
2.215,0.4205,2.92,0.2358,0.0873,0.0315
2.225,0.4178,2.92,0.1555,0.0882,0.0248
2.235,0.4152,2.92,-0.1258,0.0872,0.0316
2.245,0.4125,2.92,0.2399,0.0864,0.0343
2.255,0.4099,2.92,0.1418,0.0871,0.023
2.265,0.4073,2.92,0.2073,0.0859,0.0257
2.275,0.4048,2.92,0.1543,0.0865,0.0204
2.285,0.4022,2.92,0.0576,0.0857,0.0214
2.295,0.3997,2.92,0.2262,0.0868,0.0319
2.305,0.3972,2.92,0.0778,0.0881,0.0175
2.315,0.3947,2.92,0.1563,0.0885,0.0321
2.325,0.3923,2.92,0.0931,0.0883,0.0246
2.335,0.3898,2.92,0.1721,0.0898,0.0371
2.345,0.3874,2.92,0.2373,0.0904,0.0264
2.355,0.385,2.92,0.1216,0.0911,0.0317
2.365,0.3826,2.92,0.1288,0.0913,0.0233
2.375,0.3803,2.92,0.1223,0.0921,0.0212
2.385,0.3779,2.92,0.0455,0.0933,0.0172
2.395,0.3756,2.92,0.1968,0.0944,0.0252
2.405,0.3733,2.92,0.0288,0.0947,0.0162
2.415,0.371,2.92,0.1174,0.097,0.0254
2.425,0.3687,2.92,-0.0146,0.0977,0.0139
2.435,0.3665,2.92,0.22,0.0999,0.035
2.445,0.3643,2.92,0.1282,0.1015,0.0324
2.455,0.362,2.92,0.0795,0.1021,0.0359
2.465,0.3598,2.92,-0.0163,0.1029,0.0157
2.475,0.3577,2.92,0.0701,0.1032,0.0288
1.085,0.9217,3.48,-0.0247,0.0189,0.0114
1.095,0.9164,3.48,0.042,0.0167,0.0067
1.105,0.9112,3.48,0.0044,0.0172,0.0025
1.115,0.9059,3.48,0.0239,0.02,0.0047
1.125,0.9006,3.48,0.027,0.0216,0.0084
1.135,0.8954,3.48,0.0073,0.0241,0.0043
1.145,0.8902,3.48,0.0291,0.0291,0.0059
1.155,0.885,3.48,-0.0528,0.0318,0.0154
1.165,0.8798,3.48,-0.013,0.0371,0.0081
1.175,0.8746,3.48,-0.0016,0.0397,0.0134
1.185,0.8695,3.48,-0.017,0.0381,0.0058
1.195,0.8643,3.48,-0.0339,0.0392,0.007
1.205,0.8592,3.48,-0.0011,0.0396,0.0079
1.215,0.8541,3.48,0.0168,0.0382,0.009
1.225,0.849,3.48,0.0339,0.0385,0.0108
1.235,0.8439,3.48,-0.033,0.0384,0.0053
1.245,0.8389,3.48,-0.0283,0.0385,0.0176
1.255,0.8339,3.48,0.0574,0.0414,0.013
1.265,0.8289,3.48,-0.0512,0.0408,0.0138
1.275,0.8239,3.48,0.0595,0.0428,0.0108
1.285,0.8189,3.48,-0.0011,0.0413,0.0109
1.295,0.814,3.48,0.0425,0.0433,0.0093
1.305,0.8091,3.48,-0.0103,0.0428,0.0091
1.315,0.8042,3.48,-0.042,0.0429,0.0091
1.325,0.7993,3.48,0.0556,0.0438,0.0197
1.335,0.7944,3.48,0.062,0.0435,0.0126
1.345,0.7896,3.48,-0.078,0.044,0.0143
1.355,0.7848,3.48,-0.0625,0.0472,0.015
1.365,0.78,3.48,0.0707,0.046,0.0091
1.375,0.7752,3.48,-0.0565,0.0458,0.0136
1.385,0.7705,3.48,0.0731,0.0467,0.0115
1.395,0.7658,3.48,-0.0136,0.0474,0.0045
1.405,0.7611,3.48,0.0185,0.0456,0.0124
1.415,0.7564,3.48,0.0228,0.0447,0.0102
1.425,0.7518,3.48,0.0472,0.0442,0.0088
1.435,0.7472,3.48,0.0607,0.0469,0.0093
1.445,0.7426,3.48,0.0545,0.0472,0.0089
1.455,0.738,3.48,-0.0036,0.0482,0.0092
1.465,0.7335,3.48,0.0711,0.0492,0.0193
1.475,0.729,3.48,0.0277,0.0512,0.0148
1.485,0.7245,3.48,0.0504,0.0548,0.0156
1.495,0.72,3.48,0.0033,0.0567,0.0078
1.505,0.7156,3.48,0.0359,0.0556,0.0072
1.515,0.7111,3.48,0.0499,0.0563,0.0077
1.525,0.7068,3.48,0.0094,0.0538,0.0091
1.535,0.7024,3.48,-0.0442,0.0543,0.0073
1.545,0.6981,3.48,0.0476,0.0565,0.0079
1.555,0.6937,3.48,-0.0402,0.0574,0.0152
1.565,0.6895,3.48,0.0164,0.0592,0.0141
1.575,0.6852,3.48,0.1169,0.0584,0.0153
1.585,0.681,3.48,-0.0485,0.0585,0.013
1.595,0.6767,3.48,0.0469,0.0592,0.0104
1.605,0.6726,3.48,-0.0173,0.0583,0.0063
1.615,0.6684,3.48,0.0066,0.0564,0.0056
1.625,0.6643,3.48,0.062,0.0558,0.0088
1.635,0.6602,3.48,0.0875,0.0558,0.0134
1.645,0.6561,3.48,0.096,0.0574,0.0129
1.655,0.652,3.48,0.1168,0.0578,0.0191
1.665,0.648,3.48,0.0807,0.0576,0.0113
1.675,0.644,3.48,0.0737,0.0591,0.0111
1.685,0.64,3.48,0.149,0.0633,0.0269
1.695,0.636,3.48,0.0087,0.0641,0.0069
1.705,0.6321,3.48,0.0357,0.0648,0.0114
1.715,0.6282,3.48,0.1575,0.0637,0.0215
1.725,0.6243,3.48,0.0284,0.0637,0.0094
1.735,0.6205,3.48,0.0095,0.0625,0.0057
1.745,0.6167,3.48,-0.0212,0.0643,0.0137
1.755,0.6129,3.48,0.0983,0.0645,0.0119
1.765,0.6091,3.48,0.0135,0.0635,0.0095
1.775,0.6053,3.48,0.0628,0.0642,0.0116
1.785,0.6016,3.48,0.1537,0.0648,0.0223
1.795,0.5979,3.48,0.0702,0.0651,0.0165
1.805,0.5942,3.48,0.1367,0.0678,0.0232
1.815,0.5906,3.48,-0.0352,0.0681,0.0163
1.825,0.587,3.48,0.0877,0.0683,0.021
1.835,0.5834,3.48,0.0919,0.0684,0.0127
1.845,0.5798,3.48,0.1169,0.0692,0.0146
