W,x,Q2,g1,dg1(stat),dg1(sys)
2.525,0.114,0.707,0.7726,0.4299,0.0926
2.535,0.1131,0.707,0.5674,0.4274,0.0786
2.545,0.1122,0.707,0.1065,0.4312,0.0319
2.555,0.1113,0.707,0.4823,0.4271,0.0599
2.565,0.1104,0.707,0.4081,0.4296,0.0497
2.575,0.1095,0.707,-0.1886,0.4338,0.0237
2.585,0.1086,0.707,-0.885,0.4292,0.1013
2.595,0.1078,0.707,0.009,0.4325,0.018
2.605,0.1069,0.707,0.1822,0.4366,0.0298
2.615,0.1061,0.707,0.041,0.4372,0.0235
2.625,0.1053,0.707,-0.3009,0.4466,0.0408
2.635,0.1045,0.707,-0.8349,0.4543,0.0972
2.645,0.1036,0.707,-0.2244,0.4578,0.0286
2.655,0.1028,0.707,-0.5675,0.4659,0.0817
2.665,0.1021,0.707,-0.1961,0.4669,0.0314
2.675,0.1013,0.707,-0.7923,0.4683,0.0879
2.685,0.1005,0.707,0.2744,0.4749,0.046
2.695,0.0997,0.707,0.0339,0.4695,0.0674
2.705,0.099,0.707,0.616,0.46,0.0792
2.715,0.0982,0.707,1.3207,0.465,0.1494
2.725,0.0975,0.707,-0.059,0.4642,0.0656
2.735,0.0968,0.707,-0.6399,0.4662,0.0859
2.745,0.0961,0.707,0.3071,0.4734,0.0661
2.755,0.0953,0.707,-0.2813,0.4778,0.0605
2.765,0.0946,0.707,0.8903,0.4777,0.1098
2.775,0.0939,0.707,0.0972,0.475,0.0377
2.785,0.0933,0.707,-0.1099,0.4709,0.0415
2.795,0.0926,0.707,0.2029,0.4692,0.066
1.085,0.7407,0.844,0.0649,0.1168,0.0206
1.095,0.7268,0.844,0.0682,0.1191,0.0226
1.105,0.7133,0.844,0.0243,0.1273,0.0179
1.115,0.7001,0.844,0.0498,0.1381,0.0375
1.125,0.6874,0.844,-0.2091,0.1506,0.0409
1.135,0.6749,0.844,-0.0343,0.1656,0.0061
1.145,0.6628,0.844,0.0876,0.1788,0.0204
1.155,0.6511,0.844,0.1196,0.1916,0.0262
1.165,0.6396,0.844,-0.2822,0.2075,0.0473
1.175,0.6285,0.844,0.5233,0.2206,0.1085
1.185,0.6176,0.844,0.1501,0.2346,0.0397
1.195,0.6071,0.844,0.1139,0.2461,0.0305
1.205,0.5968,0.844,-0.4849,0.2506,0.0813
1.215,0.5867,0.844,-0.3066,0.2547,0.0513
1.225,0.5769,0.844,0.0312,0.2572,0.0249
1.235,0.5674,0.844,0.1728,0.2593,0.038
1.245,0.5581,0.844,-0.1735,0.2551,0.0302
1.255,0.549,0.844,0.3845,0.2494,0.066
1.265,0.5402,0.844,-0.3877,0.2456,0.066
1.275,0.5315,0.844,0.2649,0.2402,0.0495
1.285,0.5231,0.844,0.4108,0.2358,0.0673
1.295,0.5149,0.844,-0.2489,0.2298,0.0452
1.305,0.5068,0.844,-0.0641,0.226,0.0352
1.315,0.499,0.844,-0.1303,0.2262,0.0222
1.325,0.4913,0.844,-0.1167,0.2232,0.0458
1.335,0.4838,0.844,0.0361,0.2236,0.0099
1.345,0.4765,0.844,0.2967,0.2243,0.0377
1.355,0.4693,0.844,-0.3299,0.2229,0.0433
1.365,0.4623,0.844,0.0976,0.2257,0.0166
1.375,0.4555,0.844,0.0294,0.2253,0.0089
1.385,0.4488,0.844,0.2023,0.2271,0.0274
1.395,0.4423,0.844,0.0495,0.2288,0.0117
1.405,0.4359,0.844,0.127,0.2292,0.0504
1.415,0.4296,0.844,0.6733,0.2319,0.0818
1.425,0.4235,0.844,0.4821,0.2362,0.0571
1.435,0.4175,0.844,0.1682,0.241,0.0212
1.445,0.4116,0.844,-0.1899,0.2496,0.0355
1.455,0.4059,0.844,0.4505,0.2538,0.0598
1.465,0.4003,0.844,-0.0247,0.2648,0.0121
1.475,0.3948,0.844,0.4048,0.2814,0.0627
1.485,0.3894,0.844,0.4853,0.2965,0.0975
1.495,0.3841,0.844,-0.2977,0.3015,0.0554
1.505,0.3789,0.844,-0.1787,0.2936,0.0388
1.515,0.3739,0.844,-0.1517,0.2833,0.0348
1.525,0.3689,0.844,0.2327,0.2829,0.0295
1.535,0.364,0.844,0.549,0.2802,0.0829
1.545,0.3593,0.844,0.3452,0.2774,0.0492
1.555,0.3546,0.844,0.2963,0.2771,0.0396
1.565,0.35,0.844,0.2678,0.277,0.0441
1.575,0.3455,0.844,-0.0377,0.2787,0.0194
1.585,0.3411,0.844,0.292,0.2809,0.041
1.595,0.3368,0.844,0.9096,0.2787,0.0989
1.605,0.3325,0.844,-0.4751,0.2817,0.0535
1.615,0.3283,0.844,-0.1176,0.2851,0.0273
1.625,0.3243,0.844,0.1191,0.2916,0.0241
1.635,0.3202,0.844,0.5302,0.2947,0.0606
1.645,0.3163,0.844,-0.3514,0.3005,0.0421
1.655,0.3124,0.844,0.0168,0.3056,0.0145
1.665,0.3086,0.844,0.3307,0.3157,0.058
1.675,0.3049,0.844,-0.1362,0.3252,0.0229
1.685,0.3013,0.844,0.5867,0.326,0.0804
1.695,0.2977,0.844,-0.3396,0.3267,0.0753
1.705,0.2941,0.844,0.1781,0.3221,0.047
1.715,0.2907,0.844,0.0947,0.3172,0.0193
1.725,0.2873,0.844,0.3179,0.3166,0.0466
1.735,0.2839,0.844,0.2636,0.3152,0.0498
1.745,0.2807,0.844,0.0581,0.3168,0.0238
1.755,0.2774,0.844,-0.0805,0.3208,0.024
1.765,0.2742,0.844,0.1895,0.3195,0.0392
1.775,0.2711,0.844,0.0407,0.3222,0.0134
1.785,0.2681,0.844,0.1472,0.3264,0.0557
1.795,0.2651,0.844,0.4123,0.3263,0.1116
1.805,0.2621,0.844,-0.0535,0.3252,0.0356
1.815,0.2592,0.844,0.4582,0.3239,0.0536
1.825,0.2563,0.844,0.1759,0.3204,0.0241
1.835,0.2535,0.844,0.3726,0.3182,0.0461
1.845,0.2507,0.844,-0.2139,0.3204,0.0366
1.855,0.248,0.844,-0.0758,0.3197,0.0327
1.865,0.2453,0.844,0.2509,0.3213,0.0424
1.875,0.2427,0.844,-0.3287,0.322,0.0396
1.885,0.2401,0.844,0.0107,0.3247,0.0436
1.895,0.2375,0.844,-0.2524,0.3243,0.0626
1.905,0.235,0.844,-0.1099,0.3286,0.0316
1.915,0.2325,0.844,-0.1415,0.3279,0.017
1.925,0.2301,0.844,0.2515,0.3284,0.0333
1.935,0.2277,0.844,-0.1782,0.3239,0.0221
1.945,0.2253,0.844,-0.3103,0.3271,0.0336
1.955,0.223,0.844,-0.4177,0.324,0.0679
1.965,0.2207,0.844,0.4302,0.3251,0.0737
1.975,0.2185,0.844,-0.3294,0.3254,0.0369
1.985,0.2163,0.844,-0.038,0.3253,0.0094
1.995,0.2141,0.844,-0.1397,0.3247,0.0634
2.005,0.2119,0.844,-0.0457,0.3263,0.0398
2.015,0.2098,0.844,0.5545,0.3237,0.0623
2.025,0.2077,0.844,0.1806,0.3262,0.0628
2.035,0.2057,0.844,0.0097,0.326,0.0126
2.045,0.2037,0.844,-0.3618,0.3253,0.0426
2.055,0.2017,0.844,-0.3058,0.3245,0.0416
2.065,0.1997,0.844,-0.5994,0.3273,0.0698
2.075,0.1978,0.844,0.1925,0.3317,0.0266
2.085,0.1958,0.844,-0.0242,0.3356,0.0327
2.095,0.194,0.844,-0.0128,0.3345,0.021
2.105,0.1921,0.844,0.0892,0.3363,0.0719
2.115,0.1903,0.844,0.2235,0.3377,0.0481
2.125,0.1885,0.844,-0.221,0.3416,0.0553
2.135,0.1867,0.844,0.8633,0.3394,0.1158
2.145,0.185,0.844,0.0281,0.3392,0.0283
2.155,0.1832,0.844,0.1232,0.3349,0.0386
2.165,0.1815,0.844,0.3565,0.3408,0.0511
2.175,0.1798,0.844,0.2314,0.3464,0.0585
2.185,0.1782,0.844,0.5398,0.3447,0.0714
2.195,0.1766,0.844,0.4962,0.3456,0.0697
2.205,0.1749,0.844,0.3306,0.3435,0.044
2.215,0.1734,0.844,-0.2909,0.3442,0.036
2.225,0.1718,0.844,-0.6138,0.3487,0.0806
2.235,0.1702,0.844,0.193,0.3468,0.029
2.245,0.1687,0.844,0.2585,0.3471,0.0687
2.255,0.1672,0.844,0.425,0.3482,0.0937
2.265,0.1657,0.844,-0.3188,0.3507,0.0432
2.275,0.1643,0.844,0.4799,0.3671,0.0721
2.285,0.1628,0.844,0.3729,0.3749,0.0615
2.295,0.1614,0.844,0.3432,0.3811,0.0948
2.305,0.16,0.844,0.3413,0.3832,0.0493
2.315,0.1586,0.844,-0.114,0.3825,0.0431
2.325,0.1572,0.844,-0.1201,0.3848,0.0477
2.335,0.1559,0.844,-0.1766,0.3876,0.0299
2.345,0.1545,0.844,-0.0516,0.3865,0.0336
2.355,0.1532,0.844,-0.6346,0.386,0.0737
2.365,0.1519,0.844,0.1559,0.3948,0.0249
2.375,0.1506,0.844,-0.6158,0.3942,0.0695
2.385,0.1494,0.844,-0.7159,0.3936,0.0896
2.395,0.1481,0.844,-0.0628,0.3937,0.0257
2.405,0.1469,0.844,-0.0602,0.3913,0.0155
2.415,0.1457,0.844,0.5145,0.3964,0.0687
2.425,0.1444,0.844,-0.2045,0.3979,0.0302
2.435,0.1433,0.844,-0.0474,0.3957,0.0558
2.445,0.1421,0.844,0.222,0.3981,0.0357
2.455,0.1409,0.844,0.166,0.402,0.0258
2.465,0.1398,0.844,-0.1395,0.4057,0.054
2.475,0.1386,0.844,0.3304,0.4076,0.0421
2.485,0.1375,0.844,0.5704,0.4046,0.0644
2.495,0.1364,0.844,-0.1952,0.4065,0.0489
2.505,0.1353,0.844,0.3679,0.4055,0.0476
2.515,0.1342,0.844,-0.2376,0.4068,0.0553
2.525,0.1332,0.844,1.2369,0.4041,0.1628
2.535,0.1321,0.844,-0.2337,0.4049,0.031
2.545,0.1311,0.844,0.4672,0.4131,0.0614
2.555,0.13,0.844,-0.5959,0.4212,0.0846
2.565,0.129,0.844,-0.2773,0.4227,0.0472
2.575,0.128,0.844,0.1151,0.4316,0.0441
2.585,0.127,0.844,-0.5523,0.4386,0.0666
2.595,0.126,0.844,0.1817,0.4419,0.0872
2.605,0.1251,0.844,-0.4091,0.444,0.0571
2.615,0.1241,0.844,0.2312,0.445,0.0332
2.625,0.1232,0.844,0.2573,0.44,0.0679
2.635,0.1222,0.844,0.4167,0.4368,0.0511
2.645,0.1213,0.844,0.2561,0.4306,0.0518
2.655,0.1204,0.844,-0.0217,0.4202,0.0166
2.665,0.1195,0.844,-0.9153,0.4195,0.1123
2.675,0.1186,0.844,0.0645,0.4196,0.0214
2.685,0.1177,0.844,-0.2006,0.4141,0.0493
2.695,0.1168,0.844,0.0831,0.4163,0.0429
2.705,0.1159,0.844,-0.5035,0.4157,0.0723
2.715,0.1151,0.844,0.2188,0.4164,0.0346
2.725,0.1142,0.844,0.5164,0.4264,0.0658
2.735,0.1134,0.844,0.2947,0.4276,0.0454
2.745,0.1126,0.844,-0.3109,0.4283,0.0378
2.755,0.1118,0.844,-0.0233,0.4317,0.0201
2.765,0.1109,0.844,0.0701,0.4314,0.0277
2.775,0.1101,0.844,0.6805,0.4374,0.0871
2.785,0.1093,0.844,-0.2746,0.4376,0.0615
2.795,0.1086,0.844,-0.2816,0.4442,0.0593
1.085,0.7736,1.01,0.0202,0.1037,0.0106
1.095,0.7609,1.01,-0.0628,0.1088,0.0115
1.105,0.7485,1.01,-0.1073,0.1174,0.0108
1.115,0.7364,1.01,-0.0052,0.1248,0.0265
1.125,0.7246,1.01,-0.1571,0.1339,0.0234
1.135,0.713,1.01,0.0826,0.1433,0.0204
1.145,0.7017,1.01,0.163,0.1526,0.0315
1.155,0.6907,1.01,-0.0654,0.1634,0.0131
1.165,0.6799,1.01,0.0203,0.1757,0.0081
1.175,0.6694,1.01,-0.2675,0.1874,0.0413
1.185,0.6591,1.01,0.1424,0.2002,0.0283
1.195,0.649,1.01,-0.2479,0.2077,0.0369
1.205,0.6391,1.01,-0.1845,0.216,0.0268
1.215,0.6295,1.01,-0.1349,0.2203,0.0195
1.225,0.62,1.01,-0.0965,0.2214,0.0202
1.235,0.6108,1.01,-0.1851,0.2215,0.0347
1.245,0.6018,1.01,-0.0897,0.2181,0.0121
1.255,0.593,1.01,-0.0186,0.2165,0.0186
1.265,0.5843,1.01,0.0618,0.2127,0.0124
1.275,0.5759,1.01,0.0362,0.2063,0.0082
1.285,0.5676,1.01,-0.0647,0.2052,0.0121
1.295,0.5595,1.01,0.0873,0.2028,0.0136
1.305,0.5515,1.01,0.2457,0.1989,0.0376
1.315,0.5437,1.01,0.1512,0.1991,0.0403
1.325,0.5361,1.01,-0.0246,0.1983,0.0066
1.335,0.5287,1.01,-0.1006,0.1998,0.0193
1.345,0.5213,1.01,-0.4286,0.2045,0.0565
1.355,0.5142,1.01,0.1829,0.2052,0.0345
1.365,0.5072,1.01,-0.0909,0.2046,0.0206
1.375,0.5003,1.01,0.2435,0.2081,0.0686
1.385,0.4935,1.01,0.3485,0.2077,0.0403
1.395,0.4869,1.01,0.1577,0.2104,0.0207
1.405,0.4804,1.01,0.0992,0.2093,0.0321
1.415,0.4741,1.01,-0.2041,0.2126,0.0253
1.425,0.4678,1.01,-0.2131,0.2134,0.0283
1.435,0.4617,1.01,0.0069,0.2186,0.0137
1.445,0.4557,1.01,0.7677,0.2214,0.1067
1.455,0.4498,1.01,0.0059,0.2276,0.0096
1.465,0.4441,1.01,-0.2115,0.2383,0.0412
1.475,0.4384,1.01,-0.0487,0.2548,0.0146
1.485,0.4328,1.01,0.5045,0.2678,0.0859
1.495,0.4274,1.01,-0.2535,0.2751,0.0548
1.505,0.422,1.01,0.252,0.2675,0.0368
1.515,0.4168,1.01,0.2086,0.2609,0.0342
1.525,0.4116,1.01,-0.3522,0.2561,0.0486
1.535,0.4065,1.01,-0.0272,0.2539,0.0136
1.545,0.4015,1.01,0.4385,0.2521,0.0514
1.555,0.3967,1.01,0.2659,0.2522,0.0446
1.565,0.3919,1.01,0.4733,0.2533,0.0561
1.575,0.3871,1.01,-0.0391,0.2507,0.0106
1.585,0.3825,1.01,-0.0774,0.2538,0.0271
1.595,0.378,1.01,0.1788,0.2562,0.0223
1.605,0.3735,1.01,-0.3434,0.2564,0.0594
1.615,0.3691,1.01,0.0441,0.2589,0.0304
1.625,0.3648,1.01,0.0765,0.2646,0.0175
1.635,0.3605,1.01,-0.2189,0.2683,0.0583
1.645,0.3563,1.01,0.113,0.2745,0.017
1.655,0.3522,1.01,-0.0763,0.2793,0.0243
1.665,0.3482,1.01,0.1147,0.2845,0.0212
1.675,0.3443,1.01,-0.084,0.2912,0.031
1.685,0.3404,1.01,0.5567,0.3006,0.0749
1.695,0.3365,1.01,0.32,0.2994,0.0526
1.705,0.3328,1.01,0.0966,0.2963,0.0266
1.715,0.329,1.01,0.8094,0.2951,0.1136
1.725,0.3254,1.01,0.3544,0.2914,0.0458
1.735,0.3218,1.01,0.5111,0.291,0.0649
1.745,0.3183,1.01,0.4784,0.2918,0.0586
1.755,0.3148,1.01,0.4924,0.2903,0.0593
1.765,0.3114,1.01,-0.0985,0.2891,0.0468
1.775,0.308,1.01,0.2544,0.2902,0.0335
1.785,0.3047,1.01,0.0043,0.2859,0.0291
1.795,0.3015,1.01,0.1357,0.2877,0.0239
1.805,0.2983,1.01,0.1844,0.288,0.0526
1.815,0.2951,1.01,0.4001,0.2905,0.0561
1.825,0.292,1.01,0.2326,0.29,0.0289
1.835,0.2889,1.01,0.1064,0.291,0.0479
1.845,0.2859,1.01,0.4356,0.2896,0.0661
1.855,0.283,1.01,0.0406,0.2941,0.0112
1.865,0.2801,1.01,0.2911,0.2929,0.0373
1.875,0.2772,1.01,-0.453,0.2966,0.0567
1.885,0.2743,1.01,0.8591,0.2971,0.0978
1.895,0.2716,1.01,0.1519,0.2979,0.0532
1.905,0.2688,1.01,0.721,0.3019,0.0865
1.915,0.2661,1.01,0.372,0.3014,0.0981
1.925,0.2634,1.01,0.6497,0.2995,0.0825
1.935,0.2608,1.01,-0.016,0.3042,0.0172
1.945,0.2582,1.01,0.3167,0.3002,0.0393
1.955,0.2557,1.01,-0.21,0.2986,0.0224
1.965,0.2532,1.01,0.1692,0.2962,0.0241
1.975,0.2507,1.01,-0.316,0.2966,0.0354
1.985,0.2482,1.01,-0.2697,0.301,0.0364
1.995,0.2458,1.01,0.0434,0.3024,0.017
2.005,0.2435,1.01,-0.5637,0.3069,0.0639
2.015,0.2411,1.01,0.5451,0.309,0.0875
2.025,0.2388,1.01,0.6396,0.3121,0.0782
2.035,0.2366,1.01,-0.0736,0.3175,0.0203
2.045,0.2343,1.01,0.4367,0.317,0.0727
2.055,0.2321,1.01,0.0462,0.3151,0.0147
2.065,0.2299,1.01,-0.0936,0.3142,0.0362
2.075,0.2278,1.01,0.4996,0.3113,0.0612
2.085,0.2257,1.01,0.3684,0.3101,0.0509
2.095,0.2236,1.01,0.5232,0.311,0.0736
2.105,0.2215,1.01,-0.4244,0.3134,0.0482
2.115,0.2195,1.01,0.565,0.3147,0.0987
2.125,0.2175,1.01,0.3902,0.3175,0.0605
2.135,0.2155,1.01,-0.0086,0.3148,0.0781
2.145,0.2136,1.01,0.2797,0.3175,0.0334
2.155,0.2116,1.01,0.517,0.3177,0.0588
2.165,0.2097,1.01,0.506,0.3156,0.0711
2.175,0.2079,1.01,0.0492,0.3148,0.0197
2.185,0.206,1.01,0.3766,0.3172,0.066
2.195,0.2042,1.01,-0.0297,0.3184,0.0218
2.205,0.2024,1.01,-0.0619,0.3212,0.0647
2.215,0.2006,1.01,-0.5363,0.3224,0.0709
2.225,0.1989,1.01,0.1372,0.3284,0.0215
2.235,0.1971,1.01,0.3117,0.3406,0.0774
2.245,0.1954,1.01,0.1657,0.35,0.0358
2.255,0.1937,1.01,0.7038,0.3576,0.0853
2.265,0.1921,1.01,-0.0655,0.3613,0.0161
2.275,0.1904,1.01,0.0443,0.3648,0.0181
2.285,0.1888,1.01,-0.1663,0.3636,0.0586
2.295,0.1872,1.01,-0.2142,0.3586,0.045
2.305,0.1856,1.01,-0.3708,0.3563,0.0543
2.315,0.1841,1.01,-0.1293,0.3591,0.021
2.325,0.1825,1.01,-0.1996,0.3633,0.0247
2.335,0.181,1.01,-0.2576,0.3645,0.0564
2.345,0.1795,1.01,0.3429,0.3663,0.0532
2.355,0.178,1.01,0.1211,0.3722,0.0483
2.365,0.1765,1.01,-0.3119,0.3701,0.0462
2.375,0.1751,1.01,0.3773,0.3709,0.0459
2.385,0.1736,1.01,0.7065,0.3729,0.1029
2.395,0.1722,1.01,-0.1711,0.3792,0.0351
2.405,0.1708,1.01,0.1737,0.3802,0.0536
2.415,0.1694,1.01,0.7962,0.3792,0.0948
2.425,0.1681,1.01,0.2516,0.3776,0.0383
2.435,0.1667,1.01,-0.7206,0.3802,0.0828
2.445,0.1654,1.01,0.6142,0.3837,0.0715
2.455,0.1641,1.01,0.4948,0.3873,0.0588
2.465,0.1628,1.01,0.0309,0.3765,0.0469
2.475,0.1615,1.01,-0.3796,0.3824,0.0531
2.485,0.1602,1.01,0.1548,0.3788,0.0641
2.495,0.159,1.01,0.7003,0.3761,0.1136
2.505,0.1577,1.01,0.2792,0.3801,0.0371
2.515,0.1565,1.01,0.1706,0.3787,0.1036
2.525,0.1553,1.01,0.2548,0.3849,0.0628
2.535,0.1541,1.01,0.9958,0.3881,0.1155
2.545,0.1529,1.01,0.1438,0.3772,0.0456
2.555,0.1517,1.01,0.4258,0.3839,0.0599
2.565,0.1506,1.01,0.4438,0.3879,0.0803
2.575,0.1494,1.01,0.0607,0.3826,0.0245
2.585,0.1483,1.01,-0.2811,0.3848,0.0323
2.595,0.1472,1.01,-0.0116,0.3764,0.0148
