W,x,Q2,g1/F1,dg1/F1(stat),dg1/F1(sys)
1.225,0.7681,2.05,0.3482,0.5056,0.112
1.235,0.7611,2.05,0.5359,0.491,0.1083
1.245,0.7541,2.05,-0.3047,0.4816,0.0944
1.255,0.7473,2.05,0.4813,0.4753,0.0978
1.265,0.7405,2.05,-0.5656,0.4725,0.1211
1.275,0.7337,2.05,-0.2078,0.4675,0.0608
1.285,0.7271,2.05,-0.0107,0.4734,0.056
1.295,0.7205,2.05,-0.5152,0.4677,0.1153
1.305,0.714,2.05,-0.3362,0.4604,0.13
1.315,0.7075,2.05,0.6037,0.4574,0.0968
1.325,0.7011,2.05,1.4028,0.4631,0.1509
1.335,0.6948,2.05,-0.1591,0.4549,0.0762
1.345,0.6885,2.05,0.3788,0.4522,0.1358
1.355,0.6824,2.05,0.2849,0.4451,0.0696
1.365,0.6762,2.05,0.0864,0.4477,0.1052
1.375,0.6702,2.05,0.2133,0.4481,0.0732
1.385,0.6642,2.05,0.1583,0.4429,0.0959
1.395,0.6583,2.05,0.1761,0.4394,0.1197
1.405,0.6524,2.05,0.1784,0.4386,0.1145
1.415,0.6466,2.05,0.0669,0.4342,0.0551
1.425,0.6408,2.05,-0.1398,0.4305,0.0572
1.435,0.6352,2.05,0.5682,0.4213,0.1241
1.445,0.6295,2.05,0.4921,0.4067,0.0785
1.455,0.624,2.05,-0.1654,0.3996,0.0607
1.465,0.6185,2.05,0.3544,0.3979,0.0561
1.475,0.6131,2.05,-0.0877,0.4029,0.1025
1.485,0.6077,2.05,-0.1441,0.4055,0.0553
1.495,0.6024,2.05,0.1637,0.4001,0.0684
1.505,0.5971,2.05,0.5462,0.3732,0.1481
1.515,0.5919,2.05,0.4113,0.3534,0.0949
1.525,0.5867,2.05,0.5298,0.3399,0.0591
1.535,0.5816,2.05,0.5579,0.3292,0.0964
1.545,0.5766,2.05,0.1413,0.3253,0.0455
1.555,0.5716,2.05,0.2461,0.315,0.0961
1.565,0.5667,2.05,0.7706,0.3103,0.1046
1.575,0.5618,2.05,-0.2799,0.3111,0.0518
1.585,0.557,2.05,0.1258,0.3023,0.0761
1.595,0.5522,2.05,0.5694,0.2975,0.0761
1.605,0.5475,2.05,0.0227,0.2908,0.0684
1.615,0.5428,2.05,0.688,0.2848,0.0743
1.625,0.5382,2.05,0.5276,0.2837,0.0618
1.635,0.5336,2.05,0.0494,0.2775,0.0942
1.645,0.5291,2.05,0.3825,0.2736,0.0752
1.655,0.5247,2.05,-0.0243,0.2739,0.036
1.665,0.5202,2.05,0.284,0.2701,0.04
1.675,0.5159,2.05,0.2807,0.2764,0.0428
1.685,0.5115,2.05,0.4704,0.2802,0.0873
1.695,0.5073,2.05,0.4578,0.2803,0.0643
1.705,0.503,2.05,0.5151,0.2744,0.0879
1.715,0.4988,2.05,-0.0269,0.266,0.081
1.725,0.4947,2.05,0.4257,0.2589,0.0552
1.735,0.4906,2.05,0.5657,0.2586,0.0797
1.745,0.4866,2.05,1.0242,0.2507,0.1101
1.755,0.4825,2.05,0.2883,0.2496,0.0427
1.765,0.4786,2.05,0.3817,0.2484,0.0646
1.775,0.4747,2.05,0.5123,0.2462,0.0638
1.785,0.4708,2.05,0.1337,0.2447,0.053
1.795,0.4669,2.05,-0.1315,0.2427,0.0622
1.805,0.4631,2.05,0.2769,0.2419,0.0362
1.815,0.4594,2.05,0.8435,0.2425,0.0979
1.825,0.4557,2.05,0.2936,0.2413,0.0704
1.835,0.452,2.05,0.3623,0.2369,0.0435
1.845,0.4484,2.05,0.7058,0.234,0.0752
1.855,0.4448,2.05,0.6811,0.2314,0.0792
1.865,0.4412,2.05,0.4025,0.2271,0.0577
1.875,0.4377,2.05,0.5213,0.2239,0.0607
1.885,0.4342,2.05,0.5918,0.2189,0.0644
1.895,0.4307,2.05,0.2313,0.2156,0.0531
1.905,0.4273,2.05,0.472,0.2163,0.0621
1.915,0.4239,2.05,-0.2283,0.2132,0.0757
1.925,0.4206,2.05,0.04,0.2132,0.0317
1.935,0.4173,2.05,0.4188,0.2109,0.0481
1.945,0.414,2.05,-0.079,0.2124,0.0315
1.955,0.4108,2.05,0.2889,0.2109,0.0512
1.965,0.4076,2.05,-0.0281,0.2132,0.0446
1.975,0.4044,2.05,0.0945,0.2129,0.0323
1.985,0.4013,2.05,-0.1108,0.2136,0.0338
1.995,0.3982,2.05,0.0097,0.2133,0.0435
2.005,0.3951,2.05,0.3481,0.2098,0.0608
2.015,0.3921,2.05,0.3725,0.2074,0.0852
2.025,0.3891,2.05,0.2454,0.2093,0.0389
2.035,0.3861,2.05,0.1841,0.2093,0.0476
2.045,0.3832,2.05,-0.1028,0.2089,0.0478
2.055,0.3802,2.05,0.1521,0.2041,0.0396
2.065,0.3774,2.05,0.3853,0.2039,0.0679
2.075,0.3745,2.05,0.1014,0.2042,0.0371
2.085,0.3717,2.05,0.0782,0.2018,0.0406
2.095,0.3689,2.05,0.2309,0.2029,0.0618
2.105,0.3661,2.05,0.3431,0.1991,0.0493
2.115,0.3634,2.05,0.0088,0.1978,0.0368
2.125,0.3607,2.05,0.4539,0.196,0.0591
2.135,0.358,2.05,0.1495,0.1939,0.0303
2.145,0.3553,2.05,0.3363,0.1919,0.0391
2.155,0.3527,2.05,0.0841,0.1883,0.0315
2.165,0.3501,2.05,0.1506,0.1853,0.0414
2.175,0.3475,2.05,0.0557,0.1841,0.0526
2.185,0.345,2.05,-0.0701,0.183,0.0291
2.195,0.3424,2.05,0.1348,0.1833,0.0338
2.205,0.3399,2.05,0.5033,0.1828,0.0625
2.215,0.3375,2.05,0.2283,0.1824,0.029
2.225,0.335,2.05,0.1597,0.182,0.0523
2.235,0.3326,2.05,0.164,0.1805,0.0454
2.245,0.3302,2.05,0.0928,0.1788,0.074
2.255,0.3278,2.05,0.0862,0.1761,0.0402
2.265,0.3255,2.05,0.2993,0.1741,0.036
2.275,0.3231,2.05,0.186,0.1701,0.0517
2.285,0.3208,2.05,0.2297,0.1677,0.0556
2.295,0.3186,2.05,0.0078,0.1677,0.0351
2.305,0.3163,2.05,0.5534,0.1665,0.0695
2.315,0.3141,2.05,0.2767,0.1656,0.0644
2.325,0.3118,2.05,0.1525,0.1646,0.0433
2.335,0.3096,2.05,0.3561,0.164,0.0511
2.345,0.3075,2.05,0.2618,0.1632,0.034
2.355,0.3053,2.05,-0.0122,0.1618,0.0329
2.365,0.3032,2.05,0.2978,0.1628,0.0422
2.375,0.3011,2.05,0.4047,0.1598,0.0643
2.385,0.299,2.05,0.1566,0.1585,0.0516
2.395,0.2969,2.05,0.3127,0.1562,0.0408
2.405,0.2949,2.05,0.0102,0.1547,0.0333
2.415,0.2928,2.05,0.0033,0.1538,0.0272
2.425,0.2908,2.05,0.051,0.1539,0.0318
2.435,0.2888,2.05,0.3082,0.1516,0.0351
2.445,0.2869,2.05,-0.0968,0.1522,0.0347
2.455,0.2849,2.05,0.0174,0.1508,0.0233
2.465,0.283,2.05,0.2038,0.1509,0.0326
2.475,0.2811,2.05,0.027,0.1497,0.0445
2.485,0.2792,2.05,-0.0278,0.1481,0.0371
2.495,0.2773,2.05,0.0949,0.1457,0.039
2.505,0.2754,2.05,0.1056,0.1443,0.0369
2.515,0.2736,2.05,0.3832,0.1434,0.0427
2.525,0.2717,2.05,0.2819,0.1427,0.0354
2.535,0.2699,2.05,0.0644,0.1411,0.0337
2.545,0.2681,2.05,-0.0757,0.1409,0.0379
2.555,0.2664,2.05,0.3068,0.1395,0.0413
2.565,0.2646,2.05,0.2017,0.1385,0.0384
2.575,0.2629,2.05,0.082,0.1378,0.0302
2.585,0.2611,2.05,0.0373,0.1365,0.032
2.595,0.2594,2.05,0.0354,0.1354,0.029
1.085,0.892,2.44,1.66,2.0488,1.0037
1.095,0.8849,2.44,0.1629,1.4573,0.4387
1.105,0.8779,2.44,-1.7181,1.2187,0.4161
1.115,0.871,2.44,-2.6374,1.0877,0.4957
1.125,0.8641,2.44,2.6986,0.9928,0.5338
1.135,0.8572,2.44,-1.064,0.8844,0.1631
1.145,0.8504,2.44,1.1224,0.8585,0.1609
1.155,0.8436,2.44,0.7024,0.815,0.1227
1.165,0.8369,2.44,-0.6507,0.7767,0.131
1.175,0.8302,2.44,0.3337,0.7351,0.2384
1.185,0.8236,2.44,0.3996,0.7024,0.0927
1.195,0.8171,2.44,-0.3103,0.6588,0.1301
1.205,0.8105,2.44,0.2803,0.6306,0.1245
1.215,0.8041,2.44,-0.9977,0.5944,0.0921
1.225,0.7977,2.44,-0.0235,0.5775,0.0721
1.235,0.7913,2.44,-1.3315,0.5558,0.1821
1.245,0.785,2.44,-0.0853,0.5477,0.0442
1.255,0.7787,2.44,0.2605,0.53,0.1544
1.265,0.7725,2.44,-0.7767,0.53,0.1122
1.275,0.7664,2.44,-0.1585,0.5328,0.1748
1.285,0.7602,2.44,-0.8208,0.5359,0.1568
1.295,0.7542,2.44,0.0392,0.5359,0.0609
1.305,0.7482,2.44,0.1938,0.5233,0.119
1.315,0.7422,2.44,0.2959,0.5182,0.0818
1.325,0.7363,2.44,0.3543,0.5217,0.1124
1.335,0.7304,2.44,-0.1005,0.4958,0.0556
1.345,0.7246,2.44,0.1161,0.4838,0.0894
1.355,0.7189,2.44,0.7793,0.475,0.1412
1.365,0.7131,2.44,1.3235,0.4756,0.2667
1.375,0.7075,2.44,0.4444,0.4822,0.0526
1.385,0.7019,2.44,0.4128,0.4727,0.103
1.395,0.6963,2.44,0.0195,0.4738,0.095
1.405,0.6908,2.44,0.3333,0.4681,0.0801
1.415,0.6853,2.44,0.0065,0.47,0.0623
1.425,0.6799,2.44,-0.2183,0.4632,0.1062
1.435,0.6745,2.44,0.7113,0.4462,0.1126
1.445,0.6692,2.44,0.099,0.4391,0.1086
1.455,0.6639,2.44,0.4724,0.4369,0.0892
1.465,0.6587,2.44,0.8456,0.4369,0.1278
1.475,0.6535,2.44,0.1574,0.4423,0.2123
1.485,0.6483,2.44,0.3682,0.4476,0.0717
1.495,0.6432,2.44,1.0662,0.4444,0.2565
1.505,0.6382,2.44,1.0477,0.4268,0.1437
1.515,0.6332,2.44,0.2295,0.3982,0.0709
1.525,0.6282,2.44,1.0742,0.3743,0.1004
1.535,0.6233,2.44,1.1621,0.3655,0.1406
1.545,0.6185,2.44,0.483,0.3615,0.0898
1.555,0.6136,2.44,0.4443,0.3497,0.0803
1.565,0.6089,2.44,-0.0663,0.3484,0.0489
1.575,0.6041,2.44,-0.1506,0.3425,0.0775
1.585,0.5994,2.44,0.2312,0.3318,0.0572
1.595,0.5948,2.44,0.3722,0.3278,0.0629
1.605,0.5902,2.44,0.0502,0.3221,0.0593
1.615,0.5856,2.44,0.3142,0.3131,0.0724
1.625,0.5811,2.44,0.449,0.3109,0.0822
1.635,0.5766,2.44,-0.0437,0.3104,0.0561
1.645,0.5722,2.44,0.3549,0.3077,0.0861
1.655,0.5678,2.44,0.2817,0.3099,0.0442
1.665,0.5634,2.44,0.5443,0.3049,0.0705
1.675,0.5591,2.44,0.9685,0.3086,0.1097
1.685,0.5549,2.44,0.4191,0.3107,0.0948
1.695,0.5506,2.44,0.3689,0.312,0.0533
1.705,0.5464,2.44,0.6049,0.3032,0.1157
1.715,0.5423,2.44,0.0399,0.2938,0.0643
1.725,0.5382,2.44,0.6065,0.2838,0.1007
1.735,0.5341,2.44,0.6713,0.2792,0.0793
1.745,0.5301,2.44,0.1083,0.274,0.0486
1.755,0.5261,2.44,0.0674,0.2679,0.0467
1.765,0.5221,2.44,0.529,0.2652,0.0816
1.775,0.5182,2.44,0.4563,0.2608,0.0496
1.785,0.5143,2.44,0.5964,0.2622,0.08
1.795,0.5104,2.44,0.4014,0.2598,0.0756
1.805,0.5066,2.44,0.1812,0.262,0.0806
1.815,0.5028,2.44,0.3399,0.261,0.0436
1.825,0.4991,2.44,0.7132,0.2597,0.0663
1.835,0.4954,2.44,0.2833,0.2566,0.0701
1.845,0.4917,2.44,0.3189,0.2551,0.052
1.855,0.4881,2.44,0.4004,0.2493,0.0539
1.865,0.4845,2.44,0.3222,0.2467,0.0483
1.875,0.4809,2.44,0.5997,0.2437,0.0792
1.885,0.4774,2.44,0.1202,0.2427,0.0485
1.895,0.4738,2.44,0.0663,0.2401,0.0577
1.905,0.4704,2.44,0.453,0.2366,0.0619
1.915,0.4669,2.44,0.1994,0.2363,0.0714
1.925,0.4635,2.44,0.2015,0.2354,0.0439
1.935,0.4602,2.44,-0.1266,0.2344,0.0801
1.945,0.4568,2.44,0.4328,0.2321,0.0648
1.955,0.4535,2.44,0.3752,0.2302,0.0608
1.965,0.4502,2.44,0.4897,0.232,0.0495
1.975,0.447,2.44,0.3784,0.2282,0.0477
1.985,0.4438,2.44,0.0583,0.2276,0.0383
1.995,0.4406,2.44,0.6597,0.2239,0.0789
2.005,0.4374,2.44,0.452,0.2235,0.0482
2.015,0.4343,2.44,0.264,0.2191,0.0529
2.025,0.4312,2.44,0.2128,0.2193,0.0656
2.035,0.4281,2.44,0.2922,0.2158,0.0753
2.045,0.4251,2.44,0.1773,0.2151,0.0384
2.055,0.422,2.44,0.2651,0.2126,0.0661
2.065,0.4191,2.44,0.0659,0.2142,0.0448
2.075,0.4161,2.44,0.2933,0.2122,0.0459
2.085,0.4132,2.44,0.1707,0.2115,0.0595
2.095,0.4103,2.44,0.0825,0.2124,0.0443
2.105,0.4074,2.44,0.238,0.21,0.0554
2.115,0.4045,2.44,0.2706,0.2073,0.0505
2.125,0.4017,2.44,-0.0667,0.2074,0.0358
2.135,0.3989,2.44,0.5255,0.2049,0.0638
2.145,0.3961,2.44,0.338,0.2019,0.0385
2.155,0.3934,2.44,0.0982,0.199,0.027
2.165,0.3907,2.44,0.2458,0.1968,0.0427
2.175,0.388,2.44,0.2255,0.1957,0.0417
2.185,0.3853,2.44,0.0062,0.1949,0.0504
2.195,0.3827,2.44,0.1129,0.1964,0.0427
2.205,0.38,2.44,0.0895,0.1963,0.0583
2.215,0.3774,2.44,0.3563,0.1948,0.0551
2.225,0.3749,2.44,0.5384,0.1947,0.0726
2.235,0.3723,2.44,0.203,0.1918,0.0409
2.245,0.3698,2.44,0.0961,0.1877,0.0362
2.255,0.3673,2.44,-0.1075,0.1841,0.0439
2.265,0.3648,2.44,0.0595,0.1808,0.0441
2.275,0.3623,2.44,0.2219,0.1773,0.0326
2.285,0.3599,2.44,0.2648,0.1721,0.0431
2.295,0.3575,2.44,0.3973,0.172,0.0492
2.305,0.3551,2.44,0.374,0.1716,0.0605
2.315,0.3527,2.44,0.179,0.17,0.0407
2.325,0.3504,2.44,0.0368,0.1667,0.0398
2.335,0.348,2.44,0.3105,0.1682,0.0439
2.345,0.3457,2.44,0.3516,0.1667,0.0549
2.355,0.3435,2.44,0.273,0.166,0.0311
2.365,0.3412,2.44,0.0396,0.1644,0.0312
2.375,0.3389,2.44,0.3713,0.1622,0.0439
2.385,0.3367,2.44,-0.0835,0.1595,0.0337
2.395,0.3345,2.44,0.3305,0.1581,0.0495
2.405,0.3323,2.44,0.3649,0.1546,0.0463
2.415,0.3302,2.44,0.0896,0.1544,0.0315
2.425,0.328,2.44,0.1325,0.1529,0.0406
2.435,0.3259,2.44,0.1144,0.1517,0.0289
2.445,0.3238,2.44,-0.0281,0.1495,0.028
2.455,0.3217,2.44,-0.103,0.1496,0.0276
2.465,0.3196,2.44,0.3828,0.1484,0.058
2.475,0.3175,2.44,0.1166,0.1479,0.0252
2.485,0.3155,2.44,0.3088,0.1467,0.0391
2.495,0.3135,2.44,0.2913,0.1465,0.0358
2.505,0.3115,2.44,0.1583,0.1447,0.0467
2.515,0.3095,2.44,0.1786,0.1437,0.0288
2.525,0.3075,2.44,0.0975,0.1625,0.0446
2.535,0.3056,2.44,0.2122,0.1624,0.0884
2.545,0.3037,2.44,0.411,0.143,0.0609
2.555,0.3017,2.44,0.3182,0.1422,0.07
1.085,0.9081,2.92,-0.9013,2.759,0.6528
1.095,0.902,2.92,-0.1619,1.8303,0.3125
1.105,0.8959,2.92,-0.9439,1.5185,0.3987
1.115,0.8898,2.92,-1.1603,1.3323,0.455
1.125,0.8838,2.92,0.7778,1.2071,0.2747
1.135,0.8778,2.92,-2.9483,1.0775,0.4432
1.145,0.8718,2.92,-1.3468,1.1125,0.2708
1.155,0.8659,2.92,-1.4875,1.0565,0.307
1.165,0.86,2.92,2.0976,1.0076,0.5745
1.175,0.8541,2.92,-0.3411,0.9363,0.133
1.185,0.8482,2.92,-1.8838,0.8864,0.4208
1.195,0.8424,2.92,0.1648,0.8219,0.1223
1.205,0.8366,2.92,-0.0937,0.7896,0.1311
1.215,0.8308,2.92,0.3486,0.7115,0.2999
1.225,0.8251,2.92,-1.2458,0.6735,0.2878
1.235,0.8194,2.92,0.1816,0.666,0.1848
1.245,0.8138,2.92,0.3543,0.652,0.1062
1.255,0.8081,2.92,0.7563,0.6321,0.1479
1.265,0.8025,2.92,-0.8866,0.6452,0.1502
1.275,0.797,2.92,-0.0355,0.6451,0.08
1.285,0.7914,2.92,0.3548,0.6533,0.1089
1.295,0.7859,2.92,0.8259,0.637,0.1396
1.305,0.7805,2.92,-0.5469,0.6243,0.0919
1.315,0.775,2.92,0.1332,0.6097,0.1592
1.325,0.7697,2.92,-0.4319,0.6116,0.1668
1.335,0.7643,2.92,0.4273,0.5929,0.1127
1.345,0.759,2.92,-0.6166,0.5848,0.0739
1.355,0.7537,2.92,1.3544,0.5668,0.1387
1.365,0.7484,2.92,0.2048,0.5637,0.169
1.375,0.7432,2.92,-0.6213,0.5705,0.1253
1.385,0.738,2.92,1.1286,0.5506,0.173
1.395,0.7329,2.92,0.2022,0.538,0.1137
1.405,0.7278,2.92,0.689,0.5302,0.2177
1.415,0.7227,2.92,0.2467,0.5159,0.1412
1.425,0.7176,2.92,0.0555,0.5031,0.0632
1.435,0.7126,2.92,0.5441,0.4966,0.1185
1.445,0.7077,2.92,0.5626,0.4728,0.132
1.455,0.7027,2.92,-0.6328,0.475,0.1115
1.465,0.6978,2.92,0.9523,0.4699,0.1252
1.475,0.6929,2.92,-0.0556,0.481,0.1381
1.485,0.6881,2.92,0.2127,0.4901,0.06
1.495,0.6833,2.92,0.1092,0.4728,0.1179
1.505,0.6785,2.92,-0.3152,0.4649,0.0909
1.515,0.6738,2.92,0.075,0.4417,0.043
1.525,0.6691,2.92,0.7034,0.4094,0.1152
1.535,0.6645,2.92,0.7023,0.4033,0.0943
1.545,0.6598,2.92,-0.1476,0.4039,0.0795
1.555,0.6553,2.92,0.3787,0.4,0.0832
1.565,0.6507,2.92,0.9375,0.3933,0.1361
1.575,0.6462,2.92,0.5148,0.3868,0.1033
1.585,0.6417,2.92,0.7686,0.375,0.109
1.595,0.6372,2.92,-0.6172,0.3731,0.0968
1.605,0.6328,2.92,-0.0095,0.3684,0.0472
1.615,0.6284,2.92,0.2414,0.3503,0.0452
1.625,0.6241,2.92,0.0996,0.3488,0.0581
1.635,0.6198,2.92,0.3061,0.3471,0.0625
1.645,0.6155,2.92,0.547,0.3465,0.0912
1.655,0.6112,2.92,0.4848,0.3458,0.1182
1.665,0.607,2.92,-0.0115,0.343,0.0784
1.675,0.6028,2.92,0.6387,0.3417,0.1195
1.685,0.5987,2.92,0.543,0.3463,0.0856
1.695,0.5945,2.92,0.1384,0.3438,0.1337
1.705,0.5905,2.92,0.1202,0.3365,0.0648
1.715,0.5864,2.92,0.3463,0.3247,0.0521
1.725,0.5824,2.92,0.1126,0.3183,0.057
1.735,0.5784,2.92,0.5305,0.3157,0.091
1.745,0.5744,2.92,-0.2011,0.3117,0.051
1.755,0.5705,2.92,0.7103,0.3062,0.0822
1.765,0.5666,2.92,0.6253,0.305,0.0928
1.775,0.5627,2.92,0.708,0.3049,0.1096
1.785,0.5589,2.92,0.4271,0.3013,0.0659
1.795,0.5551,2.92,-0.0582,0.296,0.0886
1.805,0.5513,2.92,0.3112,0.2972,0.0466
1.815,0.5476,2.92,-0.3096,0.2973,0.076
1.825,0.5439,2.92,0.0259,0.2933,0.0799
1.835,0.5402,2.92,0.1951,0.2922,0.0635
1.845,0.5365,2.92,0.5212,0.288,0.0728
1.855,0.5329,2.92,0.6398,0.2831,0.0937
1.865,0.5293,2.92,0.2223,0.278,0.0689
1.875,0.5258,2.92,-0.0073,0.2745,0.0683
1.885,0.5222,2.92,0.0567,0.2702,0.0656
1.895,0.5187,2.92,-0.1813,0.2697,0.0896
1.905,0.5152,2.92,0.468,0.2677,0.0728
1.915,0.5118,2.92,0.3454,0.2626,0.0612
1.925,0.5084,2.92,0.2453,0.2637,0.0595
1.935,0.505,2.92,0.1153,0.2623,0.0717
1.945,0.5016,2.92,-0.0532,0.2609,0.0466
1.955,0.4983,2.92,-0.0684,0.2547,0.0473
1.965,0.495,2.92,0.3089,0.2508,0.0504
1.975,0.4917,2.92,0.3101,0.2479,0.0461
1.985,0.4884,2.92,0.3144,0.2484,0.0544
1.995,0.4852,2.92,-0.1533,0.2412,0.0388
2.005,0.482,2.92,0.511,0.2402,0.0691
2.015,0.4788,2.92,0.2396,0.2332,0.0568
2.025,0.4757,2.92,0.5409,0.2307,0.0844
2.035,0.4725,2.92,0.2063,0.2275,0.0337
2.045,0.4694,2.92,0.2444,0.2248,0.0483
2.055,0.4664,2.92,-0.1766,0.2213,0.0553
2.065,0.4633,2.92,0.4182,0.2196,0.068
2.075,0.4603,2.92,0.0896,0.219,0.0349
2.085,0.4573,2.92,0.42,0.2199,0.0625
2.095,0.4543,2.92,0.3044,0.2183,0.06
2.105,0.4514,2.92,0.4732,0.219,0.0578
2.115,0.4484,2.92,0.4062,0.2172,0.0512
2.125,0.4455,2.92,0.3518,0.2098,0.0848
2.135,0.4427,2.92,0.2124,0.2067,0.0377
2.145,0.4398,2.92,0.021,0.2037,0.0533
2.155,0.437,2.92,0.2024,0.2001,0.0486
2.165,0.4342,2.92,0.2396,0.1991,0.0474
2.175,0.4314,2.92,-0.0024,0.2004,0.0282
2.185,0.4286,2.92,0.1345,0.1987,0.0463
2.195,0.4259,2.92,0.4592,0.1991,0.1128
2.205,0.4232,2.92,0.4421,0.199,0.0519
2.215,0.4205,2.92,0.5426,0.1986,0.0713
2.225,0.4178,2.92,0.3461,0.198,0.056
2.235,0.4152,2.92,-0.2787,0.1934,0.0708
2.245,0.4125,2.92,0.5237,0.1892,0.0755
2.255,0.4099,2.92,0.3093,0.1885,0.0499
2.265,0.4073,2.92,0.4442,0.1837,0.0552
2.275,0.4048,2.92,0.3278,0.1827,0.0427
2.285,0.4022,2.92,0.1208,0.1788,0.0448
2.295,0.3997,2.92,0.4653,0.1789,0.0661
2.305,0.3972,2.92,0.158,0.1793,0.0358
2.315,0.3947,2.92,0.3158,0.1782,0.0649
2.325,0.3923,2.92,0.1869,0.1757,0.0494
2.335,0.3898,2.92,0.3377,0.1768,0.0734
2.345,0.3874,2.92,0.4619,0.1759,0.0514
2.355,0.385,2.92,0.2325,0.1753,0.0612
2.365,0.3826,2.92,0.2472,0.1736,0.0443
2.375,0.3803,2.92,0.2303,0.1733,0.04
2.385,0.3779,2.92,0.0862,0.1736,0.0319
2.395,0.3756,2.92,0.3635,0.1737,0.0465
2.405,0.3733,2.92,0.0502,0.1724,0.0296
2.415,0.371,2.92,0.2104,0.1746,0.0459
2.425,0.3687,2.92,-0.0247,0.174,0.0249
2.435,0.3665,2.92,0.3861,0.1761,0.062
2.445,0.3643,2.92,0.2215,0.1771,0.0567
2.455,0.362,2.92,0.1378,0.1763,0.0621
2.465,0.3598,2.92,-0.0295,0.1759,0.027
2.475,0.3577,2.92,0.1186,0.1746,0.0489
1.085,0.9217,3.48,-5.2175,3.9615,2.3971
1.095,0.9164,3.48,6.1248,2.4269,2.0551
1.105,0.9112,3.48,0.5147,1.9455,0.2727
1.115,0.9059,3.48,2.2403,1.8405,0.4579
1.125,0.9006,3.48,2.0655,1.6699,0.6553
1.135,0.8954,3.48,0.4605,1.5818,0.2788
1.145,0.8902,3.48,1.6629,1.6426,0.3284
1.155,0.885,3.48,-2.5693,1.5571,0.76
1.165,0.8798,3.48,-0.5578,1.598,0.3509
1.175,0.8746,3.48,-0.1141,1.5204,0.5072
1.185,0.8695,3.48,-0.5842,1.3069,0.1981
1.195,0.8643,3.48,-1.0564,1.2279,0.2096
1.205,0.8592,3.48,-0.0511,1.1448,0.2252
1.215,0.8541,3.48,0.4611,1.0379,0.2447
1.225,0.849,3.48,0.8707,0.9982,0.2752
1.235,0.8439,3.48,-0.8346,0.9608,0.1219
1.245,0.8389,3.48,-0.6659,0.9364,0.4287
1.255,0.8339,3.48,1.3577,0.9878,0.3017
1.265,0.8289,3.48,-1.2187,0.9556,0.3169
1.275,0.8239,3.48,1.3717,0.9868,0.2408
1.285,0.8189,3.48,-0.05,0.935,0.2461
1.295,0.814,3.48,0.9321,0.9585,0.2028
1.305,0.8091,3.48,-0.2292,0.9277,0.1986
1.315,0.8042,3.48,-0.8796,0.9055,0.1932
1.325,0.7993,3.48,1.1301,0.9008,0.4069
1.335,0.7944,3.48,1.2285,0.8686,0.2498
1.345,0.7896,3.48,-1.51,0.8533,0.2785
1.355,0.7848,3.48,-1.1637,0.8866,0.2821
1.365,0.78,3.48,1.2872,0.8369,0.1627
1.375,0.7752,3.48,-0.9956,0.8048,0.2414
1.385,0.7705,3.48,1.2451,0.7931,0.1917
1.395,0.7658,3.48,-0.2251,0.7767,0.0734
1.405,0.7611,3.48,0.303,0.7207,0.1969
1.415,0.7564,3.48,0.3426,0.6803,0.1564
1.425,0.7518,3.48,0.7015,0.6466,0.1246
1.435,0.7472,3.48,0.8534,0.6592,0.127
1.445,0.7426,3.48,0.733,0.6356,0.1172
1.455,0.738,3.48,-0.0352,0.6219,0.1188
1.465,0.7335,3.48,0.8628,0.6085,0.2384
1.475,0.729,3.48,0.3137,0.6085,0.1761
1.485,0.7245,3.48,0.5744,0.6246,0.1772
1.495,0.72,3.48,0.0343,0.6237,0.085
1.505,0.7156,3.48,0.3863,0.5937,0.0759
1.515,0.7111,3.48,0.5229,0.5857,0.0793
1.525,0.7068,3.48,0.0887,0.5482,0.0923
1.535,0.7024,3.48,-0.4426,0.5423,0.0727
1.545,0.6981,3.48,0.4755,0.5551,0.0764
1.555,0.6937,3.48,-0.3896,0.5538,0.1472
1.565,0.6895,3.48,0.1459,0.5597,0.1336
1.575,0.6852,3.48,1.0882,0.5416,0.1421
1.585,0.681,3.48,-0.4338,0.5311,0.1198
1.595,0.6767,3.48,0.4201,0.5252,0.0914
1.605,0.6726,3.48,-0.1518,0.5057,0.0544
1.615,0.6684,3.48,0.0532,0.4775,0.0473
1.625,0.6643,3.48,0.5113,0.4599,0.0728
1.635,0.6602,3.48,0.7021,0.4483,0.1083
1.645,0.6561,3.48,0.7519,0.4487,0.1018
1.655,0.652,3.48,0.8934,0.4398,0.1463
1.665,0.648,3.48,0.6027,0.4268,0.0831
1.675,0.644,3.48,0.5394,0.4264,0.0788
1.685,0.64,3.48,1.0455,0.4448,0.1891
1.695,0.636,3.48,0.0571,0.4379,0.0474
1.705,0.6321,3.48,0.2338,0.4322,0.0765
1.715,0.6282,3.48,1.0243,0.4144,0.139
1.725,0.6243,3.48,0.1779,0.4055,0.0604
1.735,0.6205,3.48,0.0613,0.3896,0.0356
1.745,0.6167,3.48,-0.1372,0.3934,0.0836
1.755,0.6129,3.48,0.5931,0.3876,0.071
1.765,0.6091,3.48,0.0853,0.3755,0.0561
1.775,0.6053,3.48,0.3672,0.3736,0.0669
1.785,0.6016,3.48,0.8808,0.3714,0.1283
1.795,0.5979,3.48,0.3983,0.3677,0.0933
1.805,0.5942,3.48,0.7571,0.3768,0.1302
1.815,0.5906,3.48,-0.1965,0.3727,0.0897
1.825,0.587,3.48,0.4677,0.3683,0.1139
