x,Q2,W,Eb,g1,dg1(stat),dg1(sys),dg1(model),dg1(tot),g1/F1,dg1/F1(stat),dg1/F1(sys),dg1/F1(tot),A1,dA1(stat),dA1(sys),dA1(tot),Experiment
0.07289,0.04982,1.2303,,-0.374,0.1457,0.0212,,,,,,,,,,,CLAS_EG1b
0.06755,0.04951,1.25035,,-0.2054,0.1298,0.0196,,,,,,,,,,,CLAS_EG1b
0.063,0.04936,1.27047,,-0.0778,0.112,0.0162,,,,,,,,,,,CLAS_EG1b
0.05909,0.04933,1.29052,,-0.0684,0.094,0.0178,,,,,,,,,,,CLAS_EG1b
0.05553,0.04924,1.31047,,0.04662,0.0794,0.0231,,,,,,,,,,,CLAS_EG1b
0.05222,0.04903,1.33029,,-0.0623,0.0692,0.0308,,,,,,,,,,,CLAS_EG1b
0.04915,0.04875,1.35021,,-0.0617,0.0632,0.0391,,,,,,,,,,,CLAS_EG1b
0.04629,0.04841,1.37013,,0.04643,0.0597,0.0398,,,,,,,,,,,CLAS_EG1b
0.04368,0.04807,1.39006,,-0.0053,0.0579,0.0314,,,,,,,,,,,CLAS_EG1b
0.04132,0.04776,1.41001,,-0.0073,0.0576,0.0193,,,,,,,,,,,CLAS_EG1b
0.03921,0.04754,1.42995,,-0.1281,0.0585,0.0209,,,,,,,,,,,CLAS_EG1b
0.03719,0.04722,1.44988,,-0.0067,0.0608,0.0095,,,,,,,,,,,CLAS_EG1b
0.03526,0.04681,1.46984,,-0.1446,0.0642,0.0151,,,,,,,,,,,CLAS_EG1b
0.03345,0.0464,1.49017,,-0.0323,0.0668,0.024,,,,,,,,,,,CLAS_EG1b
0.03201,0.04633,1.51013,,-0.1859,0.0638,0.0218,,,,,,,,,,,CLAS_EG1b
0.03075,0.04638,1.53015,,-0.0591,0.0605,0.0104,,,,,,,,,,,CLAS_EG1b
0.02944,0.04621,1.55011,,-0.1209,0.0574,0.0155,,,,,,,,,,,CLAS_EG1b
0.02817,0.04596,1.57007,,-0.0815,0.0554,0.0203,,,,,,,,,,,CLAS_EG1b
0.02711,0.04594,1.59,,-0.135,0.0548,0.0171,,,,,,,,,,,CLAS_EG1b
0.02617,0.04601,1.60997,,-0.1038,0.0552,0.0111,,,,,,,,,,,CLAS_EG1b
0.02521,0.04596,1.62998,,-0.0985,0.0559,0.0095,,,,,,,,,,,CLAS_EG1b
0.0243,0.04589,1.64991,,-0.1377,0.0575,0.0131,,,,,,,,,,,CLAS_EG1b
0.02337,0.04568,1.66977,,-0.2097,0.0612,0.0218,,,,,,,,,,,CLAS_EG1b
0.02265,0.0458,1.68991,,-0.1336,0.0647,0.0183,,,,,,,,,,,CLAS_EG1b
0.02204,0.0461,1.71023,,-0.1705,0.0646,0.0331,,,,,,,,,,,CLAS_EG1b
0.02129,0.04596,1.72994,,-0.1372,0.0625,0.0261,,,,,,,,,,,CLAS_EG1b
0.0206,0.0459,1.74979,,0.05497,0.0689,0.0514,,,,,,,,,,,CLAS_EG1b
0.01994,0.04584,1.76979,,-0.129,0.0798,0.0394,,,,,,,,,,,CLAS_EG1b
0.01942,0.04605,1.78987,,-0.1212,0.0778,0.0511,,,,,,,,,,,CLAS_EG1b
0.01884,0.04597,1.8094,,-0.0756,0.0936,0.0629,,,,,,,,,,,CLAS_EG1b
0.0183,0.04594,1.82865,,-0.1777,0.1124,0.0891,,,,,,,,,,,CLAS_EG1b
0.01781,0.04572,1.84447,,-0.5964,0.1987,0.1208,,,,,,,,,,,CLAS_EG1b
0.01758,0.05099,1.93138,,0.89993,0.6173,0.0748,,,,,,,,,,,CLAS_EG1b
0.01721,0.05126,1.95132,,-0.096,0.4075,0.0313,,,,,,,,,,,CLAS_EG1b
0.01676,0.05121,1.971,,-0.4272,0.2881,0.0419,,,,,,,,,,,CLAS_EG1b
0.01624,0.05092,1.99086,,0.01461,0.2191,0.0318,,,,,,,,,,,CLAS_EG1b
0.01569,0.05045,2.01115,,-0.173,0.1621,0.0199,,,,,,,,,,,CLAS_EG1b
0.01509,0.04968,2.03044,,-0.0021,0.1294,0.0165,,,,,,,,,,,CLAS_EG1b
0.0144,0.04865,2.0519,,0.0284,0.1346,0.0179,,,,,,,,,,,CLAS_EG1b
0.01396,0.04821,2.0703,,-0.1649,0.1075,0.0212,,,,,,,,,,,CLAS_EG1b
0.01341,0.04741,2.09005,,-0.0322,0.1054,0.0224,,,,,,,,,,,CLAS_EG1b
0.01293,0.04679,2.10998,,-0.0128,0.1053,0.0297,,,,,,,,,,,CLAS_EG1b
0.01257,0.04654,2.12995,,-0.1288,0.1143,0.0386,,,,,,,,,,,CLAS_EG1b
0.0122,0.04621,2.14965,,-0.049,0.1201,0.0501,,,,,,,,,,,CLAS_EG1b
0.0114,0.04372,2.16129,,-0.3502,0.4258,0.0648,,,,,,,,,,,CLAS_EG1b
0.1929,0.06597,1.07497,,-0.0616,0.056,0.0198,,,,,,,,,,,CLAS_EG1b
0.17869,0.06711,1.09009,,-0.0175,0.0312,0.0037,,,,,,,,,,,CLAS_EG1b
0.15961,0.0671,1.11044,,-0.0093,0.0302,0.0047,,,,,,,,,,,CLAS_EG1b
0.14408,0.06682,1.12987,,-0.0382,0.031,0.005,,,,,,,,,,,CLAS_EG1b
0.13124,0.06677,1.14962,,0.03335,0.0354,0.0083,,,,,,,,,,,CLAS_EG1b
0.12017,0.0667,1.1696,,-0.1239,0.0425,0.0114,,,,,,,,,,,CLAS_EG1b
0.11065,0.06667,1.18974,,-0.2911,0.0495,0.0165,,,,,,,,,,,CLAS_EG1b
0.10231,0.0666,1.20995,,-0.4502,0.0535,0.0207,,,,,,,,,,,CLAS_EG1b
0.09484,0.06638,1.2301,,-0.3628,0.053,0.018,,,,,,,,,,,CLAS_EG1b
0.08805,0.06598,1.25016,,-0.3027,0.05,0.0166,,,,,,,,,,,CLAS_EG1b
0.08205,0.06558,1.27016,,-0.2455,0.0464,0.017,,,,,,,,,,,CLAS_EG1b
0.07679,0.06529,1.29013,,-0.0417,0.0432,0.0168,,,,,,,,,,,CLAS_EG1b
0.07226,0.06518,1.31008,,0.00829,0.0408,0.0198,,,,,,,,,,,CLAS_EG1b
0.06829,0.0652,1.33005,,0.02238,0.0392,0.0242,,,,,,,,,,,CLAS_EG1b
0.06471,0.06525,1.35,,0.02368,0.0384,0.0284,,,,,,,,,,,CLAS_EG1b
0.0614,0.06524,1.36995,,0.00011,0.0383,0.0277,,,,,,,,,,,CLAS_EG1b
0.05831,0.06517,1.38991,,-0.0443,0.039,0.0212,,,,,,,,,,,CLAS_EG1b
0.05553,0.06517,1.40989,,-0.026,0.0405,0.013,,,,,,,,,,,CLAS_EG1b
0.05316,0.06542,1.42987,,-0.0725,0.0425,0.0078,,,,,,,,,,,CLAS_EG1b
0.05096,0.06566,1.44986,,-0.058,0.045,0.0088,,,,,,,,,,,CLAS_EG1b
0.04877,0.06567,1.46983,,-0.0801,0.0481,0.0141,,,,,,,,,,,CLAS_EG1b
0.04649,0.06539,1.49017,,-0.0213,0.0502,0.0172,,,,,,,,,,,CLAS_EG1b
0.04443,0.06514,1.51006,,-0.0367,0.0483,0.0156,,,,,,,,,,,CLAS_EG1b
0.04273,0.06525,1.53008,,0.0311,0.047,0.0128,,,,,,,,,,,CLAS_EG1b
0.04107,0.06525,1.55005,,0.00507,0.0457,0.0127,,,,,,,,,,,CLAS_EG1b
0.03946,0.06514,1.57001,,-0.079,0.0451,0.0107,,,,,,,,,,,CLAS_EG1b
0.03801,0.06516,1.58999,,-0.0033,0.0451,0.0085,,,,,,,,,,,CLAS_EG1b
0.03662,0.06511,1.60995,,-0.0267,0.0456,0.0054,,,,,,,,,,,CLAS_EG1b
0.03519,0.06481,1.62977,,-0.0113,0.0477,0.0093,,,,,,,,,,,CLAS_EG1b
0.03398,0.0648,1.6498,,-0.0809,0.0516,0.0089,,,,,,,,,,,CLAS_EG1b
0.03321,0.06561,1.67012,,-0.1974,0.0523,0.0152,,,,,,,,,,,CLAS_EG1b
0.03209,0.06555,1.69006,,-0.1187,0.0512,0.0114,,,,,,,,,,,CLAS_EG1b
0.03092,0.06525,1.71,,-0.1182,0.0503,0.0139,,,,,,,,,,,CLAS_EG1b
0.02991,0.06514,1.72979,,-0.0739,0.0521,0.0216,,,,,,,,,,,CLAS_EG1b
0.02912,0.06546,1.74971,,-0.0411,0.0581,0.0361,,,,,,,,,,,CLAS_EG1b
0.02854,0.06624,1.77026,,-0.0195,0.0556,0.0323,,,,,,,,,,,CLAS_EG1b
0.0277,0.06618,1.78965,,0.01966,0.0582,0.0693,,,,,,,,,,,CLAS_EG1b
0.02731,0.06729,1.81003,,-0.1242,0.0632,0.0355,,,,,,,,,,,CLAS_EG1b
0.0269,0.06825,1.82988,,-0.2172,0.0653,0.0409,,,,,,,,,,,CLAS_EG1b
0.02687,0.07018,1.84938,,-0.0365,0.0836,0.0194,,,,,,,,,,,CLAS_EG1b
0.02623,0.07052,1.87026,,-0.1618,0.0817,0.0139,,,,,,,,,,,CLAS_EG1b
0.02526,0.06979,1.89026,,-0.0946,0.0757,0.0149,,,,,,,,,,,CLAS_EG1b
0.02429,0.06895,1.91022,,-0.014,0.0707,0.0174,,,,,,,,,,,CLAS_EG1b
0.02328,0.06783,1.93014,,-0.0868,0.0672,0.0219,,,,,,,,,,,CLAS_EG1b
0.02237,0.06687,1.95006,,-0.065,0.0655,0.0271,,,,,,,,,,,CLAS_EG1b
0.02169,0.06655,1.97012,,-0.0245,0.0639,0.0303,,,,,,,,,,,CLAS_EG1b
0.02103,0.06619,1.99011,,-0.0109,0.0619,0.0273,,,,,,,,,,,CLAS_EG1b
0.02035,0.06567,2.01005,,0.04475,0.0606,0.0195,,,,,,,,,,,CLAS_EG1b
0.02012,0.06653,2.02931,,-0.072,0.0652,0.0138,,,,,,,,,,,CLAS_EG1b
0.01932,0.06544,2.04986,,-0.0989,0.0636,0.017,,,,,,,,,,,CLAS_EG1b
0.01888,0.06551,2.06989,,-0.0156,0.0675,0.0187,,,,,,,,,,,CLAS_EG1b
0.01842,0.06546,2.08989,,-0.0796,0.07,0.0184,,,,,,,,,,,CLAS_EG1b
0.01794,0.06526,2.10977,,-0.0268,0.0758,0.034,,,,,,,,,,,CLAS_EG1b
0.01751,0.06518,2.12972,,-0.0433,0.0804,0.0295,,,,,,,,,,,CLAS_EG1b
0.01703,0.06477,2.14867,,0.136,0.0971,0.0406,,,,,,,,,,,CLAS_EG1b
0.24588,0.09007,1.07495,,-0.0629,0.0324,0.0167,,,,,,,,,,,CLAS_EG1b
0.23276,0.0935,1.08984,,0.02814,0.0217,0.0055,,,,,,,,,,,CLAS_EG1b
0.20847,0.0931,1.11037,,-0.021,0.0215,0.0029,,,,,,,,,,,CLAS_EG1b
0.18998,0.09308,1.12972,,-0.0248,0.0222,0.0341,,,,,,,,,,,CLAS_EG1b
0.17349,0.09281,1.14956,,-0.0665,0.0259,0.0072,,,,,,,,,,,CLAS_EG1b
0.15968,0.09282,1.16952,,-0.1329,0.0317,0.0118,,,,,,,,,,,CLAS_EG1b
0.14755,0.09278,1.18967,,-0.2414,0.0379,0.0165,,,,,,,,,,,CLAS_EG1b
0.13701,0.09279,1.20985,,-0.3607,0.042,0.0204,,,,,,,,,,,CLAS_EG1b
0.12773,0.09279,1.22999,,-0.3498,0.0428,0.0188,,,,,,,,,,,CLAS_EG1b
0.11948,0.09274,1.25007,,-0.3149,0.0417,0.0173,,,,,,,,,,,CLAS_EG1b
0.11216,0.09272,1.27008,,-0.1277,0.0398,0.0142,,,,,,,,,,,CLAS_EG1b
0.10563,0.09273,1.29008,,-0.088,0.0379,0.0144,,,,,,,,,,,CLAS_EG1b
0.0999,0.09292,1.31008,,-0.0883,0.0361,0.0151,,,,,,,,,,,CLAS_EG1b
0.09465,0.09303,1.33005,,-0.0094,0.0347,0.017,,,,,,,,,,,CLAS_EG1b
0.08989,0.09317,1.35002,,0.02556,0.0338,0.0161,,,,,,,,,,,CLAS_EG1b
0.08544,0.09321,1.37,,0.0159,0.0333,0.0143,,,,,,,,,,,CLAS_EG1b
0.0813,0.09316,1.38998,,-0.006,0.0332,0.0101,,,,,,,,,,,CLAS_EG1b
0.07752,0.09318,1.40993,,0.05228,0.0338,0.0071,,,,,,,,,,,CLAS_EG1b
0.07415,0.09335,1.42988,,0.03293,0.0351,0.0066,,,,,,,,,,,CLAS_EG1b
0.07114,0.09367,1.44984,,0.0263,0.0372,0.0093,,,,,,,,,,,CLAS_EG1b
0.06835,0.09401,1.46983,,-0.0625,0.0399,0.016,,,,,,,,,,,CLAS_EG1b
0.06555,0.09411,1.49018,,0.0496,0.0415,0.0183,,,,,,,,,,,CLAS_EG1b
0.06299,0.09421,1.51011,,0.02934,0.0397,0.0177,,,,,,,,,,,CLAS_EG1b
0.06069,0.09447,1.53008,,0.01525,0.038,0.0167,,,,,,,,,,,CLAS_EG1b
0.05852,0.09471,1.55008,,0.02272,0.0366,0.016,,,,,,,,,,,CLAS_EG1b
0.05635,0.0947,1.57002,,0.05448,0.0357,0.0144,,,,,,,,,,,CLAS_EG1b
0.05425,0.09459,1.58997,,0.03755,0.0355,0.0127,,,,,,,,,,,CLAS_EG1b
0.05245,0.09482,1.60997,,0.04766,0.0358,0.0094,,,,,,,,,,,CLAS_EG1b
0.05079,0.09514,1.63002,,-0.0829,0.036,0.0056,,,,,,,,,,,CLAS_EG1b
0.04882,0.09462,1.65004,,-0.061,0.0358,0.0068,,,,,,,,,,,CLAS_EG1b
0.04699,0.09415,1.66998,,-0.107,0.036,0.007,,,,,,,,,,,CLAS_EG1b
0.04492,0.09285,1.68924,,-0.1429,0.0389,0.0088,,,,,,,,,,,CLAS_EG1b
0.04385,0.0938,1.71,,-0.0608,0.0364,0.0092,,,,,,,,,,,CLAS_EG1b
0.04272,0.09434,1.7301,,-0.0942,0.0358,0.0137,,,,,,,,,,,CLAS_EG1b
0.0413,0.09407,1.75015,,-0.0482,0.0344,0.0145,,,,,,,,,,,CLAS_EG1b
0.03983,0.09349,1.76991,,-0.067,0.0343,0.0149,,,,,,,,,,,CLAS_EG1b
0.03846,0.09298,1.78982,,0.00181,0.0358,0.0266,,,,,,,,,,,CLAS_EG1b
0.0373,0.09287,1.80993,,-0.051,0.0372,0.0207,,,,,,,,,,,CLAS_EG1b
0.03614,0.09253,1.82941,,0.03136,0.0404,0.0178,,,,,,,,,,,CLAS_EG1b
0.03529,0.09304,1.84997,,0.02098,0.0467,0.0138,,,,,,,,,,,CLAS_EG1b
0.03429,0.09294,1.86998,,-0.0322,0.0473,0.0141,,,,,,,,,,,CLAS_EG1b
0.03341,0.09308,1.88998,,-0.0557,0.0477,0.0163,,,,,,,,,,,CLAS_EG1b
0.03309,0.09484,1.9107,,-0.0495,0.0509,0.022,,,,,,,,,,,CLAS_EG1b
0.03185,0.09362,1.93003,,-0.1009,0.0474,0.0209,,,,,,,,,,,CLAS_EG1b
0.0309,0.0932,1.95,,-0.0253,0.0472,0.0239,,,,,,,,,,,CLAS_EG1b
0.03005,0.093,1.96999,,-0.0813,0.0473,0.0248,,,,,,,,,,,CLAS_EG1b
0.02927,0.0929,1.98996,,-0.0278,0.0478,0.0349,,,,,,,,,,,CLAS_EG1b
0.02841,0.0924,2.00986,,-0.0323,0.0492,0.0187,,,,,,,,,,,CLAS_EG1b
0.02773,0.09244,2.02984,,0.03911,0.0518,0.0159,,,,,,,,,,,CLAS_EG1b
0.0271,0.09256,2.04982,,0.01262,0.0548,0.016,,,,,,,,,,,CLAS_EG1b
0.02644,0.0925,2.06992,,-0.05,0.0583,0.0163,,,,,,,,,,,CLAS_EG1b
0.02616,0.09374,2.09008,,0.05099,0.0589,0.0199,,,,,,,,,,,CLAS_EG1b
0.02551,0.09353,2.10993,,-0.0415,0.0596,0.0213,,,,,,,,,,,CLAS_EG1b
0.02495,0.09359,2.12993,,-0.0163,0.0646,0.0258,,,,,,,,,,,CLAS_EG1b
0.02401,0.09159,2.14567,,-0.0959,0.0899,0.0298,,,,,,,,,,,CLAS_EG1b
0.01837,0.10352,2.53155,,-0.2968,0.5156,0.0419,,,,,,,,,,,CLAS_EG1b
0.01819,0.10432,2.55158,,0.42387,0.3301,0.0264,,,,,,,,,,,CLAS_EG1b
0.01783,0.10406,2.57102,,0.08938,0.2215,0.025,,,,,,,,,,,CLAS_EG1b
0.01738,0.1032,2.59119,,0.05746,0.1574,0.0298,,,,,,,,,,,CLAS_EG1b
0.01688,0.10189,2.61041,,0.08463,0.1275,0.0353,,,,,,,,,,,CLAS_EG1b
0.01639,0.10064,2.6306,,0.10031,0.1113,0.0466,,,,,,,,,,,CLAS_EG1b
0.01577,0.09843,2.64999,,-0.1005,0.1021,0.0465,,,,,,,,,,,CLAS_EG1b
0.01521,0.09624,2.66622,,0.01745,0.1359,0.0557,,,,,,,,,,,CLAS_EG1b
0.33372,0.1384,1.07496,,-0.0127,0.0228,0.0164,,,,,,,,,,,CLAS_EG1b
0.3035,0.13466,1.09007,,0.03506,0.0178,0.0055,,,,,,,,,,,CLAS_EG1b
0.27483,0.1342,1.11053,,-0.0182,0.0178,0.0032,,,,,,,,,,,CLAS_EG1b
0.2529,0.13446,1.12975,,-0.0098,0.0181,0.0044,,,,,,,,,,,CLAS_EG1b
0.23336,0.1347,1.14961,,-0.0403,0.021,0.0072,,,,,,,,,,,CLAS_EG1b
0.21634,0.13496,1.1696,,-0.1482,0.0251,0.0111,,,,,,,,,,,CLAS_EG1b
0.20123,0.13513,1.18973,,-0.204,0.0292,0.0161,,,,,,,,,,,CLAS_EG1b
0.18778,0.13522,1.20993,,-0.3246,0.0315,0.0197,,,,,,,,,,,CLAS_EG1b
0.1758,0.13522,1.23004,,-0.2899,0.0314,0.0173,,,,,,,,,,,CLAS_EG1b
0.16511,0.13521,1.2501,,-0.2573,0.0301,0.0145,,,,,,,,,,,CLAS_EG1b
0.1554,0.13509,1.27013,,-0.1455,0.0284,0.0132,,,,,,,,,,,CLAS_EG1b
0.14665,0.13498,1.29011,,-0.0678,0.0268,0.0122,,,,,,,,,,,CLAS_EG1b
0.13869,0.13485,1.31011,,0.00312,0.0253,0.0121,,,,,,,,,,,CLAS_EG1b
0.13149,0.13478,1.33009,,0.03947,0.0242,0.0106,,,,,,,,,,,CLAS_EG1b
0.12488,0.13467,1.35005,,0.0045,0.0233,0.0077,,,,,,,,,,,CLAS_EG1b
0.11878,0.13454,1.37002,,0.0234,0.0228,0.005,,,,,,,,,,,CLAS_EG1b
0.11309,0.1343,1.38997,,0.03772,0.0228,0.0057,,,,,,,,,,,CLAS_EG1b
0.10797,0.13423,1.40992,,0.02057,0.0231,0.0055,,,,,,,,,,,CLAS_EG1b
0.10323,0.1342,1.4299,,-0.0109,0.024,0.0069,,,,,,,,,,,CLAS_EG1b
0.09891,0.13425,1.44982,,-0.0049,0.0253,0.0092,,,,,,,,,,,CLAS_EG1b
0.09478,0.13419,1.46983,,0.03581,0.0271,0.0189,,,,,,,,,,,CLAS_EG1b
0.09087,0.13411,1.49013,,0.08213,0.0285,0.0204,,,,,,,,,,,CLAS_EG1b
0.08735,0.13415,1.51008,,0.07348,0.0276,0.02,,,,,,,,,,,CLAS_EG1b
0.08419,0.13444,1.53007,,0.08145,0.0266,0.0231,,,,,,,,,,,CLAS_EG1b
0.08133,0.13491,1.55005,,0.07393,0.0258,0.0212,,,,,,,,,,,CLAS_EG1b
0.07863,0.13537,1.57003,,0.08205,0.0252,0.0183,,,,,,,,,,,CLAS_EG1b
0.07593,0.13554,1.59005,,0.03847,0.0248,0.0139,,,,,,,,,,,CLAS_EG1b
0.07332,0.13556,1.60998,,0.09341,0.0247,0.0133,,,,,,,,,,,CLAS_EG1b
0.07086,0.13559,1.62994,,0.02818,0.025,0.0124,,,,,,,,,,,CLAS_EG1b
0.06847,0.13551,1.64994,,-0.0184,0.0256,0.0075,,,,,,,,,,,CLAS_EG1b
0.06627,0.13555,1.66994,,-0.0248,0.0263,0.0132,,,,,,,,,,,CLAS_EG1b
0.06418,0.13559,1.68995,,-0.0564,0.0267,0.0198,,,,,,,,,,,CLAS_EG1b
0.06205,0.13531,1.71002,,-0.0428,0.0265,0.0107,,,,,,,,,,,CLAS_EG1b
0.05976,0.13432,1.72983,,-0.0306,0.027,0.0136,,,,,,,,,,,CLAS_EG1b
0.05769,0.13366,1.74983,,0.02016,0.0282,0.0218,,,,,,,,,,,CLAS_EG1b
0.05563,0.13272,1.76967,,-0.0002,0.0303,0.0272,,,,,,,,,,,CLAS_EG1b
0.05365,0.13182,1.78993,,-0.0281,0.0324,0.0298,,,,,,,,,,,CLAS_EG1b
0.05197,0.13136,1.80972,,-0.0596,0.034,0.016,,,,,,,,,,,CLAS_EG1b
0.05047,0.13119,1.82945,,-0.0503,0.0399,0.0133,,,,,,,,,,,CLAS_EG1b
0.04939,0.13215,1.84999,,-0.0719,0.0418,0.0132,,,,,,,,,,,CLAS_EG1b
0.04794,0.13183,1.86998,,-0.0789,0.0419,0.0139,,,,,,,,,,,CLAS_EG1b
0.04651,0.13139,1.89,,-0.0531,0.0421,0.0166,,,,,,,,,,,CLAS_EG1b
0.04531,0.13143,1.90996,,-0.0431,0.0427,0.0183,,,,,,,,,,,CLAS_EG1b
0.04416,0.13149,1.92995,,-0.0875,0.0434,0.0202,,,,,,,,,,,CLAS_EG1b
0.04302,0.13143,1.94996,,-0.0774,0.0438,0.0209,,,,,,,,,,,CLAS_EG1b
0.04192,0.13134,1.96994,,-0.0336,0.0446,0.0215,,,,,,,,,,,CLAS_EG1b
0.04097,0.13162,1.98994,,-0.0522,0.0458,0.0202,,,,,,,,,,,CLAS_EG1b
0.04006,0.1319,2.00994,,0.01684,0.0467,0.019,,,,,,,,,,,CLAS_EG1b
0.03919,0.13227,2.02996,,-0.0446,0.0477,0.0173,,,,,,,,,,,CLAS_EG1b
0.03853,0.13321,2.05009,,0.01392,0.0478,0.016,,,,,,,,,,,CLAS_EG1b
0.03739,0.13232,2.07002,,-0.0676,0.0466,0.0168,,,,,,,,,,,CLAS_EG1b
0.03633,0.13149,2.08982,,-0.0533,0.0483,0.0183,,,,,,,,,,,CLAS_EG1b
0.03555,0.13171,2.10986,,0.05047,0.0516,0.0222,,,,,,,,,,,CLAS_EG1b
0.03472,0.13152,2.12974,,0.12551,0.0541,0.0263,,,,,,,,,,,CLAS_EG1b
0.03141,0.12035,2.14251,,-0.0915,0.1525,0.0272,,,,,,,,,,,CLAS_EG1b
0.03136,0.14745,2.33105,,0.2168,0.4089,0.0354,,,,,,,,,,,CLAS_EG1b
0.03104,0.14892,2.35117,,0.11012,0.2879,0.0098,,,,,,,,,,,CLAS_EG1b
0.03054,0.14941,2.37096,,0.31295,0.2093,0.0144,,,,,,,,,,,CLAS_EG1b
0.02985,0.14881,2.39081,,0.30672,0.1612,0.0235,,,,,,,,,,,CLAS_EG1b
0.02908,0.14772,2.41074,,0.34423,0.127,0.0229,,,,,,,,,,,CLAS_EG1b
0.02826,0.14618,2.43052,,0.06365,0.1039,0.0115,,,,,,,,,,,CLAS_EG1b
0.02737,0.1442,2.45026,,-0.084,0.0931,0.0102,,,,,,,,,,,CLAS_EG1b
0.02651,0.14218,2.47013,,-0.0003,0.0882,0.0121,,,,,,,,,,,CLAS_EG1b
0.02583,0.14113,2.49034,,0.06725,0.0826,0.0141,,,,,,,,,,,CLAS_EG1b
0.02505,0.13935,2.51044,,-0.0392,0.0733,0.0137,,,,,,,,,,,CLAS_EG1b
0.02419,0.13688,2.53026,,0.04327,0.0659,0.0165,,,,,,,,,,,CLAS_EG1b
0.02345,0.13506,2.55019,,0.09554,0.0619,0.0196,,,,,,,,,,,CLAS_EG1b
0.02279,0.13357,2.57006,,0.07767,0.0602,0.0221,,,,,,,,,,,CLAS_EG1b
0.02218,0.1322,2.58997,,0.07824,0.0602,0.0242,,,,,,,,,,,CLAS_EG1b
0.02185,0.13255,2.61004,,0.14068,0.061,0.0303,,,,,,,,,,,CLAS_EG1b
0.02145,0.13237,2.62982,,0.11586,0.0622,0.0339,,,,,,,,,,,CLAS_EG1b
0.02126,0.13343,2.65005,,0.08813,0.0652,0.0397,,,,,,,,,,,CLAS_EG1b
0.02006,0.12718,2.66329,,-0.245,0.1249,0.0443,,,,,,,,,,,CLAS_EG1b
0.3822,0.19119,1.08998,,-0.0032,0.0101,0.0052,,,,,,,,,,,CLAS_EG1b
0.35,0.19086,1.11058,,0.00932,0.0106,0.0031,,,,,,,,,,,CLAS_EG1b
0.32431,0.19075,1.12973,,-0.0155,0.0107,0.0115,,,,,,,,,,,CLAS_EG1b
0.30135,0.19115,1.14977,,-0.0323,0.0125,0.0071,,,,,,,,,,,CLAS_EG1b
0.28029,0.19056,1.16964,,-0.1274,0.0147,0.013,,,,,,,,,,,CLAS_EG1b
0.26193,0.19049,1.18974,,-0.2259,0.017,0.018,,,,,,,,,,,CLAS_EG1b
0.24562,0.19056,1.20994,,-0.3268,0.0183,0.0246,,,,,,,,,,,CLAS_EG1b
0.23095,0.19052,1.23006,,-0.3204,0.0183,0.0226,,,,,,,,,,,CLAS_EG1b
0.21781,0.19051,1.25009,,-0.1737,0.0176,0.0141,,,,,,,,,,,CLAS_EG1b
0.20585,0.19042,1.27009,,-0.0978,0.0169,0.0116,,,,,,,,,,,CLAS_EG1b
0.19499,0.19034,1.29009,,-0.0453,0.0162,0.0099,,,,,,,,,,,CLAS_EG1b
0.18507,0.19025,1.31005,,-0.0053,0.0155,0.0094,,,,,,,,,,,CLAS_EG1b
0.17598,0.19017,1.33002,,0.00214,0.0151,0.0093,,,,,,,,,,,CLAS_EG1b
0.16756,0.19004,1.35002,,0.04514,0.0148,0.0081,,,,,,,,,,,CLAS_EG1b
0.15988,0.19003,1.37001,,0.04169,0.0146,0.0043,,,,,,,,,,,CLAS_EG1b
0.15291,0.19021,1.38998,,0.06579,0.0146,0.0074,,,,,,,,,,,CLAS_EG1b
0.14654,0.19052,1.40995,,0.06825,0.0148,0.008,,,,,,,,,,,CLAS_EG1b
0.14061,0.19082,1.42991,,0.07668,0.0153,0.0072,,,,,,,,,,,CLAS_EG1b
0.13505,0.19107,1.44986,,0.08115,0.016,0.015,,,,,,,,,,,CLAS_EG1b
0.12968,0.19102,1.46982,,0.09911,0.017,0.0234,,,,,,,,,,,CLAS_EG1b
0.12451,0.19087,1.49012,,0.16829,0.0178,0.023,,,,,,,,,,,CLAS_EG1b
0.1196,0.19047,1.5101,,0.14079,0.0171,0.0239,,,,,,,,,,,CLAS_EG1b
0.11501,0.1901,1.53007,,0.17193,0.0163,0.0261,,,,,,,,,,,CLAS_EG1b
0.11077,0.18989,1.55004,,0.15684,0.0158,0.0267,,,,,,,,,,,CLAS_EG1b
0.10681,0.18974,1.57001,,0.14736,0.0156,0.0237,,,,,,,,,,,CLAS_EG1b
0.10309,0.18963,1.58998,,0.11254,0.0155,0.0181,,,,,,,,,,,CLAS_EG1b
0.09967,0.18969,1.60994,,0.09632,0.0158,0.0148,,,,,,,,,,,CLAS_EG1b
0.09648,0.18991,1.62995,,0.05446,0.0162,0.0115,,,,,,,,,,,CLAS_EG1b
0.09335,0.18988,1.64993,,0.04629,0.0166,0.0117,,,,,,,,,,,CLAS_EG1b
0.09046,0.19,1.66996,,0.00626,0.017,0.0169,,,,,,,,,,,CLAS_EG1b
0.08767,0.19006,1.69,,0.01742,0.0172,0.0211,,,,,,,,,,,CLAS_EG1b
0.08488,0.18974,1.70995,,0.05186,0.0172,0.0189,,,,,,,,,,,CLAS_EG1b
0.0823,0.1896,1.72984,,0.0723,0.0175,0.026,,,,,,,,,,,CLAS_EG1b
0.07945,0.18825,1.74925,,0.06704,0.0193,0.0269,,,,,,,,,,,CLAS_EG1b
