X,W,Eb,nu,G1.mes,G1.mes.err,G2.mes,G2.mes.err
0.1112,1.0535,1.147,0.1376,-0.0484,0.0316,0.0078,0.0226
0.1027,1.0624,1.147,0.1475,-0.0305,0.0323,0.0221,0.025
0.0952,1.0714,1.147,0.1576,-0.0376,0.0348,0.0137,0.0276
0.0886,1.0802,1.147,0.1676,-0.0468,0.0348,-0.0362,0.031
0.0829,1.0889,1.147,0.1774,0.0028,0.036,-0.0156,0.0339
0.0776,1.0976,1.147,0.1874,-0.0539,0.0411,-0.0313,0.0393
0.0732,1.1057,1.147,0.1968,-0.0259,0.0477,-0.0215,0.0498
0.0686,1.1149,1.147,0.2075,-0.0869,0.5151,0.023,0.0808
0.0648,1.1234,1.147,0.2175,-0.0693,0.0478,0.1328,0.0729
0.0613,1.1318,1.147,0.2275,-0.1033,0.0496,0.0052,0.079
0.0581,1.1403,1.147,0.2375,-0.0578,0.0515,-0.041,0.0864
0.0551,1.1486,1.147,0.2475,-0.075,0.0539,0.1924,0.0953
0.0524,1.1568,1.147,0.2575,-0.1085,0.0564,0.1827,0.1041
0.0499,1.1648,1.147,0.2672,-0.2394,0.0731,0.1812,0.1004
0.0475,1.1732,1.147,0.2776,-0.2445,0.0629,0.5739,0.163
0.0453,1.1813,1.147,0.2875,-0.3136,0.066,0.3489,0.1745
0.0433,1.1893,1.147,0.2975,-0.4084,0.0694,0.517,0.1877
0.0414,1.1973,1.147,0.3075,-0.4217,0.0718,-0.0957,0.1997
0.0396,1.2052,1.147,0.3175,-0.4131,0.0727,-0.1786,0.2124
0.0379,1.2132,1.147,0.3276,-0.4153,0.0741,0.3252,0.2245
0.0363,1.221,1.147,0.3376,-0.4727,0.0918,0.4046,0.2691
0.0349,1.2288,1.147,0.3476,-0.381,0.0933,0.4509,0.2822
0.0335,1.2365,1.147,0.3576,-0.2944,0.0908,0.5886,0.2941
0.0322,1.2441,1.147,0.3675,-0.3407,0.0908,0.3957,0.3035
0.0309,1.2518,1.147,0.3776,-0.3411,0.0926,0.5042,0.3194
0.0297,1.2593,1.147,0.3874,-0.3901,0.1014,0.6522,0.3723
0.0286,1.2669,1.147,0.3976,-0.2195,0.0928,1.0034,0.3616
0.0275,1.2744,1.147,0.4075,-0.3569,0.0931,-0.33,0.3676
0.0265,1.2819,1.147,0.4176,-0.1493,0.0991,0.3256,0.3818
0.0255,1.2892,1.147,0.4275,-0.0251,0.0925,0.7234,0.3997
0.0245,1.2971,1.147,0.4382,-0.3913,0.0915,-0.2203,0.3766
0.0236,1.3043,1.147,0.4481,-0.2495,0.1081,0.1298,0.5129
0.0228,1.3112,1.147,0.4575,-0.2374,0.1022,-0.2131,0.5001
0.022,1.3185,1.147,0.4676,-0.075,0.1012,-0.3545,0.5163
0.0213,1.3256,1.147,0.4775,-0.2554,0.1043,0.4771,0.5403
0.0205,1.3328,1.147,0.4875,-0.122,0.1043,0.4023,0.563
0.0199,1.3391,1.147,0.4962,-0.2915,0.1251,-0.1044,0.5254
0.0191,1.347,1.147,0.5075,-0.1134,0.1372,-0.6112,0.7243
0.0184,1.3541,1.147,0.5175,-0.3274,0.1365,0.7206,0.7341
0.0178,1.3611,1.147,0.5275,-0.0271,0.1368,0.8344,0.7656
0.0172,1.368,1.147,0.5373,-0.2243,0.1471,0.8529,0.8306
0.0166,1.3753,1.147,0.5479,-0.1242,0.161,-0.0348,1.0102
0.016,1.382,1.147,0.5575,-0.0673,0.1527,0.6999,0.9873
0.0155,1.3888,1.147,0.5675,-0.0883,0.1517,-1.4446,1.0167
0.0149,1.3957,1.147,0.5776,0.0117,0.1555,-1.2011,1.0701
0.0145,1.402,1.147,0.5868,-0.0478,0.1837,0.8708,0.888
0.0139,1.4092,1.147,0.5975,-0.0239,0.178,1.2649,1.3458
0.0135,1.416,1.147,0.6075,-0.1412,0.1767,-0.1154,1.3691
0.013,1.4227,1.147,0.6176,-0.1681,0.1822,3.9662,1.47
0.0125,1.4303,1.147,0.629,-0.3817,0.1812,-0.4743,1.1052
0.0121,1.4364,1.147,0.638,-0.667,0.3282,4.5706,1.6534
0.0117,1.4427,1.147,0.6476,-0.3251,0.3032,-2.9582,1.5765
0.0113,1.4492,1.147,0.6575,-0.5589,0.3124,-1.0761,1.6612
0.0108,1.4566,1.147,0.6688,-0.3447,0.2674,-0.1657,1.2984
0.0105,1.4623,1.147,0.6775,-0.0594,0.2761,2.3127,2.0404
0.0101,1.4689,1.147,0.6876,-0.7566,0.2845,1.4362,2.0503
0.0097,1.4759,1.147,0.6985,0.2133,0.2531,-0.2066,1.9868
0.1741,1.0528,2.135,0.1471,-0.086,0.0303,0.0256,0.0211
0.1622,1.0617,2.135,0.1571,-0.0433,0.0312,0.0646,0.0237
0.1517,1.0707,2.135,0.1671,-0.0304,0.0322,0.0196,0.0258
0.1425,1.0795,2.135,0.177,-0.0694,0.034,0.1012,0.0291
0.1342,1.0882,2.135,0.187,0.0102,0.0355,-0.0216,0.032
0.1265,1.0971,2.135,0.1973,-0.0672,0.0185,0.0485,0.021
0.12,1.1055,2.135,0.207,-0.1014,0.0197,0.0633,0.0232
0.1139,1.1141,2.135,0.217,-0.0209,0.0195,0.0092,0.0252
0.1083,1.1226,2.135,0.227,-0.0244,0.0254,0.0565,0.0277
0.1032,1.131,2.135,0.237,-0.0594,0.0218,0.1351,0.0313
0.0985,1.1394,2.135,0.247,-0.0621,0.0228,0.1048,0.0336
0.0941,1.1477,2.135,0.257,-0.0768,0.024,0.0398,0.0363
0.0901,1.1559,2.135,0.267,-0.1049,0.0258,0.0603,0.0413
0.0864,1.1641,2.135,0.277,-0.0577,0.0267,0.1656,0.0445
0.083,1.1723,2.135,0.287,-0.1918,0.03,0.208,0.049
0.0797,1.1804,2.135,0.297,-0.2844,0.0334,0.1992,0.0526
0.0767,1.1883,2.135,0.3069,-0.2228,0.0338,0.1382,0.0575
0.0739,1.1963,2.135,0.3169,-0.3201,0.0378,0.2667,0.0637
0.0714,1.2038,2.135,0.3264,-0.3329,0.0442,0.3894,0.0786
0.0686,1.2126,2.135,0.3376,-0.3876,0.0436,0.4174,0.0795
0.0664,1.22,2.135,0.347,-0.3896,0.0421,0.5056,0.0787
0.0642,1.2277,2.135,0.357,-0.3359,0.0409,0.4104,0.0806
0.0621,1.2354,2.135,0.367,-0.3889,0.0423,0.2668,0.0824
0.0601,1.2431,2.135,0.377,-0.3799,0.0423,0.3963,0.1531
0.0582,1.2508,2.135,0.3871,-0.3374,0.0409,0.3544,0.0897
0.0564,1.2583,2.135,0.3971,-0.2827,0.0391,0.1916,0.0907
0.0547,1.2658,2.135,0.407,-0.3196,0.0401,0.3503,0.095
0.0531,1.2733,2.135,0.417,-0.2446,0.0386,0.3537,0.0988
0.0515,1.2808,2.135,0.427,-0.2361,0.0386,0.158,0.1007
0.0501,1.2882,2.135,0.437,-0.1213,0.0374,0.3513,0.1056
0.0486,1.2955,2.135,0.447,-0.225,0.0395,0.2035,0.1095
0.0474,1.3022,2.135,0.4561,-0.1362,0.0459,0.4581,0.1331
0.0459,1.3104,2.135,0.4675,-0.0821,0.0489,0.1385,0.1744
0.0448,1.3174,2.135,0.4771,-0.1055,0.0342,0.2174,0.1479
0.0436,1.3245,2.135,0.487,-0.1366,0.0339,-0.0533,0.1499
0.0425,1.3317,2.135,0.497,-0.0882,0.0337,0.2398,0.1545
0.0414,1.3388,2.135,0.5071,-0.1081,0.0346,0.077,0.1595
0.0403,1.3459,2.135,0.517,-0.118,0.0379,-0.1723,0.1646
0.0393,1.3529,2.135,0.527,-0.1315,0.035,0.0016,0.169
0.0383,1.36,2.135,0.537,-0.0701,0.0355,-0.112,0.1746
0.0374,1.3669,2.135,0.547,-0.0259,0.0351,0.0896,0.1819
0.0365,1.3738,2.135,0.557,-0.0416,0.0367,-0.0618,0.1887
0.0356,1.3807,2.135,0.567,0.0091,0.0361,0.3528,0.1966
0.0348,1.3876,2.135,0.577,-0.1014,0.0377,0.0859,0.2058
0.034,1.3939,2.135,0.5862,-0.1338,0.0539,0.2195,0.2774
0.0332,1.4007,2.135,0.5962,0.0025,0.1019,0.4374,0.3867
0.0324,1.408,2.135,0.6071,-0.0006,0.1097,0.126,0.4369
0.0317,1.4147,2.135,0.617,0.0562,0.1121,0.0372,0.4565
0.031,1.4214,2.135,0.627,-0.1496,0.1129,0.1951,0.467
0.0303,1.4281,2.135,0.637,-0.0038,0.1137,0.366,0.4819
0.0296,1.4348,2.135,0.647,-0.0997,0.1145,0.1746,0.4952
0.029,1.4414,2.135,0.657,0.1232,0.1154,0.799,0.5101
0.0284,1.448,2.135,0.667,-0.1047,0.1164,-0.6654,0.5225
0.0277,1.4545,2.135,0.677,-0.026,0.1176,1.1853,0.5424
0.0272,1.461,2.135,0.687,-0.1735,0.1196,0.2243,0.5559
0.0266,1.4675,2.135,0.697,-0.2454,0.1233,0.8569,0.5846
0.0261,1.4736,2.135,0.7064,0.0079,0.0874,-0.1686,0.566
0.0255,1.4804,2.135,0.717,-0.0774,0.0887,0.4295,0.6346
0.0249,1.4868,2.135,0.727,-0.1535,0.0898,1.8804,0.6605
0.0244,1.4932,2.135,0.737,0.029,0.0895,-0.182,0.6669
0.0239,1.4995,2.135,0.747,-0.1823,0.0916,0.0788,0.6909
0.0234,1.5058,2.135,0.757,-0.0493,0.0907,-0.5356,0.7011
0.023,1.5122,2.135,0.767,-0.0445,0.0913,-0.5459,0.7187
0.0225,1.5184,2.135,0.777,-0.1942,0.093,-0.1552,0.7407
0.0221,1.5247,2.135,0.787,-0.0919,0.0932,-0.2019,0.7554
0.0216,1.5309,2.135,0.797,0.1253,0.0933,-0.335,0.7687
0.0212,1.5371,2.135,0.807,-0.2712,0.1136,-0.9853,0.8255
0.0208,1.5433,2.135,0.8171,-0.039,0.1111,1.5678,1.0258
0.0204,1.5494,2.135,0.827,-0.0527,0.1079,0.1118,1.0239
0.02,1.5555,2.135,0.837,-0.1777,0.1143,0.7306,1.0513
0.0196,1.5616,2.135,0.847,0.01,0.1087,0.0213,1.0667
0.0192,1.5677,2.135,0.857,-0.1446,0.11,-0.2543,1.0972
0.0188,1.5738,2.135,0.867,-0.2283,0.1102,0.6096,1.1151
0.0185,1.5798,2.135,0.877,-0.0093,0.11,0.1154,1.137
0.0181,1.5858,2.135,0.8871,-0.1077,0.1112,-2.2087,1.1732
0.0178,1.5917,2.135,0.8968,-0.0621,0.1121,1.1129,1.1937
0.0175,1.5975,2.135,0.9066,-0.1409,0.0988,1.4921,1.1571
0.0171,1.6037,2.135,0.9171,-0.1466,0.1013,-0.6432,1.2491
0.0168,1.6096,2.135,0.927,0.0263,0.0999,0.4946,1.2573
0.0165,1.6155,2.135,0.937,-0.1258,0.1016,0.3366,1.2971
0.0162,1.6213,2.135,0.947,-0.2064,0.1027,1.5511,1.328
0.0159,1.6272,2.135,0.957,-0.1797,0.1022,-0.8135,1.3481
0.0156,1.633,2.135,0.967,-0.0774,0.1037,2.657,1.3982
0.0153,1.6388,2.135,0.977,-0.1216,0.1024,0.4056,1.3967
0.015,1.6447,2.135,0.9872,-0.2899,0.1073,0.0637,1.4208
0.0147,1.6507,2.135,0.9976,-0.3024,0.1162,-1.325,1.2496
0.0144,1.6561,2.135,1.007,-0.3788,0.109,-0.0508,1.1844
0.0142,1.6619,2.135,1.0171,-0.1233,0.1082,0.1768,1.2132
0.0139,1.6676,2.135,1.027,-0.1126,0.1084,-1.9051,1.2423
0.0136,1.6733,2.135,1.037,-0.2947,0.11,-0.0397,1.2533
0.0134,1.679,2.135,1.0471,0.0049,0.1093,-1.9994,1.2924
0.0131,1.6846,2.135,1.057,-0.1515,0.1108,1.0592,1.3206
0.0129,1.6902,2.135,1.0669,-0.1344,0.1104,0.7061,1.3418
0.0127,1.6956,2.135,1.0766,-0.3054,0.1725,-0.0762,1.6291
0.0124,1.7015,2.135,1.087,-0.0048,0.1652,0.6366,2.1358
0.0122,1.707,2.135,1.0971,-0.1202,0.1643,3.597,2.1628
0.012,1.7125,2.135,1.107,0.2464,0.1656,-3.3627,2.2051
0.0117,1.7181,2.135,1.117,-0.0758,0.1676,-2.0063,2.2746
0.0115,1.7236,2.135,1.127,-0.2268,0.1668,-1.5234,2.2941
0.0113,1.7291,2.135,1.137,-0.1947,0.1666,-1.6476,2.3301
0.0111,1.7346,2.135,1.147,-0.2819,0.1686,-3.4779,2.3912
0.0109,1.7398,2.135,1.1565,-0.1154,0.1952,-0.4701,2.0459
0.0107,1.7455,2.135,1.167,0.2069,0.1944,-2.625,2.7499
0.0105,1.751,2.135,1.177,-0.4062,0.1992,-2.481,2.7734
0.0103,1.7564,2.135,1.187,-0.3695,0.198,1.5519,2.8722
0.0101,1.7618,2.135,1.1971,-0.6184,0.1995,2.4419,2.9123
0.0099,1.7672,2.135,1.207,-0.1537,0.2021,-1.8775,3.0336
0.0097,1.7736,2.135,1.219,-0.3261,0.1673,-0.4933,2.5453
0.0096,1.7769,2.135,1.2251,0.0714,0.2017,-1.4468,3.3412
0.0094,1.7823,2.135,1.2352,-0.5616,0.2036,-0.1982,3.3766
0.0092,1.7877,2.135,1.2454,0.011,0.2031,1.4122,3.4594
0.009,1.793,2.135,1.2554,-0.0976,0.204,0.0055,3.5472
0.0089,1.7983,2.135,1.2654,-0.1551,0.2022,4.8367,3.5577
0.0087,1.8036,2.135,1.2754,-0.3328,0.2029,2.1826,3.6158
0.0085,1.8089,2.135,1.2855,-0.5184,0.2054,-4.5383,3.7105
0.0083,1.8141,2.135,1.2954,-0.1154,0.2029,6.8053,3.7789
0.0082,1.8194,2.135,1.3055,-0.2256,0.2096,1.7428,3.934
0.008,1.8245,2.135,1.3153,-0.2863,0.2248,-0.498,4.295
0.0079,1.8298,2.135,1.3255,-0.2289,0.246,-0.307,4.3177
0.0077,1.8351,2.135,1.3357,-0.2324,0.2488,-0.3397,4.4404
0.0076,1.8402,2.135,1.3456,-0.2358,0.2515,-0.3737,4.5631
0.0074,1.8454,2.135,1.3557,-0.2393,0.2543,-0.4095,4.692
0.0073,1.8506,2.135,1.3658,-0.2428,0.257,-0.4469,4.8248
0.0071,1.8557,2.135,1.3757,-0.2463,0.2598,-0.4859,4.9589
0.007,1.8609,2.135,1.3859,-0.2499,0.2626,-0.5271,5.1013
0.0068,1.866,2.135,1.3959,-0.2535,0.2655,-0.5699,5.2452
0.0067,1.8711,2.135,1.4059,-0.2571,0.2683,-0.6147,5.3937
0.0065,1.8762,2.135,1.416,-0.2607,0.2712,-0.6617,5.5485
0.0064,1.8813,2.135,1.4261,-0.2644,0.2741,-0.7109,5.7082
0.0063,1.8862,2.135,1.4358,-0.0021,0.2909,0.5478,6.1637
0.0061,1.8914,2.135,1.4461,-0.4845,0.2803,13.381,5.9915
0.006,1.8964,2.135,1.4561,-0.2568,0.2775,0.2313,6.0214
0.0059,1.9015,2.135,1.4663,-0.1687,0.2813,-3.0061,6.1982
0.0057,1.9065,2.135,1.4763,-0.3311,0.2812,-0.6263,6.2945
0.0056,1.9115,2.135,1.4863,-0.2845,0.2804,-9.0432,6.4428
0.0055,1.9165,2.135,1.4964,-0.7198,0.2796,-5.6131,6.4562
0.0054,1.9214,2.135,1.5063,-0.4289,0.2841,4.675,6.7194
0.0053,1.9264,2.135,1.5164,-0.1349,0.2844,-7.4731,6.8916
0.0051,1.9314,2.135,1.5266,-0.6626,0.2906,4.5992,7.1189
0.005,1.9363,2.135,1.5365,-0.2763,0.3084,3.8824,7.868
0.0049,1.9412,2.135,1.5465,-0.3105,0.3104,-1.5126,8.0878
0.0048,1.9461,2.135,1.5565,-0.3145,0.3136,-1.6014,8.3344
0.0047,1.951,2.135,1.5666,-0.3186,0.3168,-1.695,8.5932
0.0046,1.9559,2.135,1.5767,-0.3227,0.32,-1.7933,8.862
0.0044,1.9608,2.135,1.5868,-0.3268,0.3233,-1.8963,9.1415
0.0043,1.9656,2.135,1.5967,-0.3309,0.3265,-2.0032,9.4263
0.0042,1.9705,2.135,1.6068,-0.3351,0.3298,-2.1166,9.7286
0.0041,1.9753,2.135,1.6168,-0.3392,0.3331,-2.2352,10.0402
0.004,1.9801,2.135,1.6268,-0.3434,0.3365,-2.3596,10.3653
0.0039,1.9851,2.135,1.6372,-0.3412,0.416,-3.5127,11.3211
0.0038,1.9898,2.135,1.647,-0.1066,0.4037,-30.583,11.362
0.0037,1.9946,2.135,1.6571,-0.3394,0.401,-0.5193,11.3945
0.0036,1.9993,2.135,1.667,0.4139,0.4019,8.0034,11.6828
0.0035,2.0041,2.135,1.6771,-0.713,0.5035,7.3181,11.9512
0.0034,2.0089,2.135,1.6872,-0.5152,0.401,7.168,12.2623
0.0033,2.0136,2.135,1.6972,-0.5283,0.4046,-1.7993,12.662
0.0032,2.0183,2.135,1.7071,-0.619,0.4098,-5.688,13.1394
0.0031,2.023,2.135,1.7171,-0.3258,0.3731,-13.445,13.9728
0.003,2.0278,2.135,1.7274,-0.7235,0.4014,12.9,10.9581
0.0029,2.0325,2.135,1.7374,-0.032,0.3941,-6.2845,11.075
0.0029,2.0372,2.135,1.7475,0.0045,0.3987,2.0139,11.5203
0.0028,2.0419,2.135,1.7575,-0.3093,0.395,-18.281,11.7373
0.0027,2.0465,2.135,1.7674,-0.7079,0.4055,-15.299,12.1901
0.0026,2.0512,2.135,1.7776,-0.7831,0.4007,-4.8567,12.574
0.0025,2.0558,2.135,1.7875,0.0544,0.3989,19.23,13.0039
0.0024,2.0601,2.135,1.7968,-1.3866,0.4086,-9.2578,15.1295
0.0023,2.0651,2.135,1.8077,-0.3682,0.412,-29.163,19.5581
0.0022,2.0697,2.135,1.8177,0.324,0.5227,-27.195,19.1908
0.0022,2.0743,2.135,1.8277,0.2656,0.5299,-15.007,20.0529
0.0021,2.0789,2.135,1.8378,-0.4923,0.5353,-9.708,20.9956
0.002,2.0835,2.135,1.8478,-0.3987,0.5331,0.6211,21.6428
0.0019,2.088,2.135,1.8577,0.7673,0.5365,-27.692,22.6293
0.0018,2.0926,2.135,1.8678,-0.9254,0.5373,-17.66,23.3934
0.0018,2.0963,2.135,1.876,-0.8796,0.6873,22.752,31.0059
0.2684,1.056,2.845,0.171,-0.0044,0.0352,0.0009,0.0231
0.2525,1.065,2.845,0.1811,0.0406,0.036,-0.0119,0.0251
0.2384,1.074,2.845,0.1911,0.0057,0.037,0.0508,0.0272
0.2258,1.0827,2.845,0.201,-0.0154,0.0382,0.0248,0.0298
0.2143,1.0915,2.845,0.211,0.0071,0.0398,0.087,0.033
0.2039,1.1002,2.845,0.2209,-0.0531,0.0412,0.0541,0.0354
0.1943,1.1089,2.845,0.231,-0.0867,0.0442,0.0455,0.0397
0.1856,1.1174,2.845,0.2409,0.051,0.0467,0.0839,0.0446
0.1775,1.1259,2.845,0.2509,-0.0728,0.0502,0.1288,0.0491
0.1696,1.1348,2.845,0.2615,-0.0828,0.0287,0.0501,0.0422
0.163,1.1428,2.845,0.271,-0.1003,0.0284,0.0888,0.0433
0.1564,1.1514,2.845,0.2813,-0.1309,0.0368,0.1174,0.0391
0.1507,1.1594,2.845,0.291,-0.1241,0.0365,0.1408,0.0403
0.1451,1.1675,2.845,0.3009,-0.2324,0.0403,0.1277,0.044
0.1399,1.1757,2.845,0.311,-0.1255,0.0411,0.1694,0.0488
0.135,1.1838,2.845,0.3209,-0.2497,0.0445,0.1639,0.0524
0.1304,1.1918,2.845,0.331,-0.2693,0.0471,0.2655,0.0582
0.126,1.1999,2.845,0.341,-0.3365,0.0506,0.2392,0.0625
0.122,1.2078,2.845,0.351,-0.2391,0.0508,0.3038,0.0679
0.1181,1.2156,2.845,0.361,-0.2338,0.0526,0.4407,0.0746
0.1144,1.2235,2.845,0.3711,-0.2786,0.0532,0.2328,0.0742
0.111,1.2313,2.845,0.3811,-0.3033,0.0547,0.4923,0.0813
0.1077,1.239,2.845,0.391,-0.2291,0.0543,0.5322,0.0852
0.1046,1.2467,2.845,0.401,-0.2818,0.055,0.3503,0.0964
0.1017,1.2543,2.845,0.411,-0.2579,0.0553,0.5926,0.0915
0.0988,1.2619,2.845,0.421,-0.1497,0.054,0.1846,0.0889
0.0961,1.2694,2.845,0.431,-0.135,0.0549,0.3582,0.0939
0.0936,1.2769,2.845,0.441,-0.109,0.0556,0.4152,0.0984
0.0912,1.2841,2.845,0.4507,-0.2189,0.0522,0.2562,0.1047
0.0888,1.2918,2.845,0.461,-0.1353,0.0488,0.2777,0.1339
0.0865,1.2992,2.845,0.4711,-0.1955,0.0519,0.3947,0.1385
0.0844,1.3065,2.845,0.481,-0.0672,0.051,0.1129,0.1366
0.0823,1.3137,2.845,0.491,-0.1954,0.0693,0.4541,0.1406
0.0803,1.321,2.845,0.5011,-0.0962,0.051,0.0768,0.1425
0.0784,1.3282,2.845,0.511,-0.1052,0.051,0.1704,0.1458
0.0766,1.3353,2.845,0.521,-0.0525,0.0511,0.4302,0.1518
0.0748,1.3425,2.845,0.531,0.0646,0.0509,-0.1632,0.1525
0.0731,1.3496,2.845,0.541,-0.0527,0.0518,0.5365,0.1613
0.0715,1.3566,2.845,0.551,-0.0662,0.052,0.0699,0.1628
0.0699,1.3637,2.845,0.561,-0.1017,0.0523,0.1311,0.1662
0.0684,1.3706,2.845,0.571,-0.0378,0.0526,-0.0489,0.172
0.0669,1.3776,2.845,0.581,0.0232,0.0528,0.1899,0.1759
0.0655,1.3845,2.845,0.591,0.0612,0.0541,-0.1854,0.1833
0.0641,1.3913,2.845,0.601,-0.1096,0.0552,-0.2689,0.1907
0.0628,1.3982,2.845,0.611,-0.1492,0.0569,0.0739,0.1968
0.0615,1.405,2.845,0.621,-0.0512,0.0573,-0.0395,0.2056
0.0603,1.4114,2.845,0.6305,-0.1439,0.0618,-0.1517,0.2338
0.059,1.4185,2.845,0.641,-0.1741,0.0759,-0.0489,0.2893
0.0579,1.4252,2.845,0.651,-0.076,0.0754,0.4171,0.2872
0.0567,1.4319,2.845,0.661,-0.1208,0.076,0.1492,0.2936
0.0556,1.4386,2.845,0.671,0.0612,0.077,0.0099,0.3042
0.0545,1.4452,2.845,0.681,0.0242,0.0781,-0.3896,0.3156
0.0535,1.4518,2.845,0.691,-0.1276,0.0796,0.4499,0.3256
0.0525,1.4583,2.845,0.701,0.0039,0.0799,-0.2859,0.3335
0.0515,1.4649,2.845,0.711,-0.07,0.0805,0.7804,0.3427
0.0506,1.4714,2.845,0.721,-0.0825,0.0814,0.1085,0.3494
0.0496,1.4779,2.845,0.7311,-0.0374,0.0815,0.6208,0.3579
0.0487,1.4843,2.845,0.741,-0.0637,0.0845,0.156,0.3764
0.0479,1.4908,2.845,0.7511,-0.2025,0.0859,0.847,0.3844
0.047,1.497,2.845,0.761,-0.0013,0.0864,-0.1418,0.3961
0.0462,1.5035,2.845,0.771,-0.1209,0.088,-0.0876,0.4096
0.0454,1.5098,2.845,0.781,-0.0533,0.0892,0.1086,0.4233
0.0446,1.516,2.845,0.7909,0.0146,0.0897,0.043,0.453
0.0438,1.5224,2.845,0.8011,0.0,0.0856,0.4546,0.4546
0.0431,1.5286,2.845,0.811,-0.2964,0.0835,0.5496,0.4417
0.0423,1.5349,2.845,0.821,0.0373,0.0815,0.3774,0.447
0.0416,1.541,2.845,0.831,-0.1214,0.0819,-0.0707,0.4545
0.0409,1.5472,2.845,0.841,-0.0893,0.0834,0.0753,0.4692
0.0402,1.5535,2.845,0.8511,-0.0563,0.0841,0.5014,0.4834
0.0396,1.5595,2.845,0.861,-0.056,0.0848,-0.3043,0.4936
0.0389,1.5657,2.845,0.871,-0.1943,0.0864,-0.6043,0.5073
0.0383,1.5717,2.845,0.881,0.1402,0.0856,0.6007,0.5117
0.0377,1.5778,2.845,0.8909,-0.1166,0.0857,0.1366,0.5193
0.037,1.5838,2.845,0.901,-0.1182,0.0868,0.5603,0.534
0.0364,1.5898,2.845,0.911,-0.0484,0.0873,0.9482,0.5478
0.0359,1.5958,2.845,0.9209,-0.2073,0.0897,0.858,0.5642
0.0353,1.6018,2.845,0.9311,-0.1653,0.0902,-0.3032,0.577
0.0347,1.6075,2.845,0.9407,-0.1863,0.1014,0.1412,0.6534
0.0342,1.614,2.845,0.9516,-0.0456,0.1048,-1.5435,0.8341
0.0337,1.6196,2.845,0.961,0.0881,0.0976,1.9031,0.7899
0.0331,1.6254,2.845,0.971,-0.319,0.1003,1.0209,0.8061
0.0326,1.6313,2.845,0.981,-0.0315,0.0993,1.7706,0.8258
0.0321,1.6372,2.845,0.991,-0.1532,0.0996,-0.5613,0.8305
0.0316,1.643,2.845,1.001,-0.1888,0.1006,-1.1047,0.8459
0.0311,1.6488,2.845,1.011,-0.0847,0.0996,0.1204,0.8524
0.0307,1.6545,2.845,1.021,-0.0378,0.1017,0.0893,0.878
0.0302,1.6603,2.845,1.031,-0.068,0.1026,0.4432,0.9024
0.0297,1.666,2.845,1.041,-0.1233,0.1034,-1.0762,0.9242
0.0293,1.6718,2.845,1.051,-0.1886,0.1032,-2.9207,0.9428
0.0289,1.6774,2.845,1.061,-0.0498,0.1055,-1.5054,0.9698
0.0284,1.6831,2.845,1.071,-0.053,0.1071,-0.6089,0.9953
0.028,1.6888,2.845,1.0811,0.0306,0.1193,0.3214,0.9965
0.0276,1.6945,2.845,1.091,-0.1074,0.1296,0.0718,1.0123
0.0272,1.7001,2.845,1.101,-0.1092,0.1311,0.0677,1.0369
0.0268,1.7057,2.845,1.111,-0.111,0.1326,0.0634,1.0619
0.0264,1.7113,2.845,1.121,-0.1128,0.134,0.0588,1.0874
0.026,1.7168,2.845,1.131,-0.1147,0.1355,0.0539,1.1133
0.0256,1.7224,2.845,1.141,-0.1165,0.137,0.0488,1.1397
0.0253,1.7279,2.845,1.151,-0.1184,0.1385,0.0434,1.1667
0.0249,1.7334,2.845,1.161,-0.1203,0.1401,0.0377,1.1941
0.0245,1.7389,2.845,1.171,-0.1222,0.1416,0.0317,1.222
0.0242,1.7444,2.845,1.181,-0.1241,0.1431,0.0255,1.2504
0.0238,1.7499,2.845,1.191,-0.126,0.1446,0.019,1.2794
0.0235,1.7553,2.845,1.201,-0.128,0.1462,0.0121,1.3089
0.0232,1.7607,2.845,1.211,-0.13,0.1477,0.005,1.3389
0.0228,1.766,2.845,1.2207,-0.1857,0.1501,1.4338,1.4576
0.0225,1.7716,2.845,1.231,0.0513,0.1409,0.2157,1.4509
0.0222,1.7769,2.845,1.241,0.0495,0.1398,-0.6337,1.4587
0.0219,1.7823,2.845,1.251,-0.3887,0.1409,-0.0712,1.4665
0.0216,1.7877,2.845,1.2611,0.0076,0.1404,0.6099,1.4942
0.0213,1.793,2.845,1.271,-0.0674,0.1409,0.0051,1.524
0.021,1.7983,2.845,1.2811,-0.107,0.1394,2.0725,1.5208
0.0207,1.8036,2.845,1.291,-0.2293,0.1398,0.9378,1.537
0.0204,1.8089,2.845,1.301,-0.3567,0.1413,-1.9032,1.5684
0.0201,1.8141,2.845,1.311,-0.0793,0.1395,2.8657,1.5889
0.0198,1.8194,2.845,1.321,-0.1548,0.1439,0.7358,1.6443
0.0195,1.8245,2.845,1.3307,-0.1962,0.1541,-0.1977,1.7848
0.0193,1.8298,2.845,1.341,-0.1568,0.1685,-0.1193,1.784
0.019,1.8351,2.845,1.351,-0.1589,0.1701,-0.1316,1.8229
0.0187,1.8402,2.845,1.361,-0.1611,0.1718,-0.1444,1.8624
0.0185,1.8454,2.845,1.371,-0.1632,0.1735,-0.1576,1.9027
0.0182,1.8506,2.845,1.381,-0.1654,0.1751,-0.1713,1.9438
0.0179,1.8557,2.845,1.391,-0.1676,0.1768,-0.1854,1.9856
0.0177,1.8609,2.845,1.401,-0.1698,0.1785,-0.2001,2.0282
0.0174,1.866,2.845,1.411,-0.172,0.1802,-0.2152,2.0716
