Unnamed: 0,Q2,x,W,Eb,g1,dg1(stat),dg1(sys),dg1(model),dg1(tot),g1/F1,dg1/F1(stat),dg1/F1(sys),dg1/F1(tot),A1,dA1(stat),dA1(sys),dA1(tot),Experiment
1042,0.592,0.3897,1.345,,,,,,,,,,,-0.2891,0.1588,0.0478,0.1658,CLAS_EG1b
1043,0.592,0.3828,1.355,,,,,,,,,,,-0.111,0.1499,0.0328,0.1534,CLAS_EG1b
1044,0.592,0.3762,1.365,,,,,,,,,,,0.1923,0.1464,0.0386,0.1514,CLAS_EG1b
1045,0.592,0.3698,1.375,,,,,,,,,,,-0.0224,0.1489,0.0315,0.1522,CLAS_EG1b
1046,0.592,0.3635,1.385,,,,,,,,,,,0.1333,0.1566,0.0365,0.1608,CLAS_EG1b
1047,0.592,0.3574,1.395,,,,,,,,,,,0.0191,0.1568,0.032,0.16,CLAS_EG1b
1048,0.592,0.3515,1.405,,,,,,,,,,,0.2369,0.1398,0.0422,0.146,CLAS_EG1b
1049,0.592,0.3457,1.415,,,,,,,,,,,0.0517,0.1426,0.0322,0.1462,CLAS_EG1b
1050,0.592,0.3401,1.425,,,,,,,,,,,0.0901,0.1566,0.0336,0.1602,CLAS_EG1b
1051,0.592,0.3346,1.435,,,,,,,,,,,0.0138,0.1518,0.0303,0.1548,CLAS_EG1b
1052,0.592,0.3292,1.445,,,,,,,,,,,0.0039,0.1497,0.0292,0.1525,CLAS_EG1b
1053,0.592,0.324,1.455,,,,,,,,,,,0.6881,0.1507,0.0857,0.1734,CLAS_EG1b
1054,0.592,0.3189,1.465,,,,,,,,,,,0.2048,0.1527,0.0369,0.1571,CLAS_EG1b
1055,0.592,0.3139,1.475,,,,,,,,,,,0.455,0.1625,0.06,0.1732,CLAS_EG1b
1056,0.592,0.3091,1.485,,,,,,,,,,,0.2794,0.1735,0.042,0.1785,CLAS_EG1b
1057,0.592,0.3043,1.495,,,,,,,,,,,0.3931,0.1731,0.0485,0.1798,CLAS_EG1b
1058,0.707,0.7052,1.085,,,,,,,,,,,0.298,3.8546,1.3811,4.0946,CLAS_EG1b
1059,0.707,0.6902,1.095,,,,,,,,,,,2.764,3.0153,0.7237,3.1009,CLAS_EG1b
1060,0.707,0.6757,1.105,,,,,,,,,,,2.4507,2.6149,0.5329,2.6686,CLAS_EG1b
1061,0.707,0.6617,1.115,,,,,,,,,,,-1.6445,2.2597,0.6693,2.3567,CLAS_EG1b
1062,0.707,0.6481,1.125,,,,,,,,,,,-1.8774,1.9754,0.58,2.0588,CLAS_EG1b
1063,0.707,0.6349,1.135,,,,,,,,,,,1.4673,1.7412,0.3027,1.7673,CLAS_EG1b
1064,0.707,0.6222,1.145,,,,,,,,,,,1.0922,1.5349,0.2825,1.5607,CLAS_EG1b
1065,0.707,0.6098,1.155,,,,,,,,,,,-2.1583,1.3806,0.3761,1.4309,CLAS_EG1b
1066,0.707,0.5979,1.165,,,,,,,,,,,-1.4353,1.2612,0.2326,1.2825,CLAS_EG1b
1067,0.707,0.5863,1.175,,,,,,,,,,,0.2046,1.1353,0.2731,1.1677,CLAS_EG1b
1068,0.707,0.575,1.185,,,,,,,,,,,-1.4501,1.0474,0.2391,1.0743,CLAS_EG1b
1069,0.707,0.5641,1.195,,,,,,,,,,,-1.1842,0.9707,0.188,0.9887,CLAS_EG1b
1070,0.707,0.5535,1.205,,,,,,,,,,,0.8219,0.9092,0.2354,0.9392,CLAS_EG1b
1071,0.707,0.5432,1.215,,,,,,,,,,,0.0761,0.8725,0.0809,0.8762,CLAS_EG1b
1072,0.707,0.5332,1.225,,,,,,,,,,,-0.9251,0.8353,0.1771,0.8539,CLAS_EG1b
1073,0.707,0.5235,1.235,,,,,,,,,,,-0.0133,0.8085,0.0771,0.8122,CLAS_EG1b
1074,0.707,0.5141,1.245,,,,,,,,,,,-0.3197,0.8105,0.0755,0.814,CLAS_EG1b
1075,0.707,0.5049,1.255,,,,,,,,,,,-0.9038,0.7964,0.1462,0.8097,CLAS_EG1b
1076,0.707,0.496,1.265,,,,,,,,,,,0.4392,0.7945,0.1559,0.8097,CLAS_EG1b
1077,0.707,0.4873,1.275,,,,,,,,,,,-1.4938,0.8065,0.2761,0.8525,CLAS_EG1b
1078,0.707,0.4788,1.285,,,,,,,,,,,-0.3697,0.8076,0.1091,0.8149,CLAS_EG1b
1079,0.707,0.4706,1.295,,,,,,,,,,,-0.337,0.8107,0.1625,0.8268,CLAS_EG1b
1080,0.707,0.4626,1.305,,,,,,,,,,,0.7731,0.8108,0.1829,0.8312,CLAS_EG1b
1081,0.707,0.4548,1.315,,,,,,,,,,,-0.1983,0.808,0.126,0.8178,CLAS_EG1b
1082,0.707,0.4472,1.325,,,,,,,,,,,-0.2649,0.8072,0.123,0.8165,CLAS_EG1b
1083,0.707,0.4398,1.335,,,,,,,,,,,0.0437,0.8076,0.1112,0.8152,CLAS_EG1b
1084,0.707,0.4326,1.345,,,,,,,,,,,0.2057,0.8015,0.0635,0.804,CLAS_EG1b
1085,0.707,0.4256,1.355,,,,,,,,,,,1.5163,0.7855,0.2064,0.8122,CLAS_EG1b
1086,0.707,0.4187,1.365,,,,,,,,,,,-0.9121,0.7804,0.1604,0.7967,CLAS_EG1b
1087,0.707,0.412,1.375,,,,,,,,,,,0.0279,0.778,0.0719,0.7813,CLAS_EG1b
1088,0.707,0.4055,1.385,,,,,,,,,,,-0.0341,0.7681,0.0711,0.7714,CLAS_EG1b
1089,0.707,0.3991,1.395,,,,,,,,,,,0.3489,0.748,0.0734,0.7516,CLAS_EG1b
1090,0.707,0.3929,1.405,,,,,,,,,,,1.1714,0.7268,0.1993,0.7536,CLAS_EG1b
1091,0.707,0.3869,1.415,,,,,,,,,,,0.7269,0.7074,0.1196,0.7174,CLAS_EG1b
1092,0.707,0.3809,1.425,,,,,,,,,,,1.0644,0.6857,0.1645,0.7052,CLAS_EG1b
1093,0.707,0.3752,1.435,,,,,,,,,,,0.0482,0.6646,0.1193,0.6752,CLAS_EG1b
1094,0.707,0.3695,1.445,,,,,,,,,,,-0.6023,0.6433,0.0975,0.6506,CLAS_EG1b
1095,0.707,0.364,1.455,,,,,,,,,,,-0.8817,0.6209,0.1194,0.6323,CLAS_EG1b
1096,0.707,0.3586,1.465,,,,,,,,,,,-0.0543,0.6109,0.0516,0.6131,CLAS_EG1b
1097,0.707,0.3533,1.475,,,,,,,,,,,0.6408,0.6025,0.1096,0.6124,CLAS_EG1b
1098,0.707,0.3482,1.485,,,,,,,,,,,0.6369,0.5949,0.1715,0.6191,CLAS_EG1b
1099,0.707,0.3432,1.495,,,,,,,,,,,0.5138,0.57,0.1405,0.5871,CLAS_EG1b
1100,0.707,0.3382,1.505,,,,,,,,,,,0.8488,0.5337,0.1286,0.549,CLAS_EG1b
1101,0.707,0.3334,1.515,,,,,,,,,,,0.8283,0.5058,0.1084,0.5173,CLAS_EG1b
1102,0.707,0.3287,1.525,,,,,,,,,,,0.9898,0.4932,0.1253,0.5089,CLAS_EG1b
1103,0.707,0.3241,1.535,,,,,,,,,,,0.1537,0.4842,0.0778,0.4904,CLAS_EG1b
1104,0.707,0.3196,1.545,,,,,,,,,,,-0.1494,0.4817,0.0498,0.4843,CLAS_EG1b
1105,0.707,0.3152,1.555,,,,,,,,,,,0.5327,0.4768,0.0885,0.4849,CLAS_EG1b
1106,0.707,0.3108,1.565,,,,,,,,,,,0.4713,0.473,0.0765,0.4791,CLAS_EG1b
1107,0.707,0.3066,1.575,,,,,,,,,,,0.3784,0.4735,0.0834,0.4808,CLAS_EG1b
1108,0.707,0.3025,1.585,,,,,,,,,,,0.1575,0.467,0.0679,0.4719,CLAS_EG1b
1109,0.707,0.2984,1.595,,,,,,,,,,,-0.4795,0.4628,0.0866,0.4708,CLAS_EG1b
1110,0.707,0.2944,1.605,,,,,,,,,,,-0.0421,0.4558,0.0495,0.4585,CLAS_EG1b
1111,0.707,0.2905,1.615,,,,,,,,,,,-0.011,0.4486,0.0799,0.4557,CLAS_EG1b
1112,0.707,0.2867,1.625,,,,,,,,,,,-0.1849,0.4423,0.0644,0.447,CLAS_EG1b
1113,0.707,0.283,1.635,,,,,,,,,,,-0.2224,0.437,0.0472,0.4395,CLAS_EG1b
1114,0.707,0.2793,1.645,,,,,,,,,,,1.2967,0.43,0.1636,0.4601,CLAS_EG1b
1115,0.707,0.2757,1.655,,,,,,,,,,,-0.3374,0.4237,0.0551,0.4273,CLAS_EG1b
1116,0.707,0.2722,1.665,,,,,,,,,,,0.6292,0.4202,0.0966,0.4312,CLAS_EG1b
1117,0.707,0.2687,1.675,,,,,,,,,,,0.1365,0.4168,0.0507,0.4199,CLAS_EG1b
1118,0.707,0.2653,1.685,,,,,,,,,,,-0.0372,0.4102,0.0414,0.4123,CLAS_EG1b
1119,0.707,0.262,1.695,,,,,,,,,,,-0.0555,0.4003,0.0368,0.402,CLAS_EG1b
1120,0.707,0.2588,1.705,,,,,,,,,,,0.1703,0.3889,0.0817,0.3974,CLAS_EG1b
1121,0.707,0.2556,1.715,,,,,,,,,,,0.2329,0.3792,0.0554,0.3832,CLAS_EG1b
1122,0.707,0.2524,1.725,,,,,,,,,,,0.5845,0.3792,0.0847,0.3885,CLAS_EG1b
1123,0.707,0.2493,1.735,,,,,,,,,,,0.2489,0.3758,0.0477,0.3788,CLAS_EG1b
1124,0.707,0.2463,1.745,,,,,,,,,,,-0.0145,0.3734,0.054,0.3773,CLAS_EG1b
1125,0.707,0.2433,1.755,,,,,,,,,,,0.1768,0.3749,0.0423,0.3773,CLAS_EG1b
1126,0.707,0.2404,1.765,,,,,,,,,,,0.5301,0.3755,0.0781,0.3835,CLAS_EG1b
1127,0.707,0.2376,1.775,,,,,,,,,,,-0.2918,0.3748,0.0641,0.3802,CLAS_EG1b
1128,0.707,0.2348,1.785,,,,,,,,,,,-0.0953,0.3755,0.0465,0.3784,CLAS_EG1b
1129,0.707,0.232,1.795,,,,,,,,,,,-0.0637,0.3747,0.0375,0.3766,CLAS_EG1b
1130,0.707,0.2293,1.805,,,,,,,,,,,-0.209,0.3713,0.0459,0.3741,CLAS_EG1b
1131,0.707,0.2266,1.815,,,,,,,,,,,0.1851,0.3679,0.0426,0.3704,CLAS_EG1b
1132,0.707,0.224,1.825,,,,,,,,,,,-0.1729,0.3602,0.0367,0.3621,CLAS_EG1b
1133,0.707,0.2215,1.835,,,,,,,,,,,0.8131,0.3577,0.1152,0.3758,CLAS_EG1b
1134,0.707,0.2189,1.845,,,,,,,,,,,0.0777,0.3542,0.0671,0.3605,CLAS_EG1b
1135,0.707,0.2165,1.855,,,,,,,,,,,0.4935,0.3487,0.0807,0.3579,CLAS_EG1b
1136,0.707,0.214,1.865,,,,,,,,,,,-0.8978,0.3444,0.1154,0.3632,CLAS_EG1b
1137,0.707,0.2116,1.875,,,,,,,,,,,0.3679,0.3425,0.0842,0.3527,CLAS_EG1b
1138,0.707,0.2093,1.885,,,,,,,,,,,-0.2051,0.3392,0.0476,0.3425,CLAS_EG1b
1139,0.707,0.2069,1.895,,,,,,,,,,,0.4988,0.3365,0.0726,0.3442,CLAS_EG1b
1140,0.707,0.2047,1.905,,,,,,,,,,,0.1672,0.3311,0.0375,0.3332,CLAS_EG1b
1141,0.707,0.2024,1.915,,,,,,,,,,,0.4801,0.3297,0.0699,0.337,CLAS_EG1b
1142,0.707,0.2002,1.925,,,,,,,,,,,0.3219,0.3274,0.0535,0.3317,CLAS_EG1b
1143,0.707,0.1981,1.935,,,,,,,,,,,-0.148,0.3235,0.0284,0.3247,CLAS_EG1b
1144,0.707,0.1959,1.945,,,,,,,,,,,-0.0841,0.3172,0.0609,0.323,CLAS_EG1b
1145,0.707,0.1938,1.955,,,,,,,,,,,0.2054,0.3149,0.0383,0.3172,CLAS_EG1b
1146,0.707,0.1918,1.965,,,,,,,,,,,0.3308,0.3126,0.0781,0.3222,CLAS_EG1b
1147,0.707,0.1898,1.975,,,,,,,,,,,0.1104,0.3096,0.0389,0.312,CLAS_EG1b
1148,0.707,0.1878,1.985,,,,,,,,,,,0.0131,0.3055,0.0398,0.3081,CLAS_EG1b
1149,0.707,0.1858,1.995,,,,,,,,,,,0.2324,0.3004,0.0402,0.3031,CLAS_EG1b
1150,0.707,0.1839,2.005,,,,,,,,,,,0.1345,0.2999,0.0417,0.3028,CLAS_EG1b
1151,0.707,0.182,2.015,,,,,,,,,,,-0.0949,0.2977,0.046,0.3012,CLAS_EG1b
1152,0.707,0.1801,2.025,,,,,,,,,,,0.1533,0.294,0.0511,0.2984,CLAS_EG1b
1153,0.707,0.1782,2.035,,,,,,,,,,,0.3618,0.2906,0.0539,0.2956,CLAS_EG1b
1154,0.707,0.1764,2.045,,,,,,,,,,,-0.709,0.2882,0.0799,0.2991,CLAS_EG1b
1155,0.707,0.1746,2.055,,,,,,,,,,,0.3949,0.2836,0.0825,0.2954,CLAS_EG1b
1156,0.707,0.1729,2.065,,,,,,,,,,,0.2483,0.2828,0.057,0.2885,CLAS_EG1b
1157,0.707,0.1711,2.075,,,,,,,,,,,0.0646,0.2763,0.0364,0.2787,CLAS_EG1b
1158,0.707,0.1694,2.085,,,,,,,,,,,-0.1866,0.2744,0.0296,0.276,CLAS_EG1b
1159,0.707,0.1678,2.095,,,,,,,,,,,-0.4273,0.2731,0.0514,0.2779,CLAS_EG1b
1160,0.707,0.1661,2.105,,,,,,,,,,,-0.0045,0.273,0.0742,0.2829,CLAS_EG1b
1161,0.707,0.1645,2.115,,,,,,,,,,,0.3111,0.2703,0.056,0.276,CLAS_EG1b
1162,0.707,0.1629,2.125,,,,,,,,,,,0.6399,0.2708,0.0749,0.281,CLAS_EG1b
1163,0.707,0.1613,2.135,,,,,,,,,,,0.3905,0.2677,0.0617,0.2747,CLAS_EG1b
1164,0.707,0.1597,2.145,,,,,,,,,,,-0.2324,0.2692,0.0362,0.2716,CLAS_EG1b
1165,0.707,0.1582,2.155,,,,,,,,,,,-0.0429,0.2658,0.0332,0.2679,CLAS_EG1b
1166,0.707,0.1567,2.165,,,,,,,,,,,0.0229,0.2618,0.0217,0.2627,CLAS_EG1b
1167,0.707,0.1552,2.175,,,,,,,,,,,-0.1646,0.2554,0.0373,0.2581,CLAS_EG1b
1168,0.707,0.1537,2.185,,,,,,,,,,,-0.0783,0.254,0.0436,0.2577,CLAS_EG1b
1169,0.707,0.1523,2.195,,,,,,,,,,,0.2314,0.2531,0.0358,0.2556,CLAS_EG1b
1170,0.707,0.1508,2.205,,,,,,,,,,,0.0606,0.2517,0.0298,0.2535,CLAS_EG1b
1171,0.707,0.1494,2.215,,,,,,,,,,,-0.1055,0.2518,0.0256,0.2531,CLAS_EG1b
1172,0.707,0.148,2.225,,,,,,,,,,,0.0212,0.2481,0.044,0.252,CLAS_EG1b
1173,0.707,0.1467,2.235,,,,,,,,,,,0.301,0.2459,0.0622,0.2536,CLAS_EG1b
1174,0.707,0.1453,2.245,,,,,,,,,,,0.0571,0.2462,0.0232,0.2473,CLAS_EG1b
1175,0.707,0.144,2.255,,,,,,,,,,,0.086,0.2451,0.0266,0.2465,CLAS_EG1b
1176,0.707,0.1427,2.265,,,,,,,,,,,0.0501,0.2405,0.0205,0.2414,CLAS_EG1b
1177,0.707,0.1414,2.275,,,,,,,,,,,-0.0497,0.2395,0.0221,0.2405,CLAS_EG1b
1178,0.707,0.1401,2.285,,,,,,,,,,,-0.2184,0.2362,0.0517,0.2418,CLAS_EG1b
1179,0.707,0.1388,2.295,,,,,,,,,,,0.2284,0.2386,0.0355,0.2412,CLAS_EG1b
1180,0.707,0.1376,2.305,,,,,,,,,,,-0.0543,0.2442,0.0384,0.2472,CLAS_EG1b
1181,0.707,0.1364,2.315,,,,,,,,,,,0.0755,0.2528,0.0213,0.2537,CLAS_EG1b
1182,0.707,0.1352,2.325,,,,,,,,,,,0.1662,0.2559,0.0288,0.2575,CLAS_EG1b
1183,0.707,0.134,2.335,,,,,,,,,,,-0.3209,0.2557,0.0395,0.2587,CLAS_EG1b
1184,0.707,0.1328,2.345,,,,,,,,,,,-0.0964,0.2533,0.055,0.2592,CLAS_EG1b
1185,0.707,0.1316,2.355,,,,,,,,,,,0.0367,0.2504,0.018,0.251,CLAS_EG1b
1186,0.707,0.1305,2.365,,,,,,,,,,,0.2988,0.2453,0.0512,0.2506,CLAS_EG1b
1187,0.707,0.1293,2.375,,,,,,,,,,,0.2719,0.2438,0.0477,0.2484,CLAS_EG1b
1188,0.707,0.1282,2.385,,,,,,,,,,,0.2359,0.2418,0.033,0.244,CLAS_EG1b
1189,0.707,0.1271,2.395,,,,,,,,,,,-0.0707,0.2386,0.0284,0.2403,CLAS_EG1b
1190,0.707,0.126,2.405,,,,,,,,,,,0.0042,0.2372,0.0237,0.2384,CLAS_EG1b
1191,0.707,0.125,2.415,,,,,,,,,,,0.268,0.236,0.0413,0.2396,CLAS_EG1b
1192,0.707,0.1239,2.425,,,,,,,,,,,0.3896,0.2341,0.0512,0.2396,CLAS_EG1b
1193,0.707,0.1229,2.435,,,,,,,,,,,0.0946,0.2336,0.0203,0.2345,CLAS_EG1b
1194,0.707,0.1218,2.445,,,,,,,,,,,-0.1635,0.2361,0.0276,0.2377,CLAS_EG1b
1195,0.707,0.1208,2.455,,,,,,,,,,,-0.1273,0.2372,0.0362,0.2399,CLAS_EG1b
1196,0.707,0.1198,2.465,,,,,,,,,,,-0.2489,0.2386,0.0326,0.2408,CLAS_EG1b
1197,0.707,0.1188,2.475,,,,,,,,,,,0.2619,0.2356,0.0469,0.2402,CLAS_EG1b
1198,0.707,0.1178,2.485,,,,,,,,,,,-0.3074,0.2361,0.0479,0.2409,CLAS_EG1b
1199,0.707,0.1169,2.495,,,,,,,,,,,-0.3104,0.2351,0.0599,0.2426,CLAS_EG1b
1200,0.707,0.1159,2.505,,,,,,,,,,,-0.301,0.2341,0.0379,0.2371,CLAS_EG1b
1201,0.707,0.1149,2.515,,,,,,,,,,,0.0317,0.2329,0.0213,0.2339,CLAS_EG1b
1202,0.707,0.114,2.525,,,,,,,,,,,0.4021,0.2279,0.05,0.2333,CLAS_EG1b
1203,0.707,0.1131,2.535,,,,,,,,,,,0.2912,0.2249,0.0426,0.2289,CLAS_EG1b
1204,0.707,0.1122,2.545,,,,,,,,,,,0.0484,0.2252,0.0197,0.2261,CLAS_EG1b
1205,0.707,0.1113,2.555,,,,,,,,,,,0.2429,0.2214,0.0326,0.2238,CLAS_EG1b
1206,0.707,0.1104,2.565,,,,,,,,,,,0.203,0.221,0.0275,0.2227,CLAS_EG1b
1207,0.707,0.1095,2.575,,,,,,,,,,,-0.1031,0.2215,0.016,0.2221,CLAS_EG1b
1208,0.707,0.1086,2.585,,,,,,,,,,,-0.4552,0.2175,0.0525,0.2237,CLAS_EG1b
1209,0.707,0.1078,2.595,,,,,,,,,,,-0.0019,0.2176,0.0135,0.218,CLAS_EG1b
1210,0.707,0.1069,2.605,,,,,,,,,,,0.0847,0.2181,0.0178,0.2188,CLAS_EG1b
1211,0.707,0.1061,2.615,,,,,,,,,,,0.0141,0.2168,0.0152,0.2173,CLAS_EG1b
1212,0.707,0.1053,2.625,,,,,,,,,,,-0.1543,0.2199,0.0224,0.221,CLAS_EG1b
1213,0.707,0.1045,2.635,,,,,,,,,,,-0.4141,0.2221,0.0485,0.2273,CLAS_EG1b
1214,0.707,0.1036,2.645,,,,,,,,,,,-0.1148,0.2222,0.0168,0.2228,CLAS_EG1b
1215,0.707,0.1028,2.655,,,,,,,,,,,-0.2792,0.2245,0.0405,0.2281,CLAS_EG1b
1216,0.707,0.1021,2.665,,,,,,,,,,,-0.0995,0.2234,0.0176,0.2241,CLAS_EG1b
1217,0.707,0.1013,2.675,,,,,,,,,,,-0.382,0.2225,0.0428,0.2266,CLAS_EG1b
1218,0.707,0.1005,2.685,,,,,,,,,,,0.124,0.2241,0.0233,0.2253,CLAS_EG1b
1219,0.707,0.0997,2.695,,,,,,,,,,,0.0105,0.2199,0.0327,0.2223,CLAS_EG1b
1220,0.707,0.099,2.705,,,,,,,,,,,0.2814,0.214,0.0376,0.2173,CLAS_EG1b
1221,0.707,0.0982,2.715,,,,,,,,,,,0.6051,0.2148,0.0692,0.2257,CLAS_EG1b
1222,0.707,0.0975,2.725,,,,,,,,,,,-0.0321,0.213,0.0312,0.2153,CLAS_EG1b
1223,0.707,0.0968,2.735,,,,,,,,,,,-0.2965,0.2124,0.04,0.2161,CLAS_EG1b
1224,0.707,0.0961,2.745,,,,,,,,,,,0.1342,0.2142,0.0308,0.2164,CLAS_EG1b
1225,0.707,0.0953,2.755,,,,,,,,,,,-0.1311,0.2148,0.0283,0.2167,CLAS_EG1b
1226,0.707,0.0946,2.765,,,,,,,,,,,0.3928,0.2132,0.0492,0.2188,CLAS_EG1b
1227,0.707,0.0939,2.775,,,,,,,,,,,0.0385,0.2106,0.0182,0.2114,CLAS_EG1b
1228,0.707,0.0933,2.785,,,,,,,,,,,-0.0529,0.2074,0.0197,0.2083,CLAS_EG1b
1229,0.707,0.0926,2.795,,,,,,,,,,,0.0844,0.2053,0.0296,0.2074,CLAS_EG1b
1230,0.844,0.7407,1.085,,,,,,,,,,,2.439,3.7714,1.0068,3.9035,CLAS_EG1b
1231,0.844,0.7268,1.095,,,,,,,,,,,2.0627,2.9634,0.6062,3.0248,CLAS_EG1b
1232,0.844,0.7133,1.105,,,,,,,,,,,0.7451,2.5201,0.4834,2.566,CLAS_EG1b
1233,0.844,0.7001,1.115,,,,,,,,,,,0.9319,2.2077,0.6366,2.2977,CLAS_EG1b
1234,0.844,0.6874,1.125,,,,,,,,,,,-2.6833,1.9643,0.6324,2.0636,CLAS_EG1b
1235,0.844,0.6749,1.135,,,,,,,,,,,-0.3707,1.7752,0.1953,1.7859,CLAS_EG1b
1236,0.844,0.6628,1.145,,,,,,,,,,,0.7586,1.586,0.1945,1.5979,CLAS_EG1b
1237,0.844,0.6511,1.155,,,,,,,,,,,0.8602,1.4186,0.1995,1.4326,CLAS_EG1b
1238,0.844,0.6396,1.165,,,,,,,,,,,-1.7954,1.2945,0.2787,1.3242,CLAS_EG1b
1239,0.844,0.6285,1.175,,,,,,,,,,,2.7561,1.1752,0.4909,1.2736,CLAS_EG1b
1240,0.844,0.6176,1.185,,,,,,,,,,,0.6654,1.0856,0.1701,1.0988,CLAS_EG1b
1241,0.844,0.6071,1.195,,,,,,,,,,,0.4376,1.0101,0.1185,1.017,CLAS_EG1b
1242,0.844,0.5968,1.205,,,,,,,,,,,-1.839,0.9344,0.2725,0.9733,CLAS_EG1b
1243,0.844,0.5867,1.215,,,,,,,,,,,-1.0969,0.8857,0.1748,0.9028,CLAS_EG1b
1244,0.844,0.5769,1.225,,,,,,,,,,,0.0743,0.8556,0.0911,0.8604,CLAS_EG1b
1245,0.844,0.5674,1.235,,,,,,,,,,,0.5352,0.8442,0.1194,0.8526,CLAS_EG1b
1246,0.844,0.5581,1.245,,,,,,,,,,,-0.5881,0.8281,0.1087,0.8352,CLAS_EG1b
1247,0.844,0.549,1.255,,,,,,,,,,,1.2381,0.8179,0.1988,0.8417,CLAS_EG1b
1248,0.844,0.5402,1.265,,,,,,,,,,,-1.3179,0.8206,0.2158,0.8485,CLAS_EG1b
1249,0.844,0.5315,1.275,,,,,,,,,,,0.8817,0.8209,0.1617,0.8367,CLAS_EG1b
1250,0.844,0.5231,1.285,,,,,,,,,,,1.4109,0.8248,0.2188,0.8533,CLAS_EG1b
1251,0.844,0.5149,1.295,,,,,,,,,,,-0.9192,0.8211,0.1666,0.8378,CLAS_EG1b
1252,0.844,0.5068,1.305,,,,,,,,,,,-0.2679,0.822,0.1384,0.8336,CLAS_EG1b
1253,0.844,0.499,1.315,,,,,,,,,,,-0.52,0.8333,0.0984,0.8391,CLAS_EG1b
1254,0.844,0.4913,1.325,,,,,,,,,,,-0.4761,0.8285,0.1789,0.8476,CLAS_EG1b
1255,0.844,0.4838,1.335,,,,,,,,,,,0.0887,0.832,0.0624,0.8343,CLAS_EG1b
1256,0.844,0.4765,1.345,,,,,,,,,,,1.0528,0.8319,0.1428,0.8441,CLAS_EG1b
1257,0.844,0.4693,1.355,,,,,,,,,,,-1.2629,0.8196,0.1713,0.8373,CLAS_EG1b
1258,0.844,0.4623,1.365,,,,,,,,,,,0.3035,0.819,0.0816,0.8231,CLAS_EG1b
1259,0.844,0.4555,1.375,,,,,,,,,,,0.0538,0.8026,0.0663,0.8053,CLAS_EG1b
1260,0.844,0.4488,1.385,,,,,,,,,,,0.6535,0.7902,0.1101,0.7978,CLAS_EG1b
1261,0.844,0.4423,1.395,,,,,,,,,,,0.1179,0.7739,0.0716,0.7772,CLAS_EG1b
1262,0.844,0.4359,1.405,,,,,,,,,,,0.3673,0.7502,0.1749,0.7703,CLAS_EG1b
1263,0.844,0.4296,1.415,,,,,,,,,,,2.0755,0.7308,0.2582,0.7751,CLAS_EG1b
1264,0.844,0.4235,1.425,,,,,,,,,,,1.4114,0.7134,0.1769,0.735,CLAS_EG1b
1265,0.844,0.4175,1.435,,,,,,,,,,,0.4413,0.6941,0.083,0.699,CLAS_EG1b
1266,0.844,0.4116,1.445,,,,,,,,,,,-0.5603,0.6822,0.1132,0.6915,CLAS_EG1b
1267,0.844,0.4059,1.455,,,,,,,,,,,1.1243,0.6555,0.1606,0.6749,CLAS_EG1b
1268,0.844,0.4003,1.465,,,,,,,,,,,-0.0977,0.6442,0.0589,0.6469,CLAS_EG1b
1269,0.844,0.3948,1.475,,,,,,,,,,,0.8904,0.644,0.145,0.6601,CLAS_EG1b
1270,0.844,0.3894,1.485,,,,,,,,,,,1.0125,0.6399,0.2072,0.6726,CLAS_EG1b
1271,0.844,0.3841,1.495,,,,,,,,,,,-0.6435,0.6175,0.1177,0.6286,CLAS_EG1b
1272,0.844,0.3789,1.505,,,,,,,,,,,-0.3842,0.5765,0.0868,0.583,CLAS_EG1b
1273,0.844,0.3739,1.515,,,,,,,,,,,-0.3222,0.5403,0.0805,0.5463,CLAS_EG1b
1274,0.844,0.3689,1.525,,,,,,,,,,,0.4032,0.5303,0.0717,0.5351,CLAS_EG1b
1275,0.844,0.364,1.535,,,,,,,,,,,0.9858,0.5205,0.1587,0.5442,CLAS_EG1b
1276,0.844,0.3593,1.545,,,,,,,,,,,0.6029,0.5129,0.1016,0.5229,CLAS_EG1b
1277,0.844,0.3546,1.555,,,,,,,,,,,0.5086,0.5103,0.0865,0.5176,CLAS_EG1b
1278,0.844,0.35,1.565,,,,,,,,,,,0.4514,0.5072,0.0933,0.5157,CLAS_EG1b
1279,0.844,0.3455,1.575,,,,,,,,,,,-0.1091,0.5055,0.058,0.5088,CLAS_EG1b
1280,0.844,0.3411,1.585,,,,,,,,,,,0.4801,0.5023,0.0866,0.5097,CLAS_EG1b
1281,0.844,0.3368,1.595,,,,,,,,,,,1.5548,0.4896,0.1807,0.5219,CLAS_EG1b
1282,0.844,0.3325,1.605,,,,,,,,,,,-0.859,0.4839,0.102,0.4945,CLAS_EG1b
1283,0.844,0.3283,1.615,,,,,,,,,,,-0.239,0.4775,0.0626,0.4816,CLAS_EG1b
1284,0.844,0.3243,1.625,,,,,,,,,,,0.1531,0.4745,0.0575,0.478,CLAS_EG1b
1285,0.844,0.3202,1.635,,,,,,,,,,,0.7979,0.4653,0.1046,0.4769,CLAS_EG1b
1286,0.844,0.3163,1.645,,,,,,,,,,,-0.5748,0.4598,0.076,0.466,CLAS_EG1b
1287,0.844,0.3124,1.655,,,,,,,,,,,-0.0103,0.453,0.0444,0.4552,CLAS_EG1b
1288,0.844,0.3086,1.665,,,,,,,,,,,0.4425,0.4542,0.0909,0.4632,CLAS_EG1b
1289,0.844,0.3049,1.675,,,,,,,,,,,-0.2225,0.4551,0.0477,0.4576,CLAS_EG1b
