Unnamed: 0,Q2,x,W,Eb,g1,dg1(stat),dg1(sys),dg1(model),dg1(tot),g1/F1,dg1/F1(stat),dg1/F1(sys),dg1/F1(tot),A1,dA1(stat),dA1(sys),dA1(tot),Experiment
4656,0.12,0.0925,1.435,,,,,,,0.0241,0.17,0.0087,0.1702,,,,,CLAS_EG1b
4657,0.12,0.0905,1.445,,,,,,,-0.2783,0.1645,0.0281,0.1669,,,,,CLAS_EG1b
4658,0.12,0.0885,1.455,,,,,,,-0.0793,0.1586,0.0169,0.1595,,,,,CLAS_EG1b
4659,0.12,0.0867,1.465,,,,,,,-0.2297,0.155,0.0197,0.1562,,,,,CLAS_EG1b
4660,0.12,0.0849,1.475,,,,,,,0.0366,0.1525,0.0133,0.1531,,,,,CLAS_EG1b
4661,0.12,0.0831,1.485,,,,,,,-0.0827,0.1492,0.0271,0.1516,,,,,CLAS_EG1b
4662,0.12,0.0814,1.495,,,,,,,0.1004,0.1461,0.0185,0.1473,,,,,CLAS_EG1b
4663,0.12,0.0798,1.505,,,,,,,-0.049,0.1427,0.0129,0.1433,,,,,CLAS_EG1b
4664,0.12,0.0783,1.515,,,,,,,0.1038,0.1427,0.0097,0.143,,,,,CLAS_EG1b
4665,0.12,0.0767,1.525,,,,,,,-0.0029,0.1434,0.0155,0.1442,,,,,CLAS_EG1b
4666,0.12,0.0753,1.535,,,,,,,-0.1196,0.1467,0.0117,0.1472,,,,,CLAS_EG1b
4667,0.12,0.0738,1.545,,,,,,,0.2648,0.1516,0.0215,0.1531,,,,,CLAS_EG1b
4668,0.12,0.0725,1.555,,,,,,,0.0965,0.16,0.0115,0.1604,,,,,CLAS_EG1b
4669,0.12,0.0711,1.565,,,,,,,0.1418,0.1643,0.0334,0.1677,,,,,CLAS_EG1b
4670,0.12,0.0698,1.575,,,,,,,0.0736,0.1664,0.0104,0.1667,,,,,CLAS_EG1b
4671,0.12,0.0686,1.585,,,,,,,0.0316,0.1658,0.0179,0.1668,,,,,CLAS_EG1b
4672,0.144,0.3276,1.085,,,,,,,0.1695,0.388,0.0759,0.3954,,,,,CLAS_EG1b
4673,0.144,0.3122,1.095,,,,,,,-0.2946,0.3353,0.3275,0.4687,,,,,CLAS_EG1b
4674,0.144,0.2979,1.105,,,,,,,-0.0865,0.3025,0.1141,0.3233,,,,,CLAS_EG1b
4675,0.144,0.2849,1.115,,,,,,,0.0289,0.2735,0.0651,0.2811,,,,,CLAS_EG1b
4676,0.144,0.2728,1.125,,,,,,,-0.266,0.2504,0.1043,0.2713,,,,,CLAS_EG1b
4677,0.144,0.2616,1.135,,,,,,,0.157,0.2314,0.0477,0.2363,,,,,CLAS_EG1b
4678,0.144,0.2512,1.145,,,,,,,-0.0363,0.2112,0.0279,0.213,,,,,CLAS_EG1b
4679,0.144,0.2415,1.155,,,,,,,0.0788,0.1928,0.0257,0.1945,,,,,CLAS_EG1b
4680,0.144,0.2324,1.165,,,,,,,-0.1796,0.1746,0.0389,0.1789,,,,,CLAS_EG1b
4681,0.144,0.224,1.175,,,,,,,-0.2371,0.1595,0.0415,0.1648,,,,,CLAS_EG1b
4682,0.144,0.2161,1.185,,,,,,,-0.104,0.1474,0.021,0.1489,,,,,CLAS_EG1b
4683,0.144,0.2086,1.195,,,,,,,-0.0746,0.1374,0.019,0.1387,,,,,CLAS_EG1b
4684,0.144,0.2016,1.205,,,,,,,-0.3315,0.1291,0.0514,0.139,,,,,CLAS_EG1b
4685,0.144,0.195,1.215,,,,,,,-0.4339,0.125,0.0702,0.1434,,,,,CLAS_EG1b
4686,0.144,0.1888,1.225,,,,,,,-0.2359,0.1236,0.0378,0.1293,,,,,CLAS_EG1b
4687,0.144,0.1829,1.235,,,,,,,-0.173,0.1242,0.0284,0.1274,,,,,CLAS_EG1b
4688,0.144,0.1773,1.245,,,,,,,-0.3409,0.1265,0.051,0.1364,,,,,CLAS_EG1b
4689,0.144,0.172,1.255,,,,,,,-0.2697,0.1314,0.0429,0.1382,,,,,CLAS_EG1b
4690,0.144,0.167,1.265,,,,,,,-0.0886,0.1368,0.0166,0.1378,,,,,CLAS_EG1b
4691,0.144,0.1622,1.275,,,,,,,0.2704,0.1441,0.0496,0.1524,,,,,CLAS_EG1b
4692,0.144,0.1576,1.285,,,,,,,-0.2052,0.1499,0.0482,0.1575,,,,,CLAS_EG1b
4693,0.144,0.1533,1.295,,,,,,,-0.281,0.1576,0.045,0.1639,,,,,CLAS_EG1b
4694,0.144,0.1492,1.305,,,,,,,-0.0888,0.164,0.0161,0.1648,,,,,CLAS_EG1b
4695,0.144,0.1452,1.315,,,,,,,-0.1099,0.1699,0.0192,0.171,,,,,CLAS_EG1b
4696,0.144,0.1415,1.325,,,,,,,-0.0141,0.173,0.0146,0.1736,,,,,CLAS_EG1b
4697,0.144,0.1379,1.335,,,,,,,0.0047,0.1775,0.0612,0.1878,,,,,CLAS_EG1b
4698,0.144,0.1344,1.345,,,,,,,0.2538,0.1784,0.0522,0.1859,,,,,CLAS_EG1b
4699,0.144,0.1311,1.355,,,,,,,0.0651,0.1816,0.0217,0.1829,,,,,CLAS_EG1b
4700,0.144,0.1279,1.365,,,,,,,-0.2421,0.1787,0.0402,0.1832,,,,,CLAS_EG1b
4701,0.144,0.1249,1.375,,,,,,,-0.2933,0.1799,0.0536,0.1877,,,,,CLAS_EG1b
4702,0.144,0.122,1.385,,,,,,,0.0236,0.1795,0.0133,0.18,,,,,CLAS_EG1b
4703,0.144,0.1192,1.395,,,,,,,-0.0889,0.1792,0.0166,0.18,,,,,CLAS_EG1b
4704,0.144,0.1165,1.405,,,,,,,0.0384,0.1795,0.012,0.1799,,,,,CLAS_EG1b
4705,0.144,0.1139,1.415,,,,,,,0.0162,0.1773,0.016,0.178,,,,,CLAS_EG1b
4706,0.144,0.1114,1.425,,,,,,,-0.0636,0.1745,0.0134,0.175,,,,,CLAS_EG1b
4707,0.144,0.109,1.435,,,,,,,-0.3491,0.171,0.0506,0.1783,,,,,CLAS_EG1b
4708,0.144,0.1066,1.445,,,,,,,0.2073,0.1644,0.0241,0.1662,,,,,CLAS_EG1b
4709,0.144,0.1044,1.455,,,,,,,0.0541,0.1587,0.0151,0.1594,,,,,CLAS_EG1b
4710,0.144,0.1022,1.465,,,,,,,-0.1265,0.1561,0.0158,0.1569,,,,,CLAS_EG1b
4711,0.144,0.1001,1.475,,,,,,,0.1891,0.1519,0.0243,0.1538,,,,,CLAS_EG1b
4712,0.144,0.0981,1.485,,,,,,,-0.0099,0.1485,0.0209,0.15,,,,,CLAS_EG1b
4713,0.144,0.0962,1.495,,,,,,,-0.1254,0.1448,0.0127,0.1454,,,,,CLAS_EG1b
4714,0.144,0.0943,1.505,,,,,,,0.2555,0.1444,0.0206,0.1459,,,,,CLAS_EG1b
4715,0.144,0.0925,1.515,,,,,,,0.0259,0.1431,0.0078,0.1433,,,,,CLAS_EG1b
4716,0.144,0.0907,1.525,,,,,,,0.0214,0.1446,0.0102,0.145,,,,,CLAS_EG1b
4717,0.144,0.089,1.535,,,,,,,-0.2516,0.1466,0.0259,0.1489,,,,,CLAS_EG1b
4718,0.144,0.0873,1.545,,,,,,,0.137,0.1483,0.0132,0.1489,,,,,CLAS_EG1b
4719,0.144,0.0857,1.555,,,,,,,0.0826,0.1558,0.0217,0.1573,,,,,CLAS_EG1b
4720,0.144,0.0841,1.565,,,,,,,0.1829,0.1573,0.021,0.1587,,,,,CLAS_EG1b
4721,0.144,0.0826,1.575,,,,,,,0.2632,0.159,0.024,0.1608,,,,,CLAS_EG1b
4722,0.144,0.0811,1.585,,,,,,,0.2049,0.1606,0.0257,0.1626,,,,,CLAS_EG1b
4723,0.171,0.3666,1.085,,,,,,,0.0489,0.3543,0.2197,0.4169,,,,,CLAS_EG1b
4724,0.171,0.3502,1.095,,,,,,,-0.1284,0.3082,0.2254,0.3818,,,,,CLAS_EG1b
4725,0.171,0.3351,1.105,,,,,,,0.1725,0.2825,0.0801,0.2936,,,,,CLAS_EG1b
4726,0.171,0.3211,1.115,,,,,,,-0.3018,0.2549,0.1477,0.2946,,,,,CLAS_EG1b
4727,0.171,0.3082,1.125,,,,,,,-0.1853,0.2324,0.0824,0.2466,,,,,CLAS_EG1b
4728,0.171,0.2961,1.135,,,,,,,-0.1876,0.2152,0.0704,0.2264,,,,,CLAS_EG1b
4729,0.171,0.2849,1.145,,,,,,,-0.2264,0.1961,0.0555,0.2038,,,,,CLAS_EG1b
4730,0.171,0.2743,1.155,,,,,,,-0.0749,0.1777,0.0254,0.1795,,,,,CLAS_EG1b
4731,0.171,0.2645,1.165,,,,,,,0.08,0.1618,0.0273,0.1641,,,,,CLAS_EG1b
4732,0.171,0.2553,1.175,,,,,,,-0.3473,0.1487,0.0649,0.1622,,,,,CLAS_EG1b
4733,0.171,0.2466,1.185,,,,,,,-0.3116,0.1371,0.0625,0.1507,,,,,CLAS_EG1b
4734,0.171,0.2384,1.195,,,,,,,-0.3181,0.1294,0.0616,0.1433,,,,,CLAS_EG1b
4735,0.171,0.2307,1.205,,,,,,,-0.2445,0.1223,0.0454,0.1305,,,,,CLAS_EG1b
4736,0.171,0.2234,1.215,,,,,,,-0.1645,0.1187,0.0283,0.122,,,,,CLAS_EG1b
4737,0.171,0.2165,1.225,,,,,,,-0.1546,0.1165,0.0288,0.12,,,,,CLAS_EG1b
4738,0.171,0.2099,1.235,,,,,,,-0.3607,0.1177,0.0595,0.1319,,,,,CLAS_EG1b
4739,0.171,0.2037,1.245,,,,,,,-0.3441,0.12,0.0582,0.1334,,,,,CLAS_EG1b
4740,0.171,0.1978,1.255,,,,,,,-0.4718,0.1249,0.079,0.1478,,,,,CLAS_EG1b
4741,0.171,0.1922,1.265,,,,,,,-0.422,0.1314,0.0762,0.1519,,,,,CLAS_EG1b
4742,0.171,0.1869,1.275,,,,,,,-0.3232,0.1383,0.0586,0.1502,,,,,CLAS_EG1b
4743,0.171,0.1818,1.285,,,,,,,0.0944,0.1449,0.0313,0.1482,,,,,CLAS_EG1b
4744,0.171,0.177,1.295,,,,,,,-0.0973,0.1521,0.021,0.1535,,,,,CLAS_EG1b
4745,0.171,0.1723,1.305,,,,,,,0.1091,0.1583,0.0317,0.1614,,,,,CLAS_EG1b
4746,0.171,0.1679,1.315,,,,,,,-0.1164,0.1646,0.0258,0.1666,,,,,CLAS_EG1b
4747,0.171,0.1637,1.325,,,,,,,-0.2148,0.1675,0.0421,0.1727,,,,,CLAS_EG1b
4748,0.171,0.1596,1.335,,,,,,,-0.0557,0.173,0.0171,0.1738,,,,,CLAS_EG1b
4749,0.171,0.1557,1.345,,,,,,,0.2219,0.1762,0.0359,0.1798,,,,,CLAS_EG1b
4750,0.171,0.152,1.355,,,,,,,0.0563,0.1801,0.0169,0.1809,,,,,CLAS_EG1b
4751,0.171,0.1484,1.365,,,,,,,-0.1458,0.1787,0.0243,0.1803,,,,,CLAS_EG1b
4752,0.171,0.1449,1.375,,,,,,,0.0744,0.1804,0.0171,0.1812,,,,,CLAS_EG1b
4753,0.171,0.1416,1.385,,,,,,,0.1871,0.1793,0.0291,0.1816,,,,,CLAS_EG1b
4754,0.171,0.1384,1.395,,,,,,,0.2454,0.1771,0.0411,0.1818,,,,,CLAS_EG1b
4755,0.171,0.1354,1.405,,,,,,,0.1173,0.1759,0.021,0.1771,,,,,CLAS_EG1b
4756,0.171,0.1324,1.415,,,,,,,-0.0523,0.1735,0.0159,0.1742,,,,,CLAS_EG1b
4757,0.171,0.1296,1.425,,,,,,,-0.1011,0.1721,0.0168,0.1729,,,,,CLAS_EG1b
4758,0.171,0.1268,1.435,,,,,,,0.0346,0.1682,0.0107,0.1685,,,,,CLAS_EG1b
4759,0.171,0.1242,1.445,,,,,,,0.2353,0.1661,0.023,0.1677,,,,,CLAS_EG1b
4760,0.171,0.1216,1.455,,,,,,,0.0766,0.1609,0.0111,0.1613,,,,,CLAS_EG1b
4761,0.171,0.1191,1.465,,,,,,,-0.1558,0.1578,0.0167,0.1587,,,,,CLAS_EG1b
4762,0.171,0.1167,1.475,,,,,,,-0.0187,0.1533,0.0089,0.1536,,,,,CLAS_EG1b
4763,0.171,0.1144,1.485,,,,,,,0.0612,0.1493,0.0105,0.1497,,,,,CLAS_EG1b
4764,0.171,0.1122,1.495,,,,,,,-0.0001,0.1433,0.0113,0.1437,,,,,CLAS_EG1b
4765,0.171,0.11,1.505,,,,,,,0.2708,0.1386,0.0239,0.1406,,,,,CLAS_EG1b
4766,0.171,0.1079,1.515,,,,,,,0.3006,0.1358,0.0322,0.1396,,,,,CLAS_EG1b
4767,0.171,0.1059,1.525,,,,,,,-0.3439,0.1354,0.0342,0.1397,,,,,CLAS_EG1b
4768,0.171,0.1039,1.535,,,,,,,-0.249,0.1359,0.0285,0.1389,,,,,CLAS_EG1b
4769,0.171,0.102,1.545,,,,,,,-0.0197,0.1385,0.0161,0.1394,,,,,CLAS_EG1b
4770,0.171,0.1002,1.555,,,,,,,-0.0665,0.1431,0.0163,0.144,,,,,CLAS_EG1b
4771,0.171,0.0984,1.565,,,,,,,-0.0615,0.1474,0.0116,0.1479,,,,,CLAS_EG1b
4772,0.171,0.0966,1.575,,,,,,,0.1199,0.1489,0.015,0.1497,,,,,CLAS_EG1b
4773,0.171,0.0949,1.585,,,,,,,0.1404,0.1518,0.0302,0.1548,,,,,CLAS_EG1b
4774,0.205,0.4096,1.085,,,,,,,-0.2285,0.2462,0.6749,0.7184,,,,,CLAS_EG1b
4775,0.205,0.3925,1.095,,,,,,,0.0281,0.2073,0.1235,0.2413,,,,,CLAS_EG1b
4776,0.205,0.3766,1.105,,,,,,,-0.0299,0.1874,0.1055,0.2151,,,,,CLAS_EG1b
4777,0.205,0.3619,1.115,,,,,,,0.1401,0.17,0.0481,0.1767,,,,,CLAS_EG1b
4778,0.205,0.3481,1.125,,,,,,,-0.0184,0.1519,0.0529,0.1608,,,,,CLAS_EG1b
4779,0.205,0.3352,1.135,,,,,,,0.0027,0.1445,0.0391,0.1497,,,,,CLAS_EG1b
4780,0.205,0.3232,1.145,,,,,,,0.023,0.1285,0.0293,0.1318,,,,,CLAS_EG1b
4781,0.205,0.3119,1.155,,,,,,,-0.1711,0.1126,0.0386,0.119,,,,,CLAS_EG1b
4782,0.205,0.3012,1.165,,,,,,,-0.0864,0.1033,0.0214,0.1055,,,,,CLAS_EG1b
4783,0.205,0.2912,1.175,,,,,,,-0.0954,0.0927,0.0217,0.0952,,,,,CLAS_EG1b
4784,0.205,0.2818,1.185,,,,,,,-0.1689,0.0861,0.0343,0.0927,,,,,CLAS_EG1b
4785,0.205,0.2729,1.195,,,,,,,-0.183,0.0781,0.0358,0.0859,,,,,CLAS_EG1b
4786,0.205,0.2644,1.205,,,,,,,-0.2231,0.0734,0.0429,0.085,,,,,CLAS_EG1b
4787,0.205,0.2564,1.215,,,,,,,-0.2345,0.0703,0.0435,0.0827,,,,,CLAS_EG1b
4788,0.205,0.2488,1.225,,,,,,,-0.2529,0.0687,0.047,0.0832,,,,,CLAS_EG1b
4789,0.205,0.2416,1.235,,,,,,,-0.2769,0.0712,0.0525,0.0885,,,,,CLAS_EG1b
4790,0.205,0.2347,1.245,,,,,,,-0.1799,0.0703,0.0348,0.0784,,,,,CLAS_EG1b
4791,0.205,0.2282,1.255,,,,,,,-0.1938,0.0743,0.0365,0.0828,,,,,CLAS_EG1b
4792,0.205,0.222,1.265,,,,,,,-0.2445,0.077,0.0467,0.0901,,,,,CLAS_EG1b
4793,0.205,0.216,1.275,,,,,,,-0.1197,0.0801,0.024,0.0836,,,,,CLAS_EG1b
4794,0.205,0.2104,1.285,,,,,,,-0.1188,0.0835,0.0234,0.0867,,,,,CLAS_EG1b
4795,0.205,0.2049,1.295,,,,,,,-0.2259,0.0832,0.0417,0.0931,,,,,CLAS_EG1b
4796,0.205,0.1997,1.305,,,,,,,-0.016,0.0913,0.0133,0.0923,,,,,CLAS_EG1b
4797,0.205,0.1948,1.315,,,,,,,-0.1128,0.0901,0.0235,0.0931,,,,,CLAS_EG1b
4798,0.205,0.19,1.325,,,,,,,-0.0162,0.0953,0.0146,0.0964,,,,,CLAS_EG1b
4799,0.205,0.1854,1.335,,,,,,,-0.0442,0.0978,0.0163,0.0991,,,,,CLAS_EG1b
4800,0.205,0.181,1.345,,,,,,,0.0212,0.0985,0.0173,0.1,,,,,CLAS_EG1b
4801,0.205,0.1768,1.355,,,,,,,-0.0665,0.0953,0.0173,0.0969,,,,,CLAS_EG1b
4802,0.205,0.1728,1.365,,,,,,,0.0462,0.0947,0.017,0.0962,,,,,CLAS_EG1b
4803,0.205,0.1689,1.375,,,,,,,-0.0592,0.0939,0.0173,0.0955,,,,,CLAS_EG1b
4804,0.205,0.1651,1.385,,,,,,,0.1273,0.0902,0.0243,0.0934,,,,,CLAS_EG1b
4805,0.205,0.1615,1.395,,,,,,,0.0912,0.0898,0.0187,0.0917,,,,,CLAS_EG1b
4806,0.205,0.158,1.405,,,,,,,0.0738,0.086,0.0163,0.0875,,,,,CLAS_EG1b
4807,0.205,0.1547,1.415,,,,,,,-0.0408,0.0877,0.0128,0.0886,,,,,CLAS_EG1b
4808,0.205,0.1514,1.425,,,,,,,-0.0887,0.081,0.0152,0.0824,,,,,CLAS_EG1b
4809,0.205,0.1483,1.435,,,,,,,-0.0587,0.0841,0.0124,0.085,,,,,CLAS_EG1b
4810,0.205,0.1453,1.445,,,,,,,-0.0408,0.079,0.0113,0.0798,,,,,CLAS_EG1b
4811,0.205,0.1423,1.455,,,,,,,0.035,0.0768,0.0111,0.0776,,,,,CLAS_EG1b
4812,0.205,0.1395,1.465,,,,,,,-0.0856,0.0751,0.0129,0.0762,,,,,CLAS_EG1b
4813,0.205,0.1368,1.475,,,,,,,-0.0264,0.0706,0.0086,0.0711,,,,,CLAS_EG1b
4814,0.205,0.1341,1.485,,,,,,,0.079,0.0684,0.0111,0.0693,,,,,CLAS_EG1b
4815,0.205,0.1316,1.495,,,,,,,-0.0205,0.0652,0.0096,0.0659,,,,,CLAS_EG1b
4816,0.205,0.1291,1.505,,,,,,,0.1355,0.064,0.0155,0.0659,,,,,CLAS_EG1b
4817,0.205,0.1267,1.515,,,,,,,0.0395,0.0632,0.0085,0.0638,,,,,CLAS_EG1b
4818,0.205,0.1243,1.525,,,,,,,0.0599,0.0641,0.0094,0.0648,,,,,CLAS_EG1b
4819,0.205,0.1221,1.535,,,,,,,0.0958,0.0626,0.0114,0.0636,,,,,CLAS_EG1b
4820,0.205,0.1199,1.545,,,,,,,0.0252,0.066,0.0107,0.0669,,,,,CLAS_EG1b
4821,0.205,0.1177,1.555,,,,,,,0.0626,0.067,0.0122,0.0681,,,,,CLAS_EG1b
4822,0.205,0.1157,1.565,,,,,,,0.0884,0.0681,0.0175,0.0703,,,,,CLAS_EG1b
4823,0.205,0.1136,1.575,,,,,,,-0.0894,0.0769,0.0142,0.0782,,,,,CLAS_EG1b
4824,0.205,0.1117,1.585,,,,,,,-0.1163,0.078,0.0158,0.0796,,,,,CLAS_EG1b
4825,0.205,0.1098,1.595,,,,,,,0.1326,0.0762,0.0178,0.0783,,,,,CLAS_EG1b
4826,0.205,0.1079,1.605,,,,,,,0.14,0.0767,0.0182,0.0788,,,,,CLAS_EG1b
4827,0.205,0.1061,1.615,,,,,,,0.1812,0.0781,0.0207,0.0808,,,,,CLAS_EG1b
4828,0.205,0.1044,1.625,,,,,,,0.0065,0.0768,0.0132,0.0779,,,,,CLAS_EG1b
4829,0.205,0.1027,1.635,,,,,,,-0.0581,0.0778,0.0128,0.0788,,,,,CLAS_EG1b
4830,0.205,0.101,1.645,,,,,,,-0.0262,0.0755,0.0123,0.0765,,,,,CLAS_EG1b
4831,0.205,0.0994,1.655,,,,,,,0.069,0.078,0.0145,0.0793,,,,,CLAS_EG1b
4832,0.205,0.0978,1.665,,,,,,,0.138,0.0771,0.018,0.0792,,,,,CLAS_EG1b
4833,0.205,0.0963,1.675,,,,,,,-0.1175,0.0746,0.0142,0.0759,,,,,CLAS_EG1b
4834,0.205,0.0948,1.685,,,,,,,-0.0223,0.0759,0.0131,0.077,,,,,CLAS_EG1b
4835,0.205,0.0933,1.695,,,,,,,0.0352,0.0764,0.0144,0.0777,,,,,CLAS_EG1b
4836,0.205,0.0919,1.705,,,,,,,0.0885,0.0791,0.0177,0.0811,,,,,CLAS_EG1b
4837,0.205,0.0905,1.715,,,,,,,-0.1717,0.0827,0.02,0.0851,,,,,CLAS_EG1b
4838,0.205,0.0892,1.725,,,,,,,0.0458,0.0901,0.017,0.0917,,,,,CLAS_EG1b
4839,0.205,0.0879,1.735,,,,,,,-0.0253,0.0954,0.0145,0.0965,,,,,CLAS_EG1b
4840,0.244,0.4523,1.085,,,,,,,0.0737,0.194,0.2196,0.293,,,,,CLAS_EG1b
4841,0.244,0.4347,1.095,,,,,,,0.0948,0.1591,0.0952,0.1854,,,,,CLAS_EG1b
4842,0.244,0.4183,1.105,,,,,,,0.1408,0.145,0.0613,0.1574,,,,,CLAS_EG1b
4843,0.244,0.403,1.115,,,,,,,0.0487,0.1286,0.0595,0.1417,,,,,CLAS_EG1b
4844,0.244,0.3886,1.125,,,,,,,0.1414,0.1214,0.0586,0.1348,,,,,CLAS_EG1b
4845,0.244,0.3751,1.135,,,,,,,-0.0706,0.1099,0.0431,0.118,,,,,CLAS_EG1b
4846,0.244,0.3624,1.145,,,,,,,0.0475,0.1036,0.0333,0.1088,,,,,CLAS_EG1b
4847,0.244,0.3504,1.155,,,,,,,-0.0712,0.0959,0.0235,0.0987,,,,,CLAS_EG1b
4848,0.244,0.3391,1.165,,,,,,,-0.1405,0.0837,0.0304,0.089,,,,,CLAS_EG1b
4849,0.244,0.3284,1.175,,,,,,,-0.1576,0.0768,0.0344,0.0842,,,,,CLAS_EG1b
4850,0.244,0.3183,1.185,,,,,,,-0.1963,0.0717,0.0415,0.0828,,,,,CLAS_EG1b
4851,0.244,0.3087,1.195,,,,,,,-0.177,0.067,0.037,0.0765,,,,,CLAS_EG1b
4852,0.244,0.2996,1.205,,,,,,,-0.1773,0.0609,0.0362,0.0708,,,,,CLAS_EG1b
4853,0.244,0.291,1.215,,,,,,,-0.2067,0.0577,0.0426,0.0717,,,,,CLAS_EG1b
4854,0.244,0.2828,1.225,,,,,,,-0.2526,0.0571,0.0512,0.0767,,,,,CLAS_EG1b
4855,0.244,0.2749,1.235,,,,,,,-0.2121,0.0574,0.0431,0.0718,,,,,CLAS_EG1b
4856,0.244,0.2675,1.245,,,,,,,-0.2283,0.0577,0.0461,0.0739,,,,,CLAS_EG1b
4857,0.244,0.2603,1.255,,,,,,,-0.1829,0.0594,0.0381,0.0706,,,,,CLAS_EG1b
4858,0.244,0.2535,1.265,,,,,,,-0.2538,0.0628,0.0532,0.0823,,,,,CLAS_EG1b
4859,0.244,0.247,1.275,,,,,,,-0.0886,0.0643,0.0194,0.0672,,,,,CLAS_EG1b
4860,0.244,0.2407,1.285,,,,,,,-0.1459,0.0679,0.0299,0.0742,,,,,CLAS_EG1b
4861,0.244,0.2348,1.295,,,,,,,-0.1403,0.0694,0.03,0.0756,,,,,CLAS_EG1b
4862,0.244,0.229,1.305,,,,,,,-0.2116,0.0728,0.0444,0.0853,,,,,CLAS_EG1b
4863,0.244,0.2235,1.315,,,,,,,-0.2884,0.074,0.0582,0.0941,,,,,CLAS_EG1b
4864,0.244,0.2183,1.325,,,,,,,-0.0854,0.0774,0.0215,0.0803,,,,,CLAS_EG1b
4865,0.244,0.2132,1.335,,,,,,,-0.061,0.0769,0.0182,0.079,,,,,CLAS_EG1b
4866,0.244,0.2083,1.345,,,,,,,-0.063,0.079,0.0185,0.0811,,,,,CLAS_EG1b
4867,0.244,0.2036,1.355,,,,,,,0.0817,0.0808,0.023,0.084,,,,,CLAS_EG1b
4868,0.244,0.1991,1.365,,,,,,,0.0595,0.081,0.02,0.0834,,,,,CLAS_EG1b
4869,0.244,0.1947,1.375,,,,,,,-0.0287,0.0802,0.0156,0.0817,,,,,CLAS_EG1b
4870,0.244,0.1905,1.385,,,,,,,0.1277,0.079,0.024,0.0826,,,,,CLAS_EG1b
4871,0.244,0.1865,1.395,,,,,,,0.0731,0.0808,0.0187,0.0829,,,,,CLAS_EG1b
4872,0.244,0.1826,1.405,,,,,,,-0.0951,0.0777,0.0178,0.0797,,,,,CLAS_EG1b
4873,0.244,0.1788,1.415,,,,,,,0.0525,0.0754,0.0152,0.0769,,,,,CLAS_EG1b
4874,0.244,0.1752,1.425,,,,,,,0.1641,0.0746,0.0277,0.0796,,,,,CLAS_EG1b
4875,0.244,0.1716,1.435,,,,,,,0.1205,0.0743,0.0204,0.077,,,,,CLAS_EG1b
4876,0.244,0.1682,1.445,,,,,,,0.0321,0.0726,0.0152,0.0742,,,,,CLAS_EG1b
4877,0.244,0.1649,1.455,,,,,,,0.0246,0.0679,0.0135,0.0692,,,,,CLAS_EG1b
4878,0.244,0.1618,1.465,,,,,,,-0.0513,0.0672,0.0119,0.0682,,,,,CLAS_EG1b
4879,0.244,0.1587,1.475,,,,,,,0.0085,0.0658,0.0097,0.0665,,,,,CLAS_EG1b
4880,0.244,0.1557,1.485,,,,,,,0.0896,0.0634,0.0132,0.0648,,,,,CLAS_EG1b
4881,0.244,0.1528,1.495,,,,,,,0.0281,0.0629,0.0096,0.0636,,,,,CLAS_EG1b
4882,0.244,0.1499,1.505,,,,,,,-0.0115,0.0615,0.009,0.0622,,,,,CLAS_EG1b
4883,0.244,0.1472,1.515,,,,,,,0.033,0.0591,0.0091,0.0598,,,,,CLAS_EG1b
4884,0.244,0.1446,1.525,,,,,,,0.1312,0.0594,0.0165,0.0616,,,,,CLAS_EG1b
4885,0.244,0.142,1.535,,,,,,,0.0915,0.0599,0.0137,0.0614,,,,,CLAS_EG1b
4886,0.244,0.1395,1.545,,,,,,,0.1121,0.0609,0.0165,0.0631,,,,,CLAS_EG1b
4887,0.244,0.1371,1.555,,,,,,,0.0066,0.0598,0.0133,0.0613,,,,,CLAS_EG1b
4888,0.244,0.1347,1.565,,,,,,,0.006,0.0605,0.0168,0.0628,,,,,CLAS_EG1b
4889,0.244,0.1324,1.575,,,,,,,-0.0166,0.0678,0.0128,0.069,,,,,CLAS_EG1b
4890,0.244,0.1302,1.585,,,,,,,0.1588,0.0658,0.0206,0.0689,,,,,CLAS_EG1b
4891,0.244,0.128,1.595,,,,,,,-0.0148,0.0689,0.0139,0.0703,,,,,CLAS_EG1b
4892,0.244,0.1259,1.605,,,,,,,0.076,0.0701,0.0167,0.0721,,,,,CLAS_EG1b
4893,0.244,0.1238,1.615,,,,,,,0.0847,0.0707,0.017,0.0727,,,,,CLAS_EG1b
4894,0.244,0.1218,1.625,,,,,,,0.0404,0.0665,0.015,0.0682,,,,,CLAS_EG1b
4895,0.244,0.1199,1.635,,,,,,,0.1068,0.0672,0.0175,0.0694,,,,,CLAS_EG1b
4896,0.244,0.118,1.645,,,,,,,0.081,0.065,0.0159,0.0669,,,,,CLAS_EG1b
4897,0.244,0.1161,1.655,,,,,,,-0.0096,0.0666,0.0133,0.0679,,,,,CLAS_EG1b
4898,0.244,0.1143,1.665,,,,,,,0.0069,0.0642,0.0137,0.0656,,,,,CLAS_EG1b
4899,0.244,0.1126,1.675,,,,,,,0.0348,0.067,0.0145,0.0686,,,,,CLAS_EG1b
4900,0.244,0.1108,1.685,,,,,,,0.0339,0.0648,0.0147,0.0664,,,,,CLAS_EG1b
4901,0.244,0.1092,1.695,,,,,,,-0.056,0.0628,0.0141,0.0644,,,,,CLAS_EG1b
4902,0.244,0.1075,1.705,,,,,,,0.0096,0.0669,0.0147,0.0685,,,,,CLAS_EG1b
