W,x,Q2,A1,dA1(stat),dA1(sys)
2.615,0.145,1.01,0.5467,0.238,0.0667
2.625,0.1439,1.01,0.3733,0.235,0.0528
2.635,0.1428,1.01,-0.0124,0.2311,0.0285
2.645,0.1418,1.01,0.415,0.2342,0.0604
2.655,0.1407,1.01,0.3432,0.2345,0.0467
2.665,0.1397,1.01,-0.2561,0.2363,0.0305
2.675,0.1387,1.01,-0.0481,0.2342,0.0231
2.685,0.1376,1.01,0.2115,0.2342,0.0363
2.695,0.1366,1.01,0.1597,0.2361,0.0381
1.085,0.8024,1.2,1.4508,5.121,1.2845
1.095,0.7909,1.2,3.7787,3.9094,1.183
1.105,0.7796,1.2,8.6029,3.3213,1.7288
1.115,0.7685,1.2,9.093,2.8499,2.1902
1.125,0.7576,1.2,-3.5815,2.4988,0.5259
1.135,0.747,1.2,-0.62,2.2449,0.2124
1.145,0.7365,1.2,-2.2491,1.9703,0.3186
1.155,0.7263,1.2,5.4463,1.7907,1.2177
1.165,0.7162,1.2,-1.4931,1.6323,0.1858
1.175,0.7063,1.2,0.2837,1.4858,0.1105
1.185,0.6967,1.2,-0.1876,1.4018,0.0631
1.195,0.6872,1.2,-2.1033,1.292,0.3118
1.205,0.6778,1.2,-0.9009,1.21,0.1232
1.215,0.6687,1.2,0.8788,1.1555,0.166
1.225,0.6597,1.2,1.136,1.1014,0.2191
1.235,0.6509,1.2,-0.058,1.082,0.0889
1.245,0.6423,1.2,-0.495,1.0597,0.0802
1.255,0.6338,1.2,-0.1826,1.0507,0.0555
1.265,0.6255,1.2,-0.2574,1.049,0.0588
1.275,0.6173,1.2,1.0763,1.0434,0.172
1.285,0.6093,1.2,2.3879,1.0502,0.3137
1.295,0.6014,1.2,0.3522,1.0419,0.1156
1.305,0.5937,1.2,-0.2448,1.0537,0.082
1.315,0.5861,1.2,0.2662,1.0513,0.0859
1.325,0.5786,1.2,-1.4596,1.0425,0.2023
1.335,0.5713,1.2,0.494,1.0429,0.1077
1.345,0.5641,1.2,0.6751,1.0483,0.1466
1.355,0.557,1.2,0.657,1.035,0.1331
1.365,0.5501,1.2,-0.0195,1.0204,0.1284
1.375,0.5433,1.2,-0.1495,1.0157,0.1839
1.385,0.5366,1.2,-0.8911,0.9932,0.1299
1.395,0.53,1.2,0.9185,0.972,0.2078
1.405,0.5235,1.2,-0.1013,0.9468,0.0846
1.415,0.5171,1.2,0.6963,0.9224,0.1101
1.425,0.5109,1.2,-0.8649,0.8951,0.167
1.435,0.5047,1.2,0.8188,0.871,0.1256
1.445,0.4987,1.2,-1.4879,0.8305,0.1807
1.455,0.4928,1.2,-1.4415,0.8162,0.1794
1.465,0.4869,1.2,2.8108,0.8054,0.3532
1.475,0.4812,1.2,0.389,0.8101,0.0917
1.485,0.4755,1.2,-0.6555,0.8092,0.1344
1.495,0.47,1.2,1.0398,0.7864,0.2068
1.505,0.4645,1.2,-1.1125,0.7374,0.1891
1.515,0.4592,1.2,1.2226,0.6983,0.1706
1.525,0.4539,1.2,0.9324,0.6711,0.1413
1.535,0.4487,1.2,-0.0085,0.6554,0.0608
1.545,0.4436,1.2,1.354,0.641,0.1803
1.555,0.4385,1.2,0.2532,0.63,0.0829
1.565,0.4336,1.2,-0.015,0.6239,0.0921
1.575,0.4287,1.2,0.6029,0.6105,0.099
1.585,0.424,1.2,0.0038,0.6029,0.0553
1.595,0.4192,1.2,0.479,0.5965,0.126
1.605,0.4146,1.2,0.4777,0.5874,0.0988
1.615,0.41,1.2,-0.0564,0.5825,0.0733
1.625,0.4056,1.2,0.9073,0.5772,0.1439
1.635,0.4011,1.2,0.4532,0.5686,0.0746
1.645,0.3968,1.2,-0.3808,0.5658,0.0793
1.655,0.3925,1.2,0.1101,0.5615,0.0556
1.665,0.3883,1.2,0.4619,0.556,0.0871
1.675,0.3841,1.2,-0.0139,0.5556,0.0965
1.685,0.38,1.2,-0.2322,0.5539,0.1881
1.695,0.376,1.2,0.8172,0.5524,0.1333
1.705,0.3721,1.2,0.4512,0.5405,0.0849
1.715,0.3682,1.2,0.3411,0.5258,0.0603
1.725,0.3643,1.2,-0.1847,0.5127,0.0472
1.735,0.3605,1.2,0.3962,0.5029,0.0729
1.745,0.3568,1.2,0.2327,0.4922,0.0547
1.755,0.3531,1.2,0.1626,0.4824,0.0479
1.765,0.3495,1.2,0.2732,0.4794,0.0683
1.775,0.3459,1.2,0.9794,0.4714,0.1478
1.785,0.3424,1.2,0.6182,0.4615,0.0938
1.795,0.339,1.2,0.1384,0.4566,0.0571
1.805,0.3355,1.2,-0.1512,0.4502,0.0383
1.815,0.3322,1.2,0.6352,0.4481,0.1015
1.825,0.3289,1.2,0.7175,0.4439,0.0939
1.835,0.3256,1.2,-0.8337,0.4343,0.104
1.845,0.3224,1.2,0.5898,0.4298,0.1462
1.855,0.3192,1.2,0.2009,0.4288,0.0467
1.865,0.3161,1.2,0.2335,0.4253,0.0475
1.875,0.313,1.2,0.1174,0.4227,0.0684
1.885,0.31,1.2,-0.2576,0.4159,0.0708
1.895,0.307,1.2,-0.5812,0.409,0.0807
1.905,0.304,1.2,-0.5539,0.4083,0.0658
1.915,0.3011,1.2,0.8902,0.402,0.1223
1.925,0.2982,1.2,-0.3438,0.3957,0.0433
1.935,0.2954,1.2,0.0153,0.3923,0.0355
1.945,0.2926,1.2,-0.4215,0.3864,0.0857
1.955,0.2898,1.2,1.0361,0.3848,0.1364
1.965,0.2871,1.2,0.3371,0.3811,0.0586
1.975,0.2844,1.2,0.0192,0.3785,0.0428
1.985,0.2818,1.2,0.264,0.3769,0.0484
1.995,0.2792,1.2,0.3431,0.3775,0.0518
2.005,0.2766,1.2,0.2012,0.3759,0.0439
2.015,0.2741,1.2,0.3656,0.3746,0.0531
2.025,0.2716,1.2,0.8767,0.3724,0.1006
2.035,0.2691,1.2,0.3448,0.3732,0.0492
2.045,0.2666,1.2,-0.0227,0.3683,0.0723
2.055,0.2642,1.2,0.119,0.3676,0.0326
2.065,0.2619,1.2,0.2239,0.3623,0.0385
2.075,0.2595,1.2,0.3799,0.3597,0.0579
2.085,0.2572,1.2,0.0428,0.355,0.0545
2.095,0.2549,1.2,0.4291,0.3518,0.0661
2.105,0.2527,1.2,0.5064,0.3515,0.0682
2.115,0.2504,1.2,0.1638,0.3513,0.0359
2.125,0.2482,1.2,0.0049,0.3474,0.0274
2.135,0.2461,1.2,0.0859,0.3451,0.0373
2.145,0.2439,1.2,-0.137,0.3419,0.0291
2.155,0.2418,1.2,-0.2819,0.3426,0.0427
2.165,0.2397,1.2,0.8606,0.3393,0.1035
2.175,0.2377,1.2,-0.654,0.3387,0.0765
2.185,0.2356,1.2,0.0319,0.3395,0.0267
2.195,0.2336,1.2,0.1195,0.3443,0.0281
2.205,0.2316,1.2,-1.0751,0.35,0.1171
2.215,0.2297,1.2,0.5795,0.3553,0.0748
2.225,0.2278,1.2,0.5656,0.3595,0.0682
2.235,0.2258,1.2,0.6986,0.3585,0.0848
2.245,0.224,1.2,0.5253,0.3551,0.0663
2.255,0.2221,1.2,-0.4614,0.3488,0.067
2.265,0.2202,1.2,-0.01,0.3449,0.089
2.275,0.2184,1.2,0.6585,0.3405,0.0947
2.285,0.2166,1.2,0.2358,0.3348,0.0578
2.295,0.2149,1.2,0.4441,0.3248,0.0638
2.305,0.2131,1.2,-0.2058,0.3202,0.0306
2.315,0.2114,1.2,0.183,0.317,0.0299
2.325,0.2096,1.2,0.6603,0.3147,0.0763
2.335,0.208,1.2,-0.1958,0.3107,0.0306
2.345,0.2063,1.2,-0.1438,0.3086,0.0231
2.355,0.2046,1.2,0.1675,0.3058,0.031
2.365,0.203,1.2,0.1359,0.3024,0.0279
2.375,0.2014,1.2,0.3079,0.2991,0.0408
2.385,0.1998,1.2,-0.0382,0.2963,0.0191
2.395,0.1982,1.2,0,0.2947,0.0191
2.405,0.1966,1.2,-0.3165,0.2894,0.0443
2.415,0.1951,1.2,-0.0258,0.283,0.0281
2.425,0.1936,1.2,-0.1135,0.2773,0.025
2.435,0.1921,1.2,-0.2581,0.2747,0.0304
2.445,0.1906,1.2,0.1194,0.2706,0.0306
2.455,0.1891,1.2,0.6374,0.2702,0.0963
2.465,0.1877,1.2,-0.2424,0.2662,0.0297
2.475,0.1862,1.2,0.3035,0.2672,0.0479
2.485,0.1848,1.2,-0.2712,0.2662,0.038
2.495,0.1834,1.2,0.4622,0.2679,0.0592
2.505,0.182,1.2,0.1704,0.2673,0.0316
2.515,0.1806,1.2,0.3658,0.2676,0.0537
2.525,0.1793,1.2,-0.0671,0.2669,0.0233
2.535,0.1779,1.2,0.0785,0.2667,0.0236
2.545,0.1766,1.2,0.2439,0.2644,0.0353
2.555,0.1753,1.2,-0.0998,0.2627,0.0191
2.565,0.174,1.2,0.2098,0.263,0.0347
2.575,0.1727,1.2,-0.0421,0.2639,0.0199
2.585,0.1714,1.2,0.1742,0.2636,0.0261
2.595,0.1702,1.2,-0.0491,0.26,0.0358
2.605,0.1689,1.2,0.197,0.2611,0.0309
2.615,0.1677,1.2,0.1787,0.2621,0.0402
2.625,0.1665,1.2,0.267,0.2628,0.0374
2.635,0.1653,1.2,0.0884,0.262,0.0192
2.645,0.1641,1.2,0.1301,0.2611,0.0253
2.655,0.1629,1.2,-0.2013,0.2601,0.0278
2.665,0.1617,1.2,0.1755,0.26,0.0317
2.675,0.1606,1.2,0.1337,0.258,0.0378
2.685,0.1594,1.2,-0.0431,0.2556,0.0162
2.695,0.1583,1.2,-0.0042,0.253,0.0453
1.085,0.8297,1.44,-7.5472,4.1886,6.1495
1.095,0.8194,1.44,-0.7056,3.3058,0.8078
1.105,0.8093,1.44,-4.3167,2.7615,1.0124
1.115,0.7993,1.44,-1.7472,2.3531,0.4529
1.125,0.7895,1.44,-2.3205,2.0873,0.5478
1.135,0.7799,1.44,-3.2597,1.8778,0.573
1.145,0.7703,1.44,1.2565,1.6989,0.2306
1.155,0.761,1.44,1.5974,1.5597,0.4666
1.165,0.7518,1.44,0.5636,1.4254,0.2489
1.175,0.7427,1.44,0.7962,1.3219,0.3173
1.185,0.7338,1.44,0.1104,1.224,0.2535
1.195,0.725,1.44,-0.0707,1.1456,0.1602
1.205,0.7163,1.44,-0.7304,1.0854,0.2315
1.215,0.7078,1.44,0.1237,1.0277,0.0877
1.225,0.6994,1.44,-0.2856,0.9755,0.1874
1.235,0.6911,1.44,-0.1764,0.9366,0.1525
1.245,0.683,1.44,-1.1731,0.9118,0.1848
1.255,0.675,1.44,-0.7645,0.894,0.215
1.265,0.6671,1.44,0.2894,0.8729,0.1665
1.275,0.6594,1.44,-0.3254,0.8618,0.1267
1.285,0.6517,1.44,1.0876,0.8526,0.3142
1.295,0.6442,1.44,-1.5674,0.8461,0.2043
1.305,0.6368,1.44,-1.8156,0.8458,0.2063
1.315,0.6295,1.44,0.2141,0.8358,0.1448
1.325,0.6223,1.44,1.923,0.8209,0.3221
1.335,0.6153,1.44,-0.0704,0.817,0.1799
1.345,0.6083,1.44,0.459,0.8118,0.1145
1.355,0.6014,1.44,0.3243,0.7914,0.1469
1.365,0.5947,1.44,1.6246,0.7858,0.1998
1.375,0.588,1.44,-0.425,0.7784,0.19
1.385,0.5815,1.44,0.054,0.7685,0.0971
1.395,0.575,1.44,-0.83,0.7511,0.155
1.405,0.5687,1.44,-0.2279,0.7366,0.1179
1.415,0.5624,1.44,1.4197,0.7196,0.1824
1.425,0.5562,1.44,-0.0513,0.7032,0.1359
1.435,0.5501,1.44,0.777,0.6835,0.2569
1.445,0.5442,1.44,0.1267,0.6473,0.1341
1.455,0.5383,1.44,1.6923,0.6313,0.2657
1.465,0.5324,1.44,0.7135,0.6212,0.1025
1.475,0.5267,1.44,0.6839,0.6265,0.1603
1.485,0.5211,1.44,0.5139,0.6259,0.1149
1.495,0.5155,1.44,0.2863,0.6072,0.1435
1.505,0.51,1.44,0.5016,0.561,0.1446
1.515,0.5046,1.44,0.5821,0.5277,0.1249
1.525,0.4993,1.44,1.3136,0.506,0.1558
1.535,0.4941,1.44,0.2634,0.4871,0.0861
1.545,0.4889,1.44,0.8521,0.4726,0.1605
1.555,0.4838,1.44,0.0233,0.4617,0.0848
1.565,0.4788,1.44,0.1694,0.4548,0.1375
1.575,0.4739,1.44,0.138,0.4531,0.079
1.585,0.469,1.44,0.1303,0.4408,0.0789
1.595,0.4642,1.44,0.277,0.4348,0.0919
1.605,0.4594,1.44,0.0716,0.425,0.0888
1.615,0.4548,1.44,0.1711,0.4166,0.0669
1.625,0.4502,1.44,-0.4034,0.4126,0.0783
1.635,0.4456,1.44,-0.1341,0.4017,0.0742
1.645,0.4411,1.44,0.4089,0.3941,0.0922
1.655,0.4367,1.44,1.3439,0.3914,0.1592
1.665,0.4324,1.44,0.387,0.3859,0.088
1.675,0.4281,1.44,0.7862,0.388,0.107
1.685,0.4238,1.44,-0.0918,0.3877,0.0929
1.695,0.4197,1.44,1.0464,0.3847,0.1323
1.705,0.4155,1.44,0.2161,0.376,0.1074
1.715,0.4115,1.44,0.1467,0.364,0.057
1.725,0.4075,1.44,0.1505,0.3532,0.0526
1.735,0.4035,1.44,0.761,0.3445,0.0986
1.745,0.3996,1.44,0.6775,0.3356,0.0944
1.755,0.3958,1.44,1.4613,0.3304,0.1522
1.765,0.392,1.44,0.3167,0.3321,0.1098
1.775,0.3883,1.44,0.4749,0.326,0.0894
1.785,0.3846,1.44,0.4946,0.3218,0.0643
1.795,0.3809,1.44,0.5322,0.3186,0.1113
1.805,0.3773,1.44,0.4312,0.315,0.0938
1.815,0.3738,1.44,0.5671,0.3144,0.0736
1.825,0.3703,1.44,0.0224,0.3132,0.0514
1.835,0.3668,1.44,0.3734,0.3065,0.0828
1.845,0.3634,1.44,-0.0054,0.3032,0.0657
1.855,0.3601,1.44,-0.2959,0.2988,0.0739
1.865,0.3567,1.44,-0.0502,0.2926,0.0441
1.875,0.3535,1.44,0.1988,0.2906,0.0987
1.885,0.3502,1.44,0.6391,0.2801,0.0783
1.895,0.347,1.44,0.0502,0.2755,0.0891
1.905,0.3439,1.44,0.1722,0.2736,0.0676
1.915,0.3408,1.44,0.5289,0.2702,0.0903
1.925,0.3377,1.44,0.0584,0.2675,0.0349
1.935,0.3347,1.44,0.1064,0.2635,0.0526
1.945,0.3317,1.44,-0.1905,0.2605,0.035
1.955,0.3287,1.44,0.2718,0.26,0.0637
1.965,0.3258,1.44,0.3869,0.259,0.0965
1.975,0.3229,1.44,-0.1516,0.2536,0.0703
1.985,0.3201,1.44,-0.1232,0.2533,0.0546
1.995,0.3173,1.44,0.2191,0.252,0.0604
2.005,0.3145,1.44,0.0528,0.2475,0.073
2.015,0.3118,1.44,0.1795,0.2463,0.0463
2.025,0.3091,1.44,-0.15,0.2441,0.0604
2.035,0.3064,1.44,0.5268,0.2428,0.0737
2.045,0.3038,1.44,0.1073,0.2418,0.0741
2.055,0.3012,1.44,0.512,0.2376,0.0565
2.065,0.2986,1.44,-0.3954,0.2367,0.0555
2.075,0.2961,1.44,-0.2243,0.2374,0.0342
2.085,0.2935,1.44,0.4752,0.2353,0.0906
2.095,0.2911,1.44,0.0427,0.2357,0.0361
2.105,0.2886,1.44,0.356,0.2333,0.0514
2.115,0.2862,1.44,0.1708,0.2343,0.0609
2.125,0.2838,1.44,0.2958,0.2352,0.0571
2.135,0.2814,1.44,-0.0868,0.2349,0.0683
2.145,0.2791,1.44,0.2502,0.234,0.0917
2.155,0.2768,1.44,0.3446,0.2342,0.0429
2.165,0.2745,1.44,-0.0606,0.2339,0.0694
2.175,0.2723,1.44,0.0802,0.232,0.0516
2.185,0.27,1.44,0.1288,0.2304,0.0494
2.195,0.2678,1.44,0.3236,0.2283,0.0464
2.205,0.2657,1.44,0.488,0.2249,0.0591
2.215,0.2635,1.44,0.0652,0.2222,0.0522
2.225,0.2614,1.44,0.1917,0.2199,0.0507
2.235,0.2593,1.44,-0.0506,0.2185,0.0407
2.245,0.2572,1.44,0.2038,0.215,0.054
2.255,0.2552,1.44,0.2837,0.2106,0.0484
2.265,0.2531,1.44,0.1758,0.2077,0.0469
2.275,0.2511,1.44,-0.1737,0.203,0.0369
2.285,0.2492,1.44,0.5172,0.1993,0.0535
2.295,0.2472,1.44,0.1538,0.1968,0.0338
2.305,0.2453,1.44,0.3788,0.1943,0.0699
2.315,0.2433,1.44,0.4461,0.1931,0.0637
2.325,0.2415,1.44,0.2375,0.1916,0.0721
2.335,0.2396,1.44,0.0998,0.1905,0.0308
2.345,0.2377,1.44,-0.0868,0.1893,0.0375
2.355,0.2359,1.44,0.204,0.1872,0.0423
2.365,0.2341,1.44,0.039,0.1847,0.0427
2.375,0.2323,1.44,0.224,0.1829,0.0609
2.385,0.2305,1.44,0.2073,0.1817,0.0354
2.395,0.2288,1.44,-0.0326,0.1793,0.0266
2.405,0.227,1.44,0.0504,0.1782,0.0497
2.415,0.2253,1.44,0.304,0.1771,0.0577
2.425,0.2236,1.44,-0.0023,0.1764,0.0299
2.435,0.222,1.44,0.0394,0.1744,0.0517
2.445,0.2203,1.44,0.0333,0.1713,0.0424
2.455,0.2187,1.44,0.1005,0.1693,0.0259
2.465,0.217,1.44,0.144,0.1695,0.032
2.475,0.2154,1.44,-0.0165,0.1665,0.026
2.485,0.2139,1.44,0.4349,0.1636,0.0528
2.495,0.2123,1.44,-0.0311,0.1626,0.0234
2.505,0.2107,1.44,0.0006,0.1605,0.0293
2.515,0.2092,1.44,0.2875,0.159,0.0396
2.525,0.2077,1.44,0.1524,0.1574,0.0323
2.535,0.2062,1.44,-0.0365,0.1554,0.0482
2.545,0.2047,1.44,-0.0157,0.1547,0.0294
2.555,0.2032,1.44,0.0838,0.1533,0.0375
2.565,0.2018,1.44,0.1038,0.152,0.0299
2.575,0.2003,1.44,-0.2831,0.1519,0.027
2.585,0.1989,1.44,-0.0374,0.1512,0.0242
2.595,0.1975,1.44,0.0639,0.1502,0.0243
2.605,0.1961,1.44,0.3443,0.149,0.0393
2.615,0.1947,1.44,0.0575,0.1474,0.03
2.625,0.1933,1.44,-0.1702,0.1454,0.033
2.635,0.192,1.44,0.1571,0.1459,0.0262
2.645,0.1906,1.44,0.142,0.1434,0.0247
2.655,0.1893,1.44,0.0818,0.1419,0.0386
2.665,0.188,1.44,0.2237,0.1406,0.045
2.675,0.1867,1.44,0.4146,0.1397,0.0553
2.685,0.1854,1.44,0.0051,0.1392,0.0191
2.695,0.1841,1.44,0.33,0.1382,0.0394
1.085,0.8527,1.71,-2.2806,3.6759,2.326
1.095,0.8435,1.71,1.4076,2.8611,0.6346
1.105,0.8344,1.71,2.8872,2.3495,0.5664
1.115,0.8255,1.71,0.1054,2.0542,0.4234
1.125,0.8167,1.71,-2.7364,1.8378,0.5282
1.135,0.8079,1.71,-1.9464,1.6659,0.4677
1.145,0.7993,1.71,-0.2373,1.5301,0.1975
1.155,0.7908,1.71,-1.7698,1.4064,0.3091
1.165,0.7824,1.71,-0.8551,1.3101,0.2442
1.175,0.7741,1.71,-2.056,1.2275,0.3274
1.185,0.766,1.71,-1.4672,1.1448,0.2833
1.195,0.7579,1.71,0.2476,1.0952,0.3046
1.205,0.7499,1.71,0.3448,1.04,0.183
1.215,0.742,1.71,-0.2829,0.9835,0.1851
1.225,0.7343,1.71,-0.513,0.9333,0.1211
1.235,0.7266,1.71,-1.4077,0.8974,0.3011
1.245,0.719,1.71,-0.224,0.875,0.1304
1.255,0.7115,1.71,1.6256,0.8557,0.1921
1.265,0.7041,1.71,-0.6367,0.8265,0.1246
1.275,0.6968,1.71,-2.7176,0.8111,0.3466
1.285,0.6897,1.71,0.3666,0.8092,0.1953
1.295,0.6826,1.71,1.2139,0.8008,0.2097
1.305,0.6755,1.71,0.8203,0.7981,0.1633
1.315,0.6686,1.71,0.9988,0.7953,0.1414
1.325,0.6618,1.71,-0.6265,0.7804,0.2302
1.335,0.655,1.71,0.3994,0.7763,0.2572
1.345,0.6484,1.71,-1.6738,0.7669,0.1815
1.355,0.6418,1.71,1.1813,0.7567,0.1728
1.365,0.6353,1.71,0.8059,0.7571,0.1673
1.375,0.6289,1.71,-0.5404,0.7423,0.2003
1.385,0.6226,1.71,0.0011,0.7298,0.1416
1.395,0.6164,1.71,-0.2404,0.7232,0.2069
1.405,0.6102,1.71,0.3133,0.7154,0.1261
1.415,0.6041,1.71,0.3843,0.6967,0.1092
1.425,0.5981,1.71,1.8328,0.6889,0.2111
1.435,0.5922,1.71,0.8746,0.6701,0.1359
1.445,0.5864,1.71,-0.6044,0.646,0.1908
1.455,0.5806,1.71,0.2573,0.6261,0.1225
1.465,0.5749,1.71,0.3667,0.6176,0.1267
1.475,0.5693,1.71,0.2674,0.6231,0.1267
1.485,0.5637,1.71,1.1495,0.6296,0.2268
1.495,0.5582,1.71,0.848,0.6099,0.1555
1.505,0.5528,1.71,-0.0243,0.566,0.1809
1.515,0.5475,1.71,0.6778,0.5385,0.1581
1.525,0.5422,1.71,0.3194,0.5123,0.0972
1.535,0.537,1.71,0.1501,0.4969,0.0986
1.545,0.5318,1.71,-0.0021,0.4821,0.1565
1.555,0.5268,1.71,0.4817,0.4675,0.1038
1.565,0.5217,1.71,0.7873,0.464,0.1206
1.575,0.5168,1.71,0.4888,0.4592,0.1115
1.585,0.5119,1.71,-0.1514,0.448,0.1246
1.595,0.5071,1.71,1.02,0.4407,0.2201
1.605,0.5023,1.71,0.6192,0.4291,0.1198
1.615,0.4976,1.71,0.5942,0.4225,0.0838
1.625,0.493,1.71,-0.5799,0.4143,0.1214
1.635,0.4884,1.71,0.5447,0.4069,0.0935
1.645,0.4838,1.71,1.1162,0.3968,0.1558
1.655,0.4794,1.71,0.2532,0.3967,0.0741
1.665,0.4749,1.71,0.8163,0.3878,0.1584
1.675,0.4706,1.71,0.6091,0.3912,0.0985
1.685,0.4663,1.71,0.1163,0.3884,0.0807
1.695,0.462,1.71,0.3536,0.391,0.0759
1.705,0.4578,1.71,0.2259,0.3805,0.1205
1.715,0.4536,1.71,0.3472,0.3677,0.0777
1.725,0.4495,1.71,-0.3681,0.3563,0.0928
1.735,0.4455,1.71,0.2466,0.3453,0.062
1.745,0.4415,1.71,0.8903,0.3391,0.1127
1.755,0.4375,1.71,-0.4084,0.3333,0.0682
1.765,0.4336,1.71,0.6529,0.3341,0.1039
1.775,0.4298,1.71,0.3392,0.3297,0.069
1.785,0.426,1.71,0.5031,0.324,0.0984
1.795,0.4222,1.71,0.3611,0.3202,0.0855
1.805,0.4185,1.71,0.6765,0.3187,0.1441
1.815,0.4148,1.71,0.2744,0.3185,0.0495
1.825,0.4112,1.71,0.4789,0.316,0.0944
1.835,0.4076,1.71,0.8064,0.3076,0.1021
1.845,0.404,1.71,0.1243,0.3073,0.0482
1.855,0.4005,1.71,0.8924,0.3003,0.11
1.865,0.3971,1.71,0.2565,0.2916,0.0578
1.875,0.3937,1.71,0.5932,0.2868,0.0734
1.885,0.3903,1.71,0.1031,0.2774,0.0601
1.895,0.3869,1.71,0.076,0.2727,0.0641
1.905,0.3836,1.71,0.3062,0.2683,0.0509
1.915,0.3804,1.71,0.0962,0.2636,0.0435
1.925,0.3772,1.71,0.0945,0.2612,0.0754
1.935,0.374,1.71,0.2344,0.2567,0.0524
1.945,0.3708,1.71,0.1574,0.2537,0.0393
1.955,0.3677,1.71,0.302,0.252,0.0629
1.965,0.3646,1.71,0.5603,0.2513,0.079
1.975,0.3616,1.71,0.6257,0.2467,0.0704
1.985,0.3586,1.71,0.2234,0.2451,0.0528
1.995,0.3556,1.71,0.418,0.2459,0.0571
2.005,0.3527,1.71,0.1166,0.244,0.0977
2.015,0.3498,1.71,0.1429,0.2416,0.0404
2.025,0.3469,1.71,-0.1321,0.2397,0.0749
2.035,0.3441,1.71,0.3079,0.2395,0.0557
2.045,0.3413,1.71,0.1101,0.2401,0.0397
2.055,0.3385,1.71,0.6448,0.2399,0.0668
2.065,0.3358,1.71,0.4297,0.2398,0.0579
2.075,0.3331,1.71,0.4247,0.2411,0.0639
2.085,0.3304,1.71,0.2964,0.2385,0.0543
2.095,0.3278,1.71,0.7937,0.2384,0.1006
2.105,0.3251,1.71,0.5293,0.2366,0.0779
2.115,0.3226,1.71,-0.1469,0.2364,0.0371
2.125,0.32,1.71,0.2422,0.2333,0.0469
2.135,0.3175,1.71,0.0516,0.2304,0.0556
2.145,0.315,1.71,0.284,0.2277,0.0452
2.155,0.3125,1.71,0.3011,0.2261,0.0508
2.165,0.31,1.71,-0.1321,0.2243,0.0618
2.175,0.3076,1.71,-0.0123,0.2222,0.0441
2.185,0.3052,1.71,0.3276,0.2198,0.0572
2.195,0.3029,1.71,0.0828,0.2192,0.038
2.205,0.3005,1.71,-0.071,0.2159,0.0492
2.215,0.2982,1.71,0.6023,0.214,0.0711
2.225,0.2959,1.71,0.6608,0.2118,0.0897
2.235,0.2936,1.71,0.3817,0.2114,0.069
2.245,0.2914,1.71,0.053,0.2074,0.0459
2.255,0.2892,1.71,0.4007,0.2041,0.0459
2.265,0.287,1.71,0.1627,0.2019,0.0555
2.275,0.2848,1.71,0.3851,0.1978,0.0508
2.285,0.2827,1.71,0.245,0.1947,0.033
2.295,0.2805,1.71,0.3139,0.1929,0.046
2.305,0.2784,1.71,0.3824,0.1907,0.0456
2.315,0.2764,1.71,0.044,0.189,0.0339
2.325,0.2743,1.71,-0.1286,0.1875,0.032
2.335,0.2723,1.71,0.312,0.1865,0.0485
2.345,0.2703,1.71,0.192,0.1843,0.073
2.355,0.2683,1.71,0.1769,0.1833,0.0377
2.365,0.2663,1.71,0.2421,0.1813,0.0413
2.375,0.2643,1.71,0.1714,0.1791,0.0663
2.385,0.2624,1.71,0.4574,0.1783,0.0747
2.395,0.2605,1.71,-0.0914,0.1752,0.035
2.405,0.2586,1.71,0.0803,0.1727,0.0322
2.415,0.2567,1.71,-0.0324,0.1717,0.0502
2.425,0.2549,1.71,0.2404,0.1708,0.0487
2.435,0.2531,1.71,0.2139,0.169,0.0524
2.445,0.2512,1.71,0.1808,0.1662,0.0394
2.455,0.2494,1.71,-0.2253,0.164,0.0257
2.465,0.2477,1.71,-0.2378,0.1633,0.0296
2.475,0.2459,1.71,0.1316,0.1608,0.033
2.485,0.2442,1.71,0.2529,0.1585,0.0324
2.495,0.2424,1.71,-0.0622,0.1577,0.032
2.505,0.2407,1.71,-0.224,0.1547,0.0548
2.515,0.239,1.71,0.1963,0.1535,0.0335
2.525,0.2374,1.71,0.3583,0.1535,0.0475
2.535,0.2357,1.71,0.2235,0.1525,0.0323
2.545,0.2341,1.71,0.0304,0.1523,0.0341
2.555,0.2325,1.71,0.1384,0.1522,0.0246
2.565,0.2308,1.71,-0.0445,0.1503,0.0246
2.575,0.2293,1.71,0.1226,0.152,0.0432
2.585,0.2277,1.71,0.0106,0.1516,0.0389
2.595,0.2261,1.71,0.2137,0.1506,0.0389
1.085,0.874,2.05,-7.029,4.0732,5.6476
1.095,0.866,2.05,-3.6373,3.0701,1.5692
1.105,0.858,2.05,1.144,2.5755,0.4776
1.115,0.8501,2.05,0.0899,2.2511,0.4943
1.125,0.8423,2.05,-1.5142,1.9938,0.3135
1.135,0.8345,2.05,4.1112,1.8017,0.688
1.145,0.8268,2.05,4.3004,1.724,0.5277
1.155,0.8192,2.05,1.3878,1.5777,0.4269
1.165,0.8117,2.05,0.745,1.4472,0.3629
1.175,0.8043,2.05,-0.339,1.3541,0.2109
1.185,0.7969,2.05,1.7914,1.2661,0.2851
1.195,0.7896,2.05,-0.363,1.22,0.216
1.205,0.7824,2.05,-0.1512,1.1553,0.1428
1.215,0.7752,2.05,-0.6507,1.097,0.2635
1.225,0.7681,2.05,0.6944,1.0329,0.2318
1.235,0.7611,2.05,1.0747,0.9933,0.2213
