W,x,Q2,A1,dA1(stat),dA1(sys)
1.865,0.5727,3.48,0.9394,0.4508,0.1748
1.875,0.5692,3.48,0.8974,0.4524,0.1083
1.885,0.5657,3.48,-0.5055,0.4408,0.1004
1.895,0.5623,3.48,0.0438,0.4432,0.075
1.905,0.5588,3.48,0.2819,0.4428,0.0941
1.915,0.5554,3.48,0.9708,0.4426,0.163
1.925,0.552,3.48,0.7045,0.4514,0.1177
1.935,0.5487,3.48,0.8426,0.4408,0.1266
1.945,0.5453,3.48,0.0182,0.4311,0.0339
1.955,0.542,3.48,0.0353,0.4278,0.0632
1.965,0.5387,3.48,0.7118,0.4123,0.086
1.975,0.5355,3.48,-0.3531,0.3932,0.1251
1.985,0.5322,3.48,0.8428,0.3864,0.1088
1.995,0.529,3.48,0.7685,0.3786,0.125
2.005,0.5258,3.48,0.4872,0.3779,0.1046
2.015,0.5226,3.48,0.4408,0.3679,0.1396
2.025,0.5195,3.48,0.6724,0.3592,0.1052
2.035,0.5164,3.48,-0.1002,0.359,0.0481
2.045,0.5133,3.48,0.481,0.3528,0.0642
2.055,0.5102,3.48,0.5779,0.3514,0.1053
2.065,0.5071,3.48,0.1025,0.3435,0.0838
2.075,0.5041,3.48,0.4907,0.3371,0.0768
2.085,0.501,3.48,0.74,0.3405,0.1371
2.095,0.498,3.48,0.8753,0.3344,0.1073
2.105,0.4951,3.48,0.3984,0.3318,0.0639
2.115,0.4921,3.48,0.2188,0.3269,0.1188
2.125,0.4892,3.48,0.5223,0.3195,0.1198
2.135,0.4863,3.48,0.2332,0.315,0.049
2.145,0.4834,3.48,0.0742,0.308,0.0979
2.155,0.4805,3.48,-0.1748,0.3048,0.0588
2.165,0.4777,3.48,0.7102,0.306,0.0889
2.175,0.4748,3.48,0.3436,0.305,0.0864
2.185,0.472,3.48,0.2878,0.3051,0.0905
2.195,0.4692,3.48,0.6276,0.3118,0.101
2.205,0.4665,3.48,0.5075,0.3082,0.0961
2.215,0.4637,3.48,0.2444,0.3032,0.0678
2.225,0.461,3.48,0.6528,0.2952,0.1109
2.235,0.4583,3.48,0.3799,0.2934,0.0536
2.245,0.4556,3.48,0.2176,0.2864,0.066
2.255,0.4529,3.48,0.2135,0.2861,0.0613
2.265,0.4503,3.48,0.617,0.2787,0.0969
2.275,0.4477,3.48,-0.1441,0.2734,0.0394
2.285,0.445,3.48,0.2765,0.2745,0.0796
2.295,0.4425,3.48,0.0747,0.2746,0.0464
2.305,0.4399,3.48,0.029,0.2774,0.0496
2.315,0.4373,3.48,0.0599,0.273,0.0711
2.325,0.4348,3.48,0.175,0.2691,0.0971
2.335,0.4323,3.48,-0.0881,0.2724,0.0804
2.345,0.4298,3.48,0.2523,0.2729,0.0482
1.085,0.9337,4.16,8.8815,5.3742,2.9273
1.095,0.9291,4.16,5.0767,4.2206,1.1878
1.105,0.9246,4.16,-4.1114,3.7231,0.8634
1.115,0.92,4.16,-0.8448,3.526,0.612
1.125,0.9155,4.16,2.9943,3.1608,0.5826
1.135,0.911,4.16,2.6968,2.9549,0.8137
1.145,0.9065,4.16,1.5355,3.4838,0.4182
1.155,0.9019,4.16,1.6724,3.0774,0.9803
1.165,0.8974,4.16,-4.8937,3.158,1.4329
1.175,0.8929,4.16,4.9477,2.8505,1.1373
1.185,0.8884,4.16,-0.3679,2.571,0.3444
1.195,0.8839,4.16,1.12,2.388,0.6575
1.205,0.8794,4.16,-0.8448,2.2882,0.3414
1.215,0.875,4.16,2.9983,1.9814,0.8618
1.225,0.8705,4.16,1.7153,1.9213,0.4225
1.235,0.866,4.16,1.3074,1.9079,0.4101
1.245,0.8616,4.16,0.1379,1.8092,0.4768
1.255,0.8571,4.16,1.2063,1.8049,0.2711
1.265,0.8527,4.16,-0.7101,1.7669,0.171
1.275,0.8483,4.16,-1.1545,1.8657,0.5677
1.285,0.8439,4.16,-3.0532,1.7914,0.4742
1.295,0.8395,4.16,-1.8078,1.7775,0.363
1.305,0.8351,4.16,-0.0964,1.7694,0.3199
1.315,0.8308,4.16,1.6792,1.6351,0.3178
1.325,0.8264,4.16,1.5469,1.607,0.6346
1.335,0.8221,4.16,1.4098,1.5642,0.181
1.345,0.8177,4.16,3.2468,1.5313,0.4627
1.355,0.8134,4.16,2.1963,1.5303,0.3158
1.365,0.8091,4.16,0.2881,1.4932,0.3034
1.375,0.8048,4.16,0.2358,1.375,0.1618
1.385,0.8005,4.16,-0.7433,1.3853,0.2029
1.395,0.7963,4.16,1.4129,1.3359,0.2146
1.405,0.792,4.16,1.6739,1.2251,0.3496
1.415,0.7878,4.16,-0.9749,1.1905,0.2383
1.425,0.7836,4.16,1.0135,1.122,0.2768
1.435,0.7794,4.16,0.0934,1.105,0.0868
1.445,0.7752,4.16,0.7903,1.0587,0.1697
1.455,0.771,4.16,-0.7429,1.0536,0.1725
1.465,0.7669,4.16,0.9611,1.0613,0.1793
1.475,0.7628,4.16,0.67,1.0581,0.2566
1.485,0.7586,4.16,0.9833,1.0475,0.2998
1.495,0.7545,4.16,1.1569,1.0235,0.2304
1.505,0.7505,4.16,1.6109,0.956,0.2469
1.515,0.7464,4.16,1.9764,0.9595,0.3045
1.525,0.7423,4.16,1.38,0.9123,0.2643
1.535,0.7383,4.16,-1.349,0.9057,0.1718
1.545,0.7343,4.16,-0.5383,0.8931,0.1335
1.555,0.7303,4.16,3.3312,0.9184,0.5037
1.565,0.7263,4.16,0.8477,0.9241,0.1936
1.575,0.7224,4.16,0.8123,0.8784,0.2193
1.585,0.7184,4.16,0.6576,0.8718,0.1032
1.595,0.7145,4.16,0.5424,0.8308,0.1561
1.605,0.7106,4.16,1.529,0.8361,0.2411
1.615,0.7067,4.16,0.1825,0.7411,0.181
1.625,0.7028,4.16,0.0491,0.7335,0.0634
1.635,0.699,4.16,1.2105,0.7117,0.2076
1.645,0.6952,4.16,-0.376,0.704,0.142
1.655,0.6913,4.16,0.609,0.6835,0.259
1.665,0.6875,4.16,0.2333,0.6859,0.0844
1.675,0.6838,4.16,1.0943,0.6718,0.2071
1.685,0.68,4.16,2.267,0.6863,0.2658
1.695,0.6763,4.16,0.3222,0.6915,0.1444
1.705,0.6726,4.16,0.403,0.6501,0.0893
1.715,0.6689,4.16,1.1118,0.6341,0.1724
1.725,0.6652,4.16,0.5269,0.6315,0.0759
1.735,0.6615,4.16,1.0628,0.6107,0.1634
1.745,0.6579,4.16,0.2151,0.6124,0.121
1.755,0.6543,4.16,1.0907,0.5919,0.173
1.765,0.6507,4.16,1.6931,0.5816,0.1899
1.775,0.6471,4.16,0.9029,0.5948,0.1199
1.785,0.6435,4.16,0.8975,0.5736,0.1407
1.795,0.64,4.16,0.8315,0.5679,0.1581
1.805,0.6364,4.16,-0.131,0.5785,0.1554
1.815,0.6329,4.16,0.8422,0.5826,0.1465
1.825,0.6295,4.16,0.3756,0.5626,0.0751
1.835,0.626,4.16,0.373,0.5596,0.1317
1.845,0.6225,4.16,0.8321,0.5568,0.1186
1.855,0.6191,4.16,0.3107,0.5339,0.0949
1.865,0.6157,4.16,0.3861,0.5175,0.1007
1.875,0.6123,4.16,-0.0625,0.5139,0.0801
1.885,0.6089,4.16,-0.4456,0.5044,0.0764
1.895,0.6056,4.16,1.128,0.5071,0.1827
1.905,0.6023,4.16,0.55,0.5159,0.1128
1.915,0.5989,4.16,0.3046,0.5197,0.1159
1.925,0.5957,4.16,-0.0141,0.522,0.0968
1.935,0.5924,4.16,-0.2445,0.5162,0.1165
1.945,0.5891,4.16,-0.4771,0.5003,0.0664
1.955,0.5859,4.16,0.6221,0.4937,0.1002
1.965,0.5827,4.16,-0.5342,0.4822,0.152
1.975,0.5795,4.16,0.3122,0.4635,0.0649
1.985,0.5763,4.16,0.8824,0.4506,0.1507
1.995,0.5731,4.16,0.7815,0.4462,0.1425
2.005,0.57,4.16,-0.0162,0.4526,0.1054
2.015,0.5669,4.16,1.0066,0.4315,0.124
2.025,0.5638,4.16,0.1457,0.4236,0.0675
2.035,0.5607,4.16,0.6825,0.4243,0.1033
2.045,0.5576,4.16,0.3628,0.4162,0.1503
2.055,0.5546,4.16,0.4577,0.4198,0.0791
2.065,0.5515,4.16,0.3469,0.4046,0.0667
2.075,0.5485,4.16,0.6119,0.4038,0.1554
2.085,0.5455,4.16,0.0154,0.4152,0.0558
2.095,0.5426,4.16,0.1813,0.4098,0.0577
2.105,0.5396,4.16,0.4291,0.4075,0.0865
2.115,0.5367,4.16,0.3914,0.4041,0.0801
2.125,0.5337,4.16,0.4406,0.4011,0.0851
